,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37
"Wind speed Sensor 2, Standard deviation (m/s)",0.07958601796224651,0.0774806351922497,0.03985036697313691,-0.13430985200413406,0.006669655307695338,0.1291151939006711,-0.09000954694322755,-0.022724235667802628,-0.04523311885671308,-0.019411935951853698,0.05872521635215441,-0.015513724081388056,0.025284591390258484,-0.02001428662046225,-0.05428245405968862,-0.05193498528138485,-0.039163673292517645,-0.032587488728673356,-0.02608836120654391,0.03202541220486871,-0.0010612027904478502,0.022828753485759773,-0.02568869366245359,-0.012803687965018207,0.03075885162840125,0.028015442229581803,-0.003630701060031168,0.00772467766787793,0.04545758723495623,-0.09710566239683366,-0.0581270417473943,-0.0070036610851411385,-0.013821804750439606,-0.042162775606401234,0.06316718114787284,-0.08576795666949774,0.00096293654473667
"Wind speed Sensor 2, Minimum (m/s)",0.10880293376281093,-0.06806199611528649,0.02986521255946792,0.09233337603418909,-0.0007418074912562411,-0.08263171627460746,0.05863267298000546,-0.0015311174629243363,0.01254992099603705,-0.0005249149981051068,0.00630751643676733,0.0055265634610406865,-0.011810185145926825,0.00743530510692407,0.03549984905917791,0.048465411063989744,-0.004609730807898643,0.023087261928687534,0.0039030030917005347,-0.00570292749974928,0.013430838950636128,-0.012886900173071671,0.009390434461329368,-0.008420878108620583,-0.011120216547055289,-0.016658620047784317,0.00200053396653303,-0.002959158735815202,-0.017916400110650935,0.05218800053103734,0.02594315874060042,-0.009291861300317256,0.02042629412659383,0.029775742204181326,-0.02703155230528026,0.03804810594509317,0.024378415414954585
"Wind speed Sensor 2, Maximum (m/s)",0.12802011032570737,-0.0008816615491545225,0.045803535635911045,-0.015926499922943115,0.0026893839344939163,0.01959360659826971,-0.013357222570714589,-0.014187040780448806,-0.01719821805106539,-0.010976502276188682,0.039056379296636856,-0.0061492511387936655,0.008167148147758891,-0.0076808074901989765,-0.007460195691736421,0.0001263785878011514,-0.02713606318478562,-0.0013617287781208798,-0.015003497593615571,0.016145266238204975,0.008311744170628306,0.008632040984951656,-0.007221935720708686,-0.014566838776323053,0.00834955180831964,0.0060599616481933,0.0016336781337280256,0.002970570206167345,0.01574815991988338,-0.027749301522163546,-0.021429696968276506,-0.006960282491413407,0.002378922793727277,-0.016288040889915652,0.02725929673358196,-0.030612732968506806,0.009490359365284667
Density adjusted wind speed (m/s),0.12896454085378642,-0.034332661547500885,0.03654910127555416,0.037326101305066785,0.0016283046588883021,-0.030113928049443336,0.021259681794031093,-0.011531132204741501,-0.005288265585273556,-0.008873151228093915,0.044403012342783335,-0.005219729680090102,0.0012166647462485691,-0.0038500926007274394,0.012053974892204444,0.014033307301527687,-0.022279033378468854,0.008866822610263253,-0.004648253858070411,0.01571716892042735,0.0035980930035508507,0.008980995129712982,-0.009634625578354733,-0.00015371641018681814,0.005687264146807272,0.001913335290280229,-0.00014900975411500728,-0.00017396160405257904,0.004356931452201215,-0.006415689552786874,-0.0014673253016615484,-0.009374118922434782,0.006956316215695351,0.003526602383768271,0.016561108850419073,-0.015143958658493072,0.009289848215768077
Wind direction (°),0.00965044124480969,0.0128705861699559,0.009726664793343763,-0.011469568309007352,0.005555190104196084,0.20497786185376052,0.28785901739023667,0.11542718444243194,0.016054724777308294,-0.05418090828388028,0.004507358666419353,0.019182657976569706,-0.007552776985024403,0.012822806782546561,0.00964606557022029,0.027775012568925138,-0.014564414421205873,-0.0002597531855016433,-0.017621450848021684,0.0330014155003807,0.02051300914279423,0.0005602682464142111,-0.009126761482366477,-0.010385835210283195,0.036709382072752796,0.0050646996405333405,-0.004926667644346914,0.004105798354563995,-0.003996208122273401,-0.011692565206174718,0.010103700257155027,0.00360912481684203,-0.004039808336661357,-0.0047694804868141025,-0.015624465139273569,0.01623585576002058,-0.02219050984929196
Nacelle position (°),0.008868224611202546,0.01301713521608614,0.007765894138233213,-0.012595070143726189,0.00605491876968256,0.21047541406735074,0.29329276377583513,0.11939774079863677,0.01815860177724593,-0.05849510939177405,0.011229741930813969,0.015130948686734154,0.00501938782221114,0.004369235522002801,-0.0009252894756615615,0.012752528154761855,-0.011062563629465144,0.012957851013449165,-0.01978585825472648,0.03181130149362804,0.025587635918268067,-0.01010883847855848,-0.007360921294201045,-0.007755646860250387,0.03912626551298751,0.0009974922526543237,-0.00671211798975799,0.003501745658807306,-0.013017578236989298,-0.003573816356035389,0.011414713539484998,-0.0014731985001408543,-0.0013128509022962143,0.005013729018356519,-0.01358853841762056,0.012091144397983727,-0.0019690767353384153
"Wind direction, Standard deviation (°)",-0.01051626656367271,0.1151632955389323,0.01258875104926711,-0.1458469421167874,0.0011264366832125566,0.13702682030463173,-0.08237915848560536,-0.02699555546100265,-0.008669034295039346,0.011869720419901919,-0.020053304791358775,-0.026927350338337153,0.02643790924171166,-0.01681708033800003,0.01627303729268445,-0.06282365743537144,-0.015786616316072755,0.002461560076145654,-0.01085028574308795,0.10721352434807319,-0.04232024597577364,0.1310081289756975,-0.07678993029381437,0.0650133001631998,0.01923770430810748,-0.011224136895135198,-0.0046092548148118214,0.00016227344453305413,0.007728637612498576,0.0561224547083505,-0.06958573513277229,0.0011195880235256098,-0.05122886506861333,-0.17801396891128876,0.18366501915832198,-0.04758241619353992,0.026745550514746363
"Wind direction, Minimum (°)",0.014140619423626466,0.004452320240008368,0.022670255937989367,0.02257575827175184,0.0040380587478482605,0.14794202068492301,0.26931387533301226,0.09345922517479834,-0.0012642876141023551,-0.04262536846264764,0.0026796553369991677,0.015757533375372113,-0.020307670305596517,0.027836606358676533,0.004164721222992385,0.048892955695762796,-0.010143422890404652,-0.029484662683015334,-0.0014046281160901355,-0.007822710878923125,0.005139904189245649,-0.02688633767870266,0.049419469188013,-0.05399133775683672,-0.007777926840720539,-0.007109742074270904,-0.0002875951793944111,0.002044710657563521,-0.02491620450036429,-0.017445954617205633,0.01593632262754019,-0.012356377997906343,-0.012772895957466023,-0.050489745230465254,-0.1393525376960868,0.00816884941711829,-0.050595214088671334
"Wind direction, Maximum (°)",0.007288350543376965,0.02969978976918554,0.0005993818952441194,-0.0473836783513767,0.005424070632222773,0.21888386051038314,0.24707517594119774,0.1054281696842676,0.02667976224224644,-0.041929072665153,-0.01694783107719651,0.013468784023600633,0.008100010223981949,-0.009473291445372345,0.010205185475180428,-0.0046824635963007705,-0.0007060571165154739,0.029580927171624628,-0.01948205573564686,0.04481040717528348,0.01607839164623423,0.01933046169644126,-0.046060416983517594,0.03329929181805645,0.015005864855381605,-0.0018649952540364494,0.002871349754398093,-0.0008359797580195939,0.00517824951089918,0.024492666325824558,-0.006148506403190604,0.01418942274051005,7.185473326690173e-06,0.0059359405703201945,0.054075905225199034,0.01818636747912216,0.02285875598613799
"Nacelle position, Standard deviation (°)",0.005166892579471632,0.047456601134368476,0.02929923847836365,-0.03620546593140891,0.0054423843403826645,0.02084426006496857,-0.018908723987286696,-0.012756180535615343,-0.04775031843238775,-0.017396732146633537,0.08966751413000365,-0.003230280704900279,-0.015144497098312969,0.023803499856309265,0.046518839049585065,0.04780791493516018,-0.07331253925216781,-0.04048126637853873,0.020205445235459255,0.08497357542959967,-0.057792843424849076,0.1353432677517288,-0.05811970012964682,0.026668521176853883,0.053340923648588806,-0.1779223952862314,0.07493371194855525,0.03333409445210733,0.03070766542984668,0.8471953035818424,-0.22854764386398585,0.09520887306490228,-0.2079555605198455,-0.06684925559935737,0.02381626485811486,-0.03364584523356226,-0.132120796135488
"Nacelle position, Minimum (°)",0.008583073591439188,0.009932764665164247,0.006813508496347083,-0.009524978608092203,0.005642927625238893,0.20638595377537333,0.2941556839110678,0.1203103738465256,0.019866252082000425,-0.05732576833467142,0.004862249051181447,0.01555984752065448,0.0041977381342871295,0.0043024125462158835,-0.0029975964851116643,0.010637488807532139,-0.00785618938230645,0.013172335210141231,-0.019561806326029482,0.02539391795717949,0.02648286253835045,-0.019457911296934423,-0.001002310224472754,-0.01112354860553026,0.03358792606919095,0.011241677182802744,-0.010929012218350081,0.0013483163991109427,-0.01553677961456748,-0.05606409647202357,0.02551625045463228,-0.008337266469976679,0.013660086530332655,0.007288961637738199,-0.022017763164731377,0.010738627203187134,0.003913681391759266
"Nacelle position, Maximum (°)",0.009072895754930045,0.01716143335644996,0.00772403714688194,-0.016821187281693902,0.006084652066473763,0.21182073574482857,0.2882357448802996,0.11647682635794802,0.016257696595991297,-0.05867109483700936,0.016513340118914713,0.01398563749061435,0.004837338056145474,0.003184662655780768,0.002600279651424897,0.014160936895683374,-0.014823308704537352,0.01356641620383392,-0.020155346612962297,0.03760879027487332,0.023746267382760693,0.0007773794821122337,-0.016444234012799153,-0.0020910833859453335,0.039275518478192745,-0.012646047994199607,-0.0003605457733831296,0.005660866995086039,-0.006478967046621063,0.057327421402621856,-0.007095755056924197,0.008176206336221487,-0.01564903115844893,0.00027121360467604466,9.676739343311702e-05,0.011468587321080602,-0.010737154062918364
Vane position 1+2 (°),0.0027797369745070654,0.0043678610258127085,0.010297546487369722,-0.035966586907407234,-0.004074998061114134,0.042220066514827716,-0.05020105242019251,-0.007313731948608569,0.07474083250364479,0.06307920650837444,-0.2089894208693492,0.09451900513722455,-0.17381403446389215,0.13714714686799417,0.17443537852242996,0.30647929617694086,-0.0783499103849476,-0.19148073369613566,0.0050342356958324175,0.17548316215549925,-0.05833969820402772,0.25699343101216543,-0.20825846779929913,0.2021928672580412,-0.037500603237962116,0.04802395779173514,-0.019402087091424623,-0.027961203595004914,0.003814138915066684,-0.09872699320968917,0.03674685187178,-0.0004693865305556806,-0.0171672045218956,0.05060095619576624,-0.029137616109457753,0.010506518843676621,-0.022480767668093392
Energy Export (kWh),0.12888794507556287,0.0028705366696654714,0.003362198219625654,0.03391422831694162,-0.00023044402157038578,-0.010640467004119959,0.013055073796232514,-0.02053865745902826,0.014204138638428059,0.011372191165075147,-0.01757026481587171,0.013073178103070165,-0.0008997349890188799,-1.0809845997217238e-05,0.03338715159055783,0.00020408412389327085,-0.02607047586152994,-0.009781177113436679,-0.004541024772688834,0.005132026356244823,0.002404154789438895,-0.020901147560048072,0.010490011819934253,-0.024821850838432438,0.017592033269876087,0.0009541408992441332,0.0044727556573618535,0.0039898498372222604,0.01312336029915142,0.003994679530412826,-0.013695719090009467,-0.0008529848952497643,0.016353753150274875,0.026409023765801558,-0.004456157116992293,-0.01110865765086358,0.024122737121282573
Energy Export counter (kWh),0.0028793560981122623,0.012831502677923868,0.02419651049987227,-0.021386214180873116,-0.005895801532518219,-0.11552916229528465,-0.0700924012083443,0.2740724614746134,0.04078689951736675,-0.17978842985833782,-0.10446576877959447,-0.0209155300566431,0.1417540346091854,-0.1961011320838557,-0.01494568870653118,0.07349493652406164,-0.2296220895928076,0.0946452747574774,0.021981458861585212,-0.010161897233249992,0.010494788399465708,0.022797726051956013,-0.010220039160408102,0.06606822858523952,0.06548363958472184,-0.004259080957314754,-0.007927326386921866,0.004879178186436992,-0.0054961365556250585,-0.02300597925762146,-0.09454188424736451,-0.03508275432912486,0.024792837071150542,0.10804200634021138,-0.0011011764782665467,-0.018803221251860076,-0.10081569207353314
Energy Import (kWh),-0.03380550767866382,0.08737988576438904,-0.03260361951173875,0.010141727488832136,-0.0008909784527599308,-0.014546690181604214,0.005461073916990213,-0.015744469084384087,-0.06888946964264711,-0.024075017262643616,0.018908575015555498,0.01998358409918596,-0.042181163361417556,0.04437934296814683,0.17722228394832557,-0.0007356223750620283,-0.04197205362653986,0.1543948611828915,0.016021801817062156,0.08898187393337192,-0.07563449928865096,0.10339821977240499,0.015126205734908804,-0.1170624596601947,0.08084819161636457,-0.0629912644864572,0.036221183272737933,0.020043637710964613,0.08713352106978499,-0.033499685204466056,-0.04786038339889619,0.29831677105220883,0.6439215209755301,-0.2149581827257054,0.2635253223393783,0.1421104989346293,-0.14292149663452205
Energy Import counter (kWh),-0.00011466254559591002,0.001319694166488198,0.0042107436001789355,0.00024420848788897677,-0.0002528904244230671,-0.003485238856936042,0.007611754364884275,0.0024992954422658107,0.009593587327870901,-0.001538996503187102,-0.007974823948505502,-0.001044470373305599,0.008050610053340457,-0.024495531248621354,-0.0062051976571593365,-0.009076172981159508,-0.04465925833817641,0.020349545673445768,-0.0060550431153069545,-0.0190838707417697,0.014565451401366215,0.008959093294439058,0.009690955297327927,-0.07824097271977748,-0.09928885166291401,0.888942522968672,-0.2551315536929262,-0.14148150360906095,-0.10828323974375778,0.257467152816411,0.011358519367934208,0.06451828699316242,0.11045643907125269,-0.0040654269951764105,0.043220041644720514,-0.023022220664493,0.027640871973485
Lost Production (Time-based IEC B.2.2) (kWh),-0.0013475729425092393,0.013260507916560787,-0.0006228800623044086,0.005956730532983389,0.33485401550401894,-0.014536358743240857,0.002380758579152783,0.0019398150597811237,-0.00024979600736035743,0.0028861041279137135,-0.00983432626572069,0.0015633716129458317,0.009188273065529773,-0.0005768822635390108,-0.0042211053584859486,-0.017330086129423515,0.0020278398652521235,-0.03037237907006396,0.12460497700701663,0.033712292372768404,0.1102942135249607,0.009575991210940438,-0.0023396571244380104,-0.005218096660541219,-0.00728829588719293,-0.0016067893617501907,0.0004085403300310823,-0.00039708007611464753,0.0014268551840352361,-0.00160627390135884,-0.0009961119797743528,0.0049227425889056264,0.003514483764228346,-0.0028795692156223032,0.006273545861035901,-0.0006644288329840237,-0.00023381028606050264
Lost Production (Time-based IEC B.2.3) (kWh),-0.0013475729425092393,0.013260507916560785,-0.000622880062304407,0.005956730532983386,0.33485401550401894,-0.014536358743240869,0.0023807585791527906,0.0019398150597811515,-0.00024979600736036714,0.0028861041279136866,-0.009834326265720684,0.0015633716129458373,0.009188273065529384,-0.0005768822635391913,-0.004221105358485994,-0.01733008612942356,0.00202783986525212,-0.030372379070064515,0.12460497700701635,0.033712292372768626,0.1102942135249605,0.009575991210940549,-0.002339657124437719,-0.005218096660541301,-0.007288295887192819,-0.0016067893617499052,0.0004085403300311211,-0.0003970800761145749,0.0014268551840354998,-0.0016062739013587707,-0.0009961119797744986,0.004922742588905904,0.0035144837642282697,-0.002879569215622349,0.006273545861035942,-0.0006644288329844816,-0.00023381028606064835
Lost Production (Time-based IEC B.2.4) (kWh),-0.0013475729425092393,0.013260507916560787,-0.0006228800623044082,0.00595673053298339,0.3348540155040189,-0.014536358743240873,0.0023807585791527793,0.001939815059781173,-0.00024979600736039343,0.002886104127913662,-0.009834326265720684,0.0015633716129458556,0.009188273065529717,-0.0005768822635389692,-0.004221105358485994,-0.0173300861294236,0.002027839865252068,-0.030372379070064348,0.124604977007017,0.03371229237276882,0.11029421352496112,0.009575991210940604,-0.0023396571244376496,-0.005218096660541249,-0.007288295887192667,-0.0016067893617498427,0.0004085403300310437,-0.0003970800761146976,0.0014268551840355692,-0.0016062739013588678,-0.0009961119797744014,0.0049227425889059595,0.0035144837642281657,-0.0028795692156222824,0.006273545861036067,-0.0006644288329841624,-0.0002338102860601765
Lost Production (Production-based IEC B.2.2) (kWh),-0.0013475729425092393,0.013260507916560787,-0.0006228800623044083,0.00595673053298339,0.33485401550401883,-0.014536358743240867,0.002380758579152776,0.001939815059781141,-0.0002497960073603784,0.0028861041279136823,-0.009834326265720691,0.001563371612945841,0.009188273065529606,-0.0005768822635390386,-0.004221105358485966,-0.0173300861294235,0.0020278398652521096,-0.030372379070064237,0.124604977007017,0.03371229237276857,0.11029421352496102,0.00957599121094041,-0.0023396571244376912,-0.005218096660541265,-0.007288295887192819,-0.0016067893617498566,0.0004085403300309819,-0.00039708007611471323,0.0014268551840353298,-0.0016062739013587568,-0.0009961119797742973,0.0049227425889058485,0.00351448376422836,-0.002879569215622574,0.00627354586103579,-0.0006644288329843394,-0.00023381028606020426
Lost Production (Production-based IEC B.2.3) (kWh),-0.0013475729425092393,0.01326050791656079,-0.0006228800623044073,0.005956730532983388,0.3348540155040189,-0.014536358743240869,0.0023807585791527914,0.0019398150597811433,-0.00024979600736038573,0.0028861041279136714,-0.009834326265720695,0.0015633716129458694,0.009188273065529724,-0.0005768822635390004,-0.004221105358485992,-0.017330086129423584,0.002027839865252082,-0.03037237907006418,0.12460497700701711,0.03371229237276864,0.11029421352496083,0.00957599121094066,-0.0023396571244377606,-0.005218096660541337,-0.007288295887192819,-0.0016067893617499468,0.00040854033003108123,-0.0003970800761146616,0.0014268551840354304,-0.0016062739013588678,-0.0009961119797743598,0.004922742588905821,0.003514483764228332,-0.0028795692156223275,0.006273545861035942,-0.0006644288329841486,-0.0002338102860602459
Energy Budget - Default (kWh),0.025487896690685997,-0.11328257422473798,-0.15173410711556717,-0.020385605978711942,0.009026759579513316,0.0658272466578273,0.0034054170132221603,0.05301757225175638,0.0847231613979681,-0.022323167872673366,0.09122289310608847,0.0010356657502466305,-0.01147385417632894,0.02021328137158195,0.04467668840390589,-0.09045452341504394,-0.09255218804755716,-0.15464719545205877,0.09574978178504016,-0.08893494293155846,-0.14545988343123026,0.04931564121025245,0.05422685512556563,0.01239636336146675,-0.17388401076105992,-0.0006985578552877736,0.014354234363411652,-0.009716487098359122,0.023982804533023136,-0.01792021072211277,-0.03666961482059504,0.015298650360460658,0.046888939150362186,-0.0548201839779775,0.027984967468041577,0.15947073974800002,-0.026384610188664587
Energy Theoretical (kWh),0.1301663499275424,-0.0005162603243809591,0.008435270100434294,0.05112395653061277,-0.0009653061334540283,-0.031811602690310414,0.0314715214105291,-0.024203011557025388,0.0025591953837876937,0.0027514279237541342,0.032620015365110264,0.00059752427519474,0.0039424253087598435,-0.005409421242880064,0.02797105004197301,-0.006517308731370105,-0.01909458626109621,-0.00465655072177873,0.0017598200406764714,0.020699934640008813,-0.009455756894929567,0.003345329891155581,-0.013620309896677013,0.011083868303673524,0.008880493770996893,0.004266926964458555,0.002461746950369082,0.0006378886651680488,0.009461660106796879,-0.0022751812214902543,-0.006368778764356457,-0.01958099227700889,0.007777487208148019,0.02014121705594664,0.022470771423417926,-0.04705937050377296,0.031792059574640416
Lost Production to Performance (kWh),-0.025067433985780423,-0.02151210515377255,0.026960864075423398,0.10774232425641013,-0.0029767689105739243,-0.12898333440876075,0.12014240324699006,-0.03046495497291288,-0.08733375327779354,-0.048184776992660806,0.27949010697045945,-0.08112916364735681,0.04647338321214554,-0.041612548535572294,-0.03174474815816915,-0.07981472774297715,0.01475296366064028,0.03295382761674375,0.0181451859650502,0.10702573143353723,-0.06770636077280863,0.14616187977150275,-0.1739866149068642,0.22190820650370124,-0.07322099277950526,0.023099565049457094,-0.017708198730663087,-0.02281242720274771,-0.024340152251184993,-0.05700285302336425,0.05975916115569013,-0.07583630129546798,-0.05685782728007019,0.016088701819900693,0.08849920947549578,-0.1994226365124396,0.06663459104634317
Lost Production Total (kWh),-0.025067433985780423,-0.02151210515377255,0.026960864075423398,0.10774232425641012,-0.002976768910573935,-0.12898333440876084,0.12014240324699005,-0.030464954972912885,-0.08733375327779355,-0.04818477699266079,0.2794901069704594,-0.0811291636473568,0.04647338321214553,-0.04161254853557233,-0.03174474815816912,-0.0798147277429771,0.01475296366064023,0.0329538276167438,0.01814518596505011,0.10702573143353732,-0.0677063607728087,0.14616187977150283,-0.17398661490686432,0.22190820650370127,-0.07322099277950532,0.023099565049457066,-0.01770819873066308,-0.022812427202747745,-0.024340152251184966,-0.0570028530233643,0.059759161155690105,-0.07583630129546787,-0.056857827280070154,0.016088701819900825,0.08849920947549554,-0.19942263651243936,0.06663459104634303
