,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38
Potential power secondary reference turbines (kW),0.0999478016334837,0.025832129318363147,-0.011814814926542665,-0.05173311555445184,-0.009512560039620989,-0.09898662401608709,-0.020081830775456,-0.020181291564613322,0.005333910998084732,0.03895183794431867,-0.025196931096598065,-0.0030072695433550935,0.05257906831997438,0.02321446365024699,-0.0010800286320380163,-0.09026421645994968,-0.005904905085050506,0.0316054872302693,-0.029406507584388307,-0.03575642004948128,0.032404183676955904,0.05787308691160964,0.010299704714497527,-0.11568211534417625,0.06211434022803709,-0.057264235885048934,-0.00883013924273394,0.04724168686262677,0.024953977762506782,-0.039143421649341176,-0.03073468100977677,-0.01053367397166925,0.09271057990629208,-0.0017057565990594437,0.12125704484950563,0.021887120389465053,-0.029115202892219458,-0.1791727040240943
Turbine Power setpoint (kW),0.1251503153133058,0.014229801158629402,-0.011947312076720833,-0.014385238602567721,-0.002172871222322267,-0.020736996626276618,0.005618637395717387,-0.022419983883982707,0.024256840027026216,0.010753013639642565,-0.03503157287277986,0.03150317035218525,0.010823224792761925,0.02611620361348677,0.05052112275736845,-0.04021155632104271,-0.005661217257611791,0.01792360790314338,-0.04963903665161246,0.03426943473111057,0.028596799038123073,-0.05130258801421553,-0.015844556293753004,-0.07624689671373344,0.007978841133747212,0.005529921852508848,-0.0019204510570850347,-0.012816068187104419,0.01166814664615973,0.06369137525655622,0.021020929627355397,-0.015666833140923146,-0.07319621297199636,0.12943883339594542,-0.004855707802001105,0.035702315220859766,-0.08705620163525458,-0.05223181459727835
Potential power MPC (kW),0.1300301141919548,0.0014497601578347735,0.00477451249060239,0.04204928698420675,0.003819117458505818,0.02348182585776256,-0.04199558151334368,-0.016590339910170324,0.006263098073288307,-0.007545962818755453,0.02471280413524294,0.0029977070251229854,0.002929536159495087,0.012046270997417941,0.02823061008823118,0.006563281342126075,0.00044903459777904204,-0.011460098976592217,0.003618877929519025,0.020318638761890682,-0.005169346476448414,-0.0030488044138771695,-0.0035649092587661576,-0.012629041606282277,0.01793242542077933,-0.00041111800641011054,-0.002283970140925651,0.004282787879523617,0.008247634703405164,0.007759171225646622,0.006282418362886918,7.827116380304316e-05,-0.026446149262551368,-0.01629709785046772,-0.0006158201342390483,-0.017825651679724153,0.04398436544659604,0.04800563370381525
Available Capacity for Production (kW),-0.0004810753223891932,-0.0006169509068166182,-0.000536482302769528,0.0014031162246552753,-0.018786189707883563,0.00585028800743645,0.003796080522555598,0.003681562393225613,-0.004756814514715892,0.0031145820416391746,-0.000904372543678396,-0.0021473861762168187,0.007913015774711204,-0.014672784159253648,0.015181509963338249,-0.0815500214117977,0.6741055678190362,-0.020299472359051614,0.0071475445362687295,0.0015820581878399041,0.004608338611608106,-0.001841842302572897,-0.008761321577402165,0.006997473185344924,-0.001963287025726554,0.0004902251954147993,0.0014216818328820664,-0.0014295255720278982,0.03034670318136213,-0.015133709557832074,-0.03781146801557498,-0.18334875725720445,-0.003363515083274574,-0.007017900161205952,-0.03192373740732318,0.003837790051116237,0.0004455558686743827,-0.0005653305464467934
Power factor (cosphi),-0.06654056570826633,0.1065216770366074,-0.10477825354930621,-0.04305498907652125,-0.010029874208228654,-0.040951372452446844,0.056543652370853945,-0.02468030590942151,0.01567447540692604,0.03141124122132822,-0.04211383091093744,0.05052831744250388,0.051183844489627275,0.06793554091848412,0.13476433835594823,-0.06533060079185617,-0.005700144738628583,0.1580562361653044,-0.13458005734298667,0.18722665861350596,0.0054050588605899326,-0.11015992573250076,-0.0009032204357761046,-0.15368920500135444,0.023937672394822654,0.02566256745632508,-0.004860364130528759,0.0012713684563024092,-0.010165596964635492,0.06330932350319772,-0.041818583181476424,0.008928486635538763,-0.17140765755070944,0.11295842306516522,-0.1042297787902414,0.0911418068427003,-0.05581878666027859,0.01417076093371554
"Power factor (cosphi), Max",-0.04998839441768995,0.12489162154576185,-0.08335901901299297,-0.04491964959933485,0.003366670120269808,-0.026030595105561515,0.09037938972210825,-0.025875878687885063,0.013153290067522538,-0.0005585350131349746,0.02153513407747354,0.013490189378071223,0.02330458367317031,0.06948687988355284,0.15604009160314,0.025849790331231547,0.0052959294263160706,0.10660632063822147,-0.10343795486351631,0.293661360538855,-0.04109769966937321,-0.19429101640334648,-0.028776246828263824,0.030537534532593662,-0.06852749127579577,0.03955499810943075,0.034670584447935124,-0.006806631828842696,0.00931876010652016,-0.09558568558132241,-0.029912791745944637,0.06329043834247287,-0.008528237593275645,0.06343574505510345,-0.22442520393131926,0.03548150091532702,0.017679223801433774,0.016127251198524817
"Power factor (cosphi), Min",-0.0637271425793717,0.01982993794814894,-0.09036690953277572,0.005627524602974589,-0.010462563395446992,-0.023542561878211885,-0.03803794150389496,-0.008941976238122352,0.004653058979829828,0.061955733442833213,-0.11224254373313106,0.0691784868877279,0.05117127522078347,0.03732393863341229,0.0557914984930769,-0.1424479162516755,-0.01333646415949345,0.16874595677810283,-0.13710153862854263,-0.005260697550257052,0.07314814564390602,0.021284537526057204,0.02936840405125587,-0.3206756012789286,0.09919620900263629,-0.0020828560535818726,-0.024349437767967143,0.017418697742488908,-0.03240623847454781,0.2254480909919484,-0.05073367315044486,-0.03654559612253265,-0.304411494946789,0.18246753427709167,0.06514733242103656,0.12362523656434066,-0.11010570521589001,0.030504266365256688
"Power factor (cosphi), Standard deviation",-0.042522712239115315,0.12792078824661585,-0.07380083950462261,-0.04732269682113611,0.0014732486665122958,-0.022807688900044275,0.10081543469684294,-0.02627150508657725,0.013384228292445559,-0.010043400869143532,0.03905083103390061,0.00765469305206785,0.015396985392972346,0.06689989843441574,0.15689590441806006,0.04906319705131582,0.0072565925503529066,0.08886428655760241,-0.09193798867475603,0.31091603556592073,-0.05397879014162689,-0.20659845198206195,-0.036509015208653905,0.07351593893972933,-0.08261858882481435,0.047008871381116375,0.030344061320536103,-0.013430579799779834,0.013174335284120209,-0.12477579290096799,-0.026842998899561057,0.06890721903408756,0.01977635705456253,0.04723520996964114,-0.2458212066606431,0.028639388474334296,0.027547779085627788,0.005525571073012922
Reactive power (kvar),-0.1278521639030476,-0.012546262144968788,0.008449065703727143,0.014999310463959878,0.002229560921498138,0.024362787055667908,-0.00012398343391428887,0.025478919624622228,-0.008305894930804695,-0.023697760124843658,0.03050815116532253,-0.018522903304291006,-0.016044805296641672,-0.02451288004227975,-0.04196263816325751,0.04389495937741035,0.005939063929535738,-0.01347302423465213,0.03188115069264328,-0.01751655044685515,-0.020921289469149656,0.023361771494320047,0.005142284985108363,0.06696616204130663,-0.013722502804880517,-0.0008806693969456297,0.002477867315438864,0.008363818858887075,-0.0058458953242314406,-0.05827667387861725,-0.012776852185592422,0.012279876290628147,0.06152028857530427,-0.09456446623792243,0.0038466065781169803,-0.023804653128095855,0.08451273533293518,0.05373739405600383
"Reactive power, Max (kvar)",-0.12573114391137225,0.005344017024643941,0.013652453251151574,0.0017119840140083335,0.0009730490395515878,0.021717380295699043,0.02479473157086137,0.025607196356481777,0.0016531104834945928,-0.0354352633828245,0.04920526728408213,-0.015273616352593302,-0.01645412193999818,-0.02816346349569867,-0.05173191657208845,0.03813748943159227,0.005592500768890748,-0.03230547380019573,0.04842458855807459,-0.022181665481765388,-0.026661568813345658,0.023160629491176133,0.000555611482710187,0.06900573322106694,-0.018638342962576337,0.0044347521176461985,0.00710702919159658,0.006966116783850958,-0.0045136282106294084,-0.031141083972554624,-0.007234510025168228,0.008277472695562282,0.041294051301273005,-0.06636414575393583,0.0004321671147312148,-0.010025680496160556,0.09032770759680064,0.07873327220434785
"Reactive power, Min (kvar)",-0.12656510096032278,-0.027305551702463612,0.0031254373596422344,0.026969518264666623,0.0032579291624939,0.027021953407930555,-0.023714719890280254,0.024214197551195537,-0.018095169146001927,-0.011113752500192482,0.013825854426636251,-0.020732336274050182,-0.01533364429633886,-0.020789173546475553,-0.030781646590197314,0.04695125418650232,0.005999912555124881,0.003016511668138191,0.016419146519246884,-0.01399393878708501,-0.01600129894213509,0.023639520371356637,0.009942343926208571,0.06469057559054057,-0.007928723065951925,-0.005660396205810422,-0.0013050215711002226,0.011533201838545344,-0.0066841191168668865,-0.07784781251929654,-0.015969196947391497,0.015163494682453715,0.07446973220172926,-0.11679351307696201,0.007686022848149534,-0.03606777962469383,0.07768497114175922,0.029047395026784283
"Reactive power, Standard deviation (kvar)",0.08406730994290657,0.08159754949558291,0.020579046562137056,-0.06802260617538398,-0.0065461630704815,-0.026763837919311837,0.11424015187740418,-0.014302114684251395,0.04903124544082301,-0.044705340330691415,0.06481075871374417,0.02822918900493927,0.004172941563917044,-0.001698040001428462,-0.019106206679368215,-0.043826549217063276,-0.004832379253886828,-0.07406645849353032,0.05199956620902562,-0.0055637049693992415,-0.008581248696515387,-0.019075814584192472,-0.02873286570758779,-0.0365844606196046,-0.019019285154212317,0.03157049484036857,0.012241130769779616,-0.02584408465938624,0.004628148932985668,0.16311115883315622,0.02459348185953173,-0.026474910763538466,-0.13680809877571629,0.1993243447910622,-0.023499719959433278,0.0832573782935962,-0.02287143030092352,0.09481796066311084
Front bearing temperature (°C),0.08909492816958203,-0.05961324759328545,0.1461317779627425,-0.04445265496092361,0.003047146006669481,-0.014401059851795106,0.00225727408765125,-0.0027421006348918144,-0.11291806164575885,0.10282120638397416,0.03979779248913662,0.007104938594177567,0.0907069240140389,0.0070960307096729,-0.060273806959383454,0.021717093445211746,0.0034999538298712296,0.025508606127872084,0.0015909836729875878,0.03894604842807309,-0.02101653547092921,-0.027252565143107824,0.0021417314923081656,0.013421302992542959,-0.010857403408697616,0.009562206070097138,0.004932120851217946,0.020115866150119788,-0.02986871661922572,-0.04737183048812134,-0.08669762530789085,0.02059062226402491,0.017826091120187047,-0.017464779220689453,-0.008670557498806956,0.06356872859975699,-0.01329827799499742,-0.00023571533236167036
Rear bearing temperature (°C),0.06273070828285127,-0.04502056958428365,0.1837774487427207,-0.0634074820675615,0.003041876642536318,-0.0101726705480626,-0.0071238651695272465,0.006847304868580712,-0.14861989222106708,0.11688100960615966,0.06601531246118049,0.036530110832870444,0.07711712365853697,0.002731308745131901,-0.0604693612366902,0.031947129541344516,0.006047729475001191,0.041216101306816987,-0.01923516070480808,0.06271176386241725,-0.02626830667577528,-0.031402455811322824,0.0036733834906617436,0.024087274589327058,-0.009435366896835582,0.0209287178941257,-0.0008997067133706535,0.01440871551934328,-0.028576466326653054,-0.03522094262517968,-0.0742385374885382,0.016281302721161274,-0.02437773197056687,-0.03761744062808565,0.022497742961420528,0.06795642980027974,-0.010515450472067488,-0.009791475998782575
Stator temperature 1 (°C),0.06040793653850171,0.0830351267678854,0.025334842991256237,0.01494516471853947,-0.0014922245907396667,0.04511218324178692,-0.0705424434042802,-0.0005768217615712602,-0.09847100216966687,0.0793740827805581,0.012097342793201309,-0.0010356373499455533,-0.0729665282106244,0.02015602474948528,0.16960479811711798,-0.2081580643449923,-0.030283332807573882,0.0007514015732521163,0.13197003625503223,-0.1102665773256609,-0.06063829986007455,0.17036649837168108,0.02574725387889902,0.024590187895243486,0.01874198859085503,-0.002001505470625692,0.034443402804116896,0.04235238208642918,-0.020035785464482092,0.052410583187970775,-0.1561301943899278,0.02418219593619713,0.09646764164723087,0.14694587953666757,-0.13678914539924256,-0.08463471489328456,-0.04446315667761898,-0.0008834396724347673
Nacelle ambient temperature (°C),-0.020141873973646987,0.1824579181736711,0.13232287526426612,0.005301042025203187,0.0023519675754564164,0.05887316008417665,-0.05924553757392695,-0.02439160172228661,0.08109764756407659,-0.03984728530274216,-0.07898029416374733,-0.018054907943022957,0.06801185067337448,0.02140007219526636,-0.0338321422826484,0.05060550001622978,0.007327850731707506,-0.0164015458514121,-0.0023583847955458074,0.02367980555440723,-0.02157711179071991,-0.023074604630990876,0.002955057949526555,-0.016701744397973693,-0.05320689889340937,0.011652667085398957,-0.00527736054330245,-0.031850190602030704,-0.021250483459649933,-0.007773020939412139,0.04657999733489929,-0.011756979819044295,-0.03117851900846499,-0.014306600048753147,0.051235282675722166,0.06916975289185098,-0.007672308899823753,0.010715078206945564
Nacelle temperature (°C),-0.06843511110152913,0.12604109615208753,0.14607940690433727,-0.023337972290321037,0.0018190979717664462,0.05787992912185688,-0.04693573155344878,-0.006553270941170908,-0.0033875628907506046,0.011075130508082974,-0.028902741313371682,0.004092960157500052,-0.03532493679150441,-0.006620991147854038,-0.03170829429661488,-0.033742682742801615,-0.0027729992863823796,-0.11119631367893247,-0.09609636326455318,0.09590721204078029,-0.00015524024151400157,0.004385138796508049,0.010673518748639725,0.03152609796387337,-0.007743693320436321,0.005518238719971882,-0.0028988850228030237,-0.012450349644119863,-0.01257792358729435,-0.009563350674216063,0.03590356523290027,-0.008889606397945764,-0.054587863835735356,-0.0570440682111924,0.07828899088213309,0.06185965239248381,-0.0067031309825853844,-0.007254789252903356
Transformer temperature (°C),0.1005292872211579,0.09144966459804894,0.019387946958251245,0.04455395316163603,0.0014227564668674293,0.031056451847558217,-0.010761751806924087,-0.034114788528547636,0.06481209071518679,0.0015061839576151431,-0.07714781381204766,-0.04016530518788209,0.12712226380394767,0.013739987243146495,-0.05170515193669278,-0.026582096333098052,-0.004348278570180757,-0.003987879803030841,0.05340155559688536,-0.04472780789778824,-0.051899496318075555,0.055661487245976984,0.03249879215007254,-0.042309978757813164,-0.04917924934441334,-0.003418344971900189,0.02124851178540536,0.017353902137033687,-0.060499233773311664,-0.058317498420548154,-0.14113076861013127,0.02492443693532844,0.11266111558484415,0.09202739592840256,-0.06410217869121812,0.07283610846431403,-0.03944716075857173,-0.04439762527561229
Gear oil inlet temperature (°C),-0.09446896721740212,-0.007274474083475306,0.08149840525319961,-0.05785625642901727,-0.0018052385956844794,-0.006857300980008061,0.012160497426011892,0.024561718016381063,-0.12899164741478047,0.1023163809299467,0.0699386357116032,-0.012708561019875582,0.11756264095335761,-0.004695145928506128,-0.11569129312001665,-0.0407736319064607,-0.00339767534901782,0.05194248406319358,0.04540860556123223,0.03973542174373925,-0.07951763496686697,-0.054721554757559125,0.001641746336249448,0.013995841218316298,0.007387346171620183,0.027190306614385235,0.0035993428773605602,0.03231269991987623,-0.02896216814996392,-0.0143200816407636,-0.0809949346565098,0.012579974797814406,-0.027583042117415902,-0.015564260023272394,0.043853816177920724,0.12645233372314996,-0.06231441333243505,-0.019051142541247287
Generator bearing rear temperature (°C),-0.026314317072857123,0.14097340103240094,0.1424032557479358,-0.022229083566838965,-0.0007192607574601306,0.0507635228434364,-0.08796960593442876,0.018571632895397906,-0.04133984837798596,0.008507737212587163,-0.018439474489180437,0.005674809170984495,-0.07444828971259183,0.02068734980629264,0.16764219925720086,-0.1448532881050509,-0.023248560817117833,0.015346236869171569,0.11964410208837817,-0.07440506269713816,-0.03016086206410882,0.053912409172451894,0.014755953267020058,-0.0210193835016342,-0.06907930650027602,0.001327621009949126,0.0247895197313815,0.0038847708263530407,-0.06486203662658842,-0.03145799439118126,-0.14926478894849157,0.023125837300433518,0.13778086627123604,0.11323204376824128,-0.09307518021977065,-0.025802718680046622,-0.022292154565573756,0.03502072434370823
Generator bearing front temperature (°C),-0.06200379023622703,0.030402980806302497,0.14643322352295737,-0.05681420876598752,0.0019436535833432754,0.035042623452153546,-0.06188599512188143,0.04662754439629002,-0.10703773495252088,0.017992292480157015,0.04023029333238965,0.07658073975094469,-0.20636584785349735,0.00274612632489791,0.19470667821428275,-0.12421209692018917,-0.019626195322038156,-0.042551985026097236,-0.031299635589297756,-0.015025768749595141,0.088449997345006,-0.005913654016386358,-0.04352706313095653,0.03978222209048322,0.1007228878484631,-0.01932684518329412,-0.002176079515048588,0.027295665228468276,0.050619215411977406,0.018943826076648962,0.09405420653265227,0.0012484990080744267,-0.049886816445556564,-0.07806601943105834,-0.06391247084603922,-0.048902704360664045,0.030321517261016537,-0.03318364325465138
Gear oil temperature (°C),-0.04518498553043564,-0.02019154968618648,0.164894541587413,-0.07672189755933524,0.0002238953270929226,-0.004843568376118934,0.0009741617876660278,0.00943568640907515,-0.18925084961021704,0.1584979849526994,0.09349367735783798,0.026730166713925595,0.1181057506511071,0.006591157085162882,-0.07926454471401569,0.017793294421290923,0.00544640031728457,0.08624147218927453,-0.005037544473145274,0.067077741605,-0.06627784553390613,0.015543768856589472,0.025025621261179982,0.022292722287919307,0.003302075183126422,0.030410967361143883,0.003597253204382471,0.030795819189028767,-0.033610048432761344,0.00037673272858895074,-0.0948764996370517,0.013006826437653916,-0.06626199243581996,-0.020551918770882787,0.027468853418548735,0.027296937599954968,-0.03768462565830212,-0.027648535299834347
Temp. top box (°C),-0.06291507981519642,0.11277830767788051,0.1481020164024988,-0.026371940942494405,0.0019827700893601595,0.05557107296807637,-0.062120106958768136,0.0034794643602817123,-0.005554040486703762,-0.01315594923953868,-0.007310781580157723,0.020550195518268744,-0.07838441267889622,0.01521216782738042,0.09080097783589515,-0.010114089075345462,5.5868484710111174e-05,-0.029626821497831555,-0.0252697626208991,0.0173393187114331,-0.01037792814556301,-0.038845714995949195,-0.011851777243152657,-0.01884497910221121,-0.054574841916202904,0.016420428624680655,-0.020563316450149017,-0.052195421238142095,0.050218316411680994,0.011397387140337063,0.12472686463881476,-0.04548537160899032,-0.1018646643862154,-0.02908948382734486,0.2519659315546606,0.07217933067369421,0.03108298664821845,-0.01648809631127895
Hub temperature (°C),-0.02776038294905117,0.16685737235714931,0.12462393420804581,0.04265487003191882,0.003245247578546512,0.05373721181928251,-0.1076586338912201,-0.030918356482001027,0.08358206460856107,-0.017393362150993057,-0.11790295739949298,-0.01705443357332552,0.07462143778764707,0.015449162788049583,-0.055275770487978465,0.07035562326378855,0.01262651645335348,0.03182983152404524,-0.03051608480311143,-0.031879543102434606,0.02155679264996473,0.004939512281380606,-0.011877355863257829,-0.041434319059383475,0.0015336323797730603,-0.008519985550245704,-0.006781943715753918,-0.005317911826674002,-0.011487905245666825,-0.006676776746457485,0.0342141924656333,-0.007829118557673261,-0.03867302637995842,-0.025843239927046773,0.027239552376139835,0.02139695654759141,-0.012156612136780834,-0.006484008326203836
Ambient temperature (converter) (°C),-0.010913966154812962,0.18590444974061016,0.12874097983219282,0.001707230890230278,0.0016621303767351497,0.06060585476193881,-0.04195570467778214,-0.03987795339042733,0.09183321016583455,-0.03883320663630701,-0.06987909492999429,-0.024449241768917912,0.07396834620060488,0.021266754763523334,-0.03174826947445541,0.03295218235709386,0.005380763028774909,-0.026024281806454712,0.019946527754952915,0.018200949468596964,-0.03711327074967872,-0.010973637446730022,0.01705322138533935,-0.020779624201061893,-0.07590915937307897,0.013532410771301392,-0.00012998044618070352,-0.03451096575932347,-0.031221162846049234,-0.018482793401986095,0.02111730031282643,-0.01235115407237888,-0.012142801893069887,0.015469282174551431,0.07599066581443398,0.0959673979799893,-0.01906624968759639,0.017247259910981094
Rotor bearing temp (°C),0.01460852952317803,0.1484285025618247,0.1581252684460791,0.03528300758939735,0.004625601492886133,0.05827297725110245,-0.06202787219714466,-0.0735577803619224,0.07715017133099589,0.021733982935295344,-0.08732157102878528,-0.001345680993924821,0.08665274832121829,-0.0018218105882535668,-0.085289385550806,0.050379504828864365,0.010326509352047274,0.06096721264816557,-0.03754743911721512,-0.018444291580149038,0.007709456019688253,0.010658334165543466,-0.003806267470163084,-0.0627695672015329,-0.03453745800096298,-0.0014578368285196562,-0.005340536703766326,-0.01546076599637462,-0.01880551208611923,-0.028700423460689194,0.010300251808626263,0.0022052218217911224,-0.019967307445218657,-0.024981849583743988,-0.003289216274064914,0.07030108093522304,-0.028873005876853194,-0.01739340451236819
Transformer cell temperature (°C),0.001977238391895355,0.18670523303778758,0.13023447525770568,0.010020465481788953,0.0016367252004067315,0.05717801569383656,-0.05403478693608108,-0.015114474877181322,0.08684350254028948,-0.043758378389533184,-0.0967559049492788,-0.02617634644067439,0.10416335561236488,0.02774291148296396,-0.04011493734058248,0.042698989748249,0.006035055318216171,-0.021174713835985147,0.007185527555001173,-0.004901314556468318,-0.025594781691737685,-0.00833652026394337,0.011324224037612405,-0.02810944856715387,-0.05562876255094393,0.007866260158901375,0.0004555313091780394,-0.022882641957376736,-0.03007143795749876,-0.020696625973540318,0.013351013020956953,-0.004820708756283438,-0.006303976533079737,0.011403760056800506,0.02715744014049971,0.08217903025550698,-0.0011917896154976446,-0.009176484346009685
"Front bearing temperature, Max (°C)",0.08883220385161245,-0.054054213929407506,0.1524108147702561,-0.058439055876524953,0.0024099231725718383,-0.02278332243485607,0.025603435618372937,-0.0012269818123258737,-0.09330123708716401,0.07192994149388247,0.049409903647436214,0.021423264896195133,0.06706476646239534,0.006596551532476327,-0.03605397198725414,0.06172508470026802,0.009109717436145045,0.038824374251398897,-0.014519961390003253,0.03488478604711513,-0.01181658750169665,0.00497208876221885,0.010506298349403644,0.010948153649541001,-0.017526774511036822,0.012595640219911369,0.00524212567683106,0.019387674264490003,-0.047940767030417115,-0.050720960196004305,-0.12122491789609993,0.023793484226817155,-0.0020364869913239605,-0.025912690717862227,0.00020474412579206056,0.045371196330934976,-0.01647693819794083,-0.016653101383759798
"Front bearing temperature, Min (°C)",0.08673232903251964,-0.06506458975117425,0.13428257255145953,-0.02805267241748706,0.0036346306113103134,-0.00553515865115259,-0.023116000997542584,-0.004861742988204351,-0.1304998291995135,0.13444604823234588,0.026362948543536234,-0.009317708535898148,0.11388701885620743,0.008309039896200502,-0.08393232379854974,-0.025905749237949624,-0.0029714806713498215,0.01052774490354155,0.015371818078868778,0.04450835736525274,-0.02930726962887817,-0.059982566238497084,-0.004597000357745698,0.015029720481434364,-0.0017030069846948677,0.005324334020809642,0.003318357510754198,0.019490656554830114,-0.009291652228515697,-0.04161369900900745,-0.045017048218261475,0.017292611510423182,0.04178154033393614,-0.011383899181102435,-0.024546007794971528,0.07734818692579618,-0.00804685049544094,0.015289625092704224
"Front bearing temperature, Standard deviation (°C)",0.01826766594060224,0.0202929533343811,0.07491170326621933,-0.09210767404956295,-0.003033650841361867,-0.05046615099391789,0.14178460659123668,0.011352406103460846,0.08869796106898867,-0.16593895788421814,0.07371885340149378,0.09287114880308803,-0.12784017154084612,-0.004742569646040201,0.134310890595213,0.2693199091494609,0.03747813299962349,0.09294733699679938,-0.09286028498429509,-0.024272376216300774,0.04672920339550348,0.20255994370319447,0.048497140284029544,-0.006784952207529359,-0.05083097243500196,0.02914554795597954,0.005698705270976628,0.004561494290400307,-0.12735129867664094,-0.03208578079321325,-0.2592303304082673,0.02437453535237032,-0.138914557754507,-0.044456787940203114,0.07143703954124092,-0.08956165984358552,-0.03175537141347318,-0.10081134421937084
"Rear bearing temperature, Max (°C)",0.0647686094604627,-0.036424687383108986,0.18636276385702938,-0.08262178339504389,0.0017936387197486064,-0.023178402857678252,0.02918912831842476,0.008118521823086538,-0.1156892704234162,0.07009977813839192,0.07829162134006568,0.05392078802830239,0.04617984535469834,0.0008207450640294165,-0.032082705173682266,0.07706316742728073,0.012126050206558223,0.051369621461101515,-0.034843739873391046,0.051158322164060084,-0.013687919812374928,0.010729076885152393,0.013095090653290758,0.019420853181445732,-0.0173235779930321,0.022388362061453594,0.0009429812810767164,0.014949863401109428,-0.04988241182133757,-0.03867078617406508,-0.11623918398037006,0.020223211808182033,-0.04676032000090675,-0.040070344559875105,0.028668937035055134,0.0449703346936014,-0.01497299305481586,-0.02402150329244027
"Rear bearing temperature, Min (°C)",0.055544041130783324,-0.053746466107974504,0.1689340056629242,-0.03759204039588359,0.004193349064645671,0.0044148267184055245,-0.04961417034659721,0.003433650754481231,-0.1790768283420088,0.16809784529176228,0.04428993084658143,0.010739057261836252,0.11126685312399294,0.006050085104211834,-0.0911607824910337,-0.030362079784789407,-0.0025199792626848204,0.026049780560557203,-0.0035343226715926213,0.07592638453476666,-0.03866773616747808,-0.07799331840486873,-0.004790223459617028,0.0280232061787348,0.0035603448846955998,0.015905532763479474,-0.006419493582430287,0.010667918921067401,-0.0010263280486065632,-0.029013511594372092,-0.01717005723584931,0.011136862806235277,0.011307628725629628,-0.03679039662442698,0.003945309391615944,0.0834069668747213,-0.0031704570255315194,0.008415481017901539
"Rear bearing temperature, Standard deviation (°C)",0.03370432641846486,0.01779298364108468,0.08895368254265643,-0.10481628599089106,-0.0037351803199933125,-0.05574254965300976,0.15284061228289342,0.01228829725312683,0.07906742070518875,-0.1593098219610241,0.08718600055533983,0.09843294927948107,-0.11162884692369016,-0.010693337969054738,0.10307890575423018,0.2337335036610665,0.03243011816970543,0.06956728137034897,-0.07425057032089445,-0.032813011198633196,0.04138294737591717,0.185043953263308,0.04071344236508668,-0.006510272585569951,-0.04656827335884034,0.024971398508741832,0.012948344765086089,0.012690425173441482,-0.11658759255153966,-0.027832147246964867,-0.24147444223528763,0.025368071693520122,-0.1372215763116531,-0.019228148986225907,0.05483168705254112,-0.06343766270015844,-0.03065730306334746,-0.0736124806261299
Temperature motor axis 1 (°C),0.03795906514195153,0.1893308485235956,-0.07686899084175665,0.053235553977432924,-0.0031355913541843868,0.025725164303810534,-0.020353535041598987,-0.06121472739103111,0.06598545365643788,0.014954871586100532,-0.05993018206863148,-0.07863804766725592,0.09882647057328915,0.03762325390085738,0.018627147712276314,-0.005536381096162284,-0.00039693804190184517,-0.00022464012490449757,0.08060834127275499,0.01895011728765086,-0.097451610378673,0.10653895972529659,0.040136334317549,0.07022700529091568,-0.015860883710089358,0.006430888217572234,0.01655067727577221,0.026752372776431062,-0.048125277039578064,-0.031815359470291675,-0.07707248315309177,0.002301075866008591,0.04652071223870986,-0.011391239473734851,0.06310807126080903,0.014154463212629578,0.02522400246805006,0.049290345632736404
Temperature motor axis 2 (°C),0.037463305151530436,0.19004803426330266,-0.07981189292703744,0.05225050312350114,-0.0032894151792586994,0.025335612313559238,-0.020589522939387175,-0.061067875375734736,0.06403460859953376,0.015622298412833083,-0.058198918658855965,-0.07697572848143414,0.09474694888055439,0.038691998081725604,0.02296050524551821,-0.006183389770867348,-0.0007150710809569246,-0.0011790383220729504,0.08017169691119935,0.02036136693277885,-0.09624001660828595,0.10714682494707536,0.03913843393496455,0.07154607431567454,-0.01316044106251972,0.0069900457265416605,0.016153082619813342,0.026453336243788844,-0.04536252034506756,-0.028794938381361556,-0.07106966723592305,0.0018278536406862791,0.040120935869823994,-0.014662211878309505,0.06199069284716998,0.011397938446981417,0.026949827986841323,0.05038665913062196
Temperature motor axis 3 (°C),0.03966057717909845,0.18851748395242104,-0.07665025741608737,0.05331132045818168,-0.0031248676216919517,0.02661229298045697,-0.020258268570011735,-0.06028987674037683,0.06467387197945898,0.015473704372853118,-0.05926936319909707,-0.07836968628080755,0.09964273401960755,0.03738431699801075,0.017687855342317038,-0.007458411643232481,-0.0007352035247381828,-0.00030252276017244653,0.08193712017505139,0.016143897024594667,-0.09810502186223344,0.10994186022858954,0.040349983812117664,0.06567408700089819,-0.016534386956420274,0.006099995671834904,0.017121725047272617,0.027113448944105542,-0.04880472566995654,-0.032176566635328765,-0.08193359389748811,0.003293840801341725,0.04857854577979848,-0.00534834110151813,0.05836298183595505,0.013818335771828739,0.02460922402662326,0.046494928380977255
