,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38
"Wind speed Sensor 2, Standard deviation (m/s)",0.07752025303671267,0.10243808963049601,0.02076866485007982,-0.11684874803091334,-0.009470263520551025,-0.08598701927002414,0.14111287401773326,-0.019374705973300682,0.03065282685705706,-0.045307332840376635,0.05860355463677204,-0.008195203275179752,0.03977592424768043,0.014175074843350136,-0.011205594042989903,-0.07379671436847601,-0.009952085616400992,-0.048426771267672974,0.028528222768748314,-0.006804615647533235,0.0033539938229466687,-0.013585592055860601,-0.022721283694390082,0.008123907694993215,0.04923013246422825,-0.03646629083410873,-0.007121389200083711,0.015674643597948658,0.03971321539956016,-0.06950554771747247,0.08953401915524888,-0.0029300052816245495,0.04213782263965985,-0.06640660905896437,-0.004304036709637853,-0.01782655982743658,-0.0500997464936602,-0.052710144130219294
"Wind speed Sensor 2, Minimum (m/s)",0.10984254445782614,-0.07062552405681545,0.04336356095573402,0.07011548971251326,0.008164692941952212,0.0496631887843918,-0.09106034268342822,-0.0005078435442367676,-0.008765187614440614,0.002757730358001434,0.005512889763893941,0.008509533789943308,-0.023552725352466674,-0.0032855345730280483,0.01305141586720085,0.057481002807836995,0.0061751690408687054,-0.009602920157140288,-0.013388730951322668,0.0004802823725944197,0.017694969355868805,-0.0052318723177102455,-0.004658675476681889,0.00405889834457766,-0.03312179369786003,0.02280349131596643,0.0013237640813630542,-0.016320174524555846,-0.01758472104253754,0.03648100094432456,-0.03762051688141971,-0.0008961721611579036,-0.026793835061890772,0.032054737457213614,-0.002174872918067285,0.019089901467144125,0.03849875091057112,0.046814203974774954
"Wind speed Sensor 2, Maximum (m/s)",0.1274043058961792,0.010507914223621023,0.044002878206366836,-0.019318631889513237,0.00045594820659028423,-0.01624442072292659,0.018269462277333337,-0.011629378168570514,0.012125943739801692,-0.024461445549115557,0.03729027234702048,-0.0002355827717164284,0.008429363886093838,0.007848469869785754,0.004288849915727588,-0.005934881874340242,-0.001984151464778018,-0.0331574499553379,0.006961913989707191,-0.0032007833209914544,0.013020767755365759,-0.016765221978734562,-0.01711301699060791,0.007438622896322302,0.006487184334737369,-0.00970358007582774,-0.002774457712720995,-0.0027086157472003963,0.014846414787746197,-0.021944627410996703,0.028606129920166444,-0.0010605963133152665,0.013774989613556762,-0.02331138003590673,0.00045300122239337213,0.0013658103538236061,-0.0027859330641583913,-0.0008290348530242686
Density adjusted wind speed (m/s),0.12874559605292632,-0.028831071485146176,0.04201463444532127,0.023875022913254915,0.004748419065665636,0.016527176861591504,-0.0323418115724934,-0.008065387834390148,0.005224939154614555,-0.021040561173912953,0.04137298664039507,0.0015773373040047344,-0.0013367810795873675,0.00582417676043101,0.011561599362113484,0.017805954285270764,0.0017920600893560588,-0.024968483953528697,0.002259899798478314,0.009191348610712288,0.006554486393334044,-0.013732049951653835,-0.009944733177587706,-0.0010301099174995915,0.008274853696846579,-0.0026009850701632573,-8.943837670291263e-05,0.0027875186222369383,0.005182933249940402,-0.008231014967971129,0.003647726244746255,0.0022488443893750217,-0.0033026139625617866,-0.00946713232845861,-0.0006155126182569002,-0.002178877934945713,0.014886287324641184,0.014655249253615658
Wind direction (°),0.014538463986656171,-0.03219253306659572,0.0442507700872273,0.10372000882334964,0.022974498550658855,0.24245786423828763,0.24131030270484655,0.061667065570935264,-0.023329217679068634,0.012211329745632993,-0.07511820386463094,0.005503798857637902,0.023924966134755875,0.02842396398733406,0.02419414187186933,-0.020973134512931722,-0.006111013759706935,0.0038407156536687803,0.018946401169063046,0.007381034171538112,0.014738054737381167,-0.011458522398252916,-0.008950922223604843,-0.031227220073163812,0.03553122961295527,-0.011420395992167591,-0.004933104918514799,0.0162079385298548,-0.0057494069243240326,-0.0030333734691623537,0.004314489641457628,-0.001299536807243075,0.0013980065765834548,-0.010372107187368085,0.004259361036680235,-0.02243053117552652,-0.021667976090499738,-0.010888647373538826
Nacelle position (°),0.013993632761413143,-0.033239226297103124,0.04239725397808285,0.1066392748422439,0.023487108378598347,0.2457137621926298,0.2390986266839656,0.06249552216954263,-0.020275820607417172,0.0031400150864838716,-0.05874913169824564,0.0014456537786746546,0.03988018516571559,0.032962674346528456,0.024766368936964517,-0.0404670615628448,-0.008114885937852041,0.019759760863078124,0.0016449954839863334,-0.0004220963035996006,0.03182828295036755,-0.0060684213866421255,-0.010775480090191927,-0.011689611568624626,0.026648721272208686,-0.014981051296680023,-0.0020274924661030057,0.006638121927385075,-0.009708808656650025,0.003065818575273882,0.0036777799699162644,-0.0022440331828800925,0.0006585328708523241,-0.01327009478850702,0.006474729467911359,-0.02283517336759977,-0.02143033174325379,-0.0054061668044116384
"Wind direction, Standard deviation (°)",-0.010417728816943266,0.13442856928118269,-0.019067536598161027,-0.1174240034297294,-0.01366850599502966,-0.08583090063562838,0.14153307176548252,-0.03508460743406106,0.021079074188887825,-0.00018685342819609735,-0.0011236534231971393,-0.032268249614189046,0.0390504771199395,0.03694368468082582,0.044161007979191425,-0.04518082224606107,-0.004197936843371193,-0.014423727760811578,0.044979554449282685,0.14090497733359494,-0.07049346614899164,-0.08142544656923839,-0.008843915035185668,-0.036534582894722514,0.05863611709217981,-0.013493969021049448,-0.02227398386179178,-0.00241332490427959,-0.005059218684621641,0.016058410821911145,0.015331085472902822,-0.005930759797097629,0.13317424777882977,-0.13871999436259969,0.008272153012971453,-0.07324771298164785,-0.07431960829979875,-0.009858253778227466
"Wind direction, Minimum (°)",0.016975549366403293,-0.03610711349229572,0.048066627899270936,0.11022578707839095,0.02218217322930182,0.22213121031813454,0.18648746919204598,0.04953797356848933,-0.01358571141780096,0.008378338217661763,-0.061842495231913784,0.0029048425005979983,0.012416519811362185,0.01968177378005484,0.005655041252606076,-0.028876590622822856,-0.005553712984467621,0.00907477446698672,0.01046655994736323,-0.02498220980321493,0.025586497283390693,0.017636523738279813,-0.00460407422267339,-0.0443296590941094,-0.0005827899545512993,-0.014591580737406427,-0.0009807775774679653,0.004955555107040745,-0.003966342014874807,-0.030622473509197723,-0.008963755322822106,0.0003902462034271331,-0.0005394622435345026,-0.037185373042698935,0.021810743296493636,0.026456567274673555,0.01747143299955109,-0.009773747764268995
"Wind direction, Maximum (°)",0.013259061834826611,-0.020449614809130663,0.041506321639277276,0.09392270239875797,0.021625995138415528,0.23464361820492483,0.25060074150515704,0.057829525874026386,-0.022318745738221513,0.008791241125651383,-0.07042309700478509,0.0032654489197038034,0.02639924529634071,0.02872649170833197,0.024666821980294934,-0.018879654685513808,-0.005337907670007792,0.0038252964610822338,0.025606038234688665,0.021137880319810926,0.006269281956683831,-0.020925678251012658,-0.009505892795726972,-0.023102355148216003,0.03759402283649517,-0.011299175893463582,-0.005030467886339412,0.01351391169374605,-0.007174374255773927,0.0025100987389203855,0.0034796828707321786,-0.0013094837620259425,0.01235175410314153,-0.009400954572843429,-0.0011769318337869648,-0.02744059524758425,-0.017048023678719833,-0.008801336648922277
"Nacelle position, Standard deviation (°)",0.006171064682852727,0.052290904807610485,0.021058398974287157,-0.0258622732487583,-0.00305167890112983,0.0030572155687459903,0.06668176443574624,-0.013811828133402915,0.028886111395638903,-0.04188737154666909,0.06950870731074366,0.016647264149618507,-0.029798574848835382,0.005710297948722798,0.004855174617005575,0.040785856557281897,0.007930209700707923,-0.08573835113601586,0.06284327395127928,0.14382937048061611,-0.05665389590251899,-0.10342025283227473,-0.03172316457163142,-0.06538090297369459,-0.05888632171581856,0.17743288151609465,-0.06962727149671454,-0.1633850812869809,-0.09223514285796101,0.7731584048551288,-0.1339938095469949,-0.03326057817938711,0.32733760595263667,-0.22559370352581015,0.05399263434639421,0.021541482975371274,0.09773905380887124,-0.12415970574271179
"Nacelle position, Minimum (°)",0.01380246595356655,-0.035726520005587556,0.041448068643489176,0.10776716774966175,0.023552274089429084,0.24424809807503625,0.23257268895724365,0.06164968548251041,-0.02218123776924614,0.005887060919371582,-0.06366865102600337,-0.00048197689682305533,0.04098293593024502,0.0319079863884969,0.02353028610348193,-0.04179001341865715,-0.008411893345827917,0.023348796085374907,-0.000995272582844653,-0.010526628500856755,0.0338323360613632,0.002507788724454396,-0.008556925984357852,-0.00997284570914599,0.029524974455613362,-0.026625517063744455,0.0021300111151465774,0.017278164652876266,-0.003813561829125761,-0.04824486234367886,0.013251416225824708,-0.000419902627452666,-0.020575241434931182,5.4178620807254774e-05,0.00429906079951658,-0.023640158676420775,-0.02625650093499629,0.0016486580681878138
"Nacelle position, Maximum (°)",0.014154321945523844,-0.030761448825343853,0.04321326630143838,0.10481044701871238,0.023244455111381554,0.2448530872200861,0.2417039054044236,0.06162156314766166,-0.019314148478296368,0.0016313999138509935,-0.05612570321436759,0.002269591185534936,0.037490229558439246,0.032771619365703886,0.024434121406333803,-0.036974091309745716,-0.0075543617833433024,0.014134471603800741,0.005926946567002184,0.006586946698980745,0.027025294556250235,-0.011201460453724131,-0.012565035774717931,-0.015053234272560757,0.0235172927126681,-0.007215192300612499,-0.005108251725754765,-0.0017290693723685784,-0.013172508633726121,0.040718582683505464,-0.0032230521280935467,-0.0035910376447863546,0.016218706957358733,-0.022876872599042003,0.008532585268033141,-0.022262726936506824,-0.016513239710403253,-0.012062997618691923
Vane position 1+2 (°),0.004283635660252771,0.012559869743146697,0.015402181637677832,-0.029433464446437477,-0.007503459628829577,-0.04542249482477128,0.04580008640290265,-0.006146302190171962,-0.05200234159855171,0.12458904088925403,-0.23344666831037728,0.06546691173214114,-0.21581180696532543,-0.07226939310322522,-0.023665630396646722,0.25516716803796824,0.026346196653874505,-0.19926655143977604,0.256541273661718,0.10187101024395837,-0.2459430432356307,-0.05728326909247716,0.02974877674992172,-0.25807012133221907,0.14456463338359407,-0.05227362534723087,-0.013375264944808651,0.08652717209644639,0.043524378912601,-0.054293153913837794,0.005768915553835359,0.013063207044186478,-0.02494442935655397,0.018639238872717734,-0.0451398659098214,-0.021353882138309025,-0.01755152873574925,-0.0333390141094002
Energy Export (kWh),0.12840020783802586,-0.002085182571294785,-0.0009701463931125508,0.027359718227435107,0.0021518573438484316,0.0047187168449981925,-0.0180405524041205,-0.021265358869617116,-0.0017422030811175466,0.018853084690635916,-0.018237477453293613,0.010139664074620441,-0.008002943506958817,0.007097374740329232,0.03093301263132231,0.007018633863349888,-0.00042038029741889305,-0.021840066489307558,0.0043387734655813,0.0016243491100962348,0.012898999737622721,0.0006044429165111415,-0.005857249083483174,0.02742672345235267,-0.021495834510068923,0.007186956760568819,0.0007242434143160702,-0.01130417666099553,0.011421401665737005,0.0101332206559277,0.018104736807449603,-0.00015564657758120048,-0.016344794447963593,0.01679498334336832,-0.010611058870343592,-0.005834846899261124,0.0035289131977144506,-0.004349989372671725
Energy Export counter (kWh),0.0025741713532779374,0.031878460043373774,0.006945373269566067,-0.0479657824705711,-0.006338093593838356,-0.029827680791690247,-0.09234445731888821,0.2987677523257609,-0.10675296637087303,-0.1423777075336505,-0.12261706104723628,-0.03298894502713168,0.23644947523467885,0.1086579127179107,0.07082091768444071,0.06346868524841884,0.00023781349272200547,-0.1609309258824296,-0.03684590165769021,-0.020135803067151514,-0.010448919121242073,-0.011168192844128857,0.023075073379157835,-0.003016992313796041,0.023612916402648232,-0.008316960687156733,0.0024242914369500927,0.005960719744240145,-0.04107051753724432,0.023051736703461837,0.03730836485640804,-0.010609456634521529,-0.0600540532279564,0.021808572555352956,-0.044782500934101466,-0.04927666714254737,0.11490721035994389,-0.09136773373561298
Energy Import (kWh),-0.03419989750678568,0.07911007764920716,-0.04395199696816737,0.01695262935494673,0.015071286156309595,0.024627936200553015,0.011761981707697829,-0.02295738179785466,0.04317609385190009,-0.034892472058148445,-0.011671929033401814,0.001435259019272224,-0.05331200161637947,0.039972492714906355,0.12011475120908416,0.09329946150192209,0.0100358869235384,-0.0002179076900262339,-0.02584067764129719,0.24817279590383678,-0.036594239223280936,-0.20228085860083228,-0.05147765211024985,0.21513497041324817,-0.09222158529626807,-0.0299107933993996,-0.030358245917005307,-0.042628496077788354,0.06980997721202103,-0.11041123291592833,-0.005818752092104126,-0.05218333177426043,0.21250835309425756,0.29254200601366553,0.3478150717753365,-0.24085733489784597,0.04705784045692471,0.05851023399543043
Energy Import counter (kWh),-1.8361238453245826e-05,0.000381462811386345,0.0014790692498119617,0.0001313461330399923,0.0002109385822134864,0.0034807755966928954,0.0011707251356709062,0.003922782081823877,0.005767885515203982,-0.0006374622043454141,-0.006240056151098875,0.0014385812892609281,0.018052118995916,0.006894410322906511,0.011392408154574069,0.004688962723125259,-0.0005060904729437682,-0.03853659698102216,-0.05478854548665821,-0.0504076115947516,0.05092604580830477,0.012487793587128593,-0.039816615768846236,-0.09749936751043281,-0.01898868838892176,0.81749487824083,-0.23719322681144195,0.4592513221800746,0.021244406293533916,-0.09758789226630697,0.0944552864841703,-0.022195539038309335,0.08402816990669973,0.03963925340908664,0.02764164023739238,-0.0941686832212051,-0.04761270960438739,0.02944820110784968
Lost Production (Time-based IEC B.2.2) (kWh),-0.0011552726357073513,0.008687781234952714,-0.007774503232789322,-0.011814665304023163,0.3248836860939096,-0.021442069298634132,-0.0029523081577471364,0.002861244516511884,-0.0022005374467943934,0.001050849891874904,-0.0007224804948532222,0.0009864013291134407,0.0010361258116964034,-0.007104794484774704,-0.0013874059736965413,-0.011100230986890655,0.05951534707390066,-0.0026674774417376618,0.001880742652569961,-0.005011580058158355,0.002096616485956687,0.005269862637908879,0.0032693121943220826,-0.007816850822383536,0.002690623169146006,-0.0007965616033708163,-0.00027464156504259903,0.001733611797228529,-0.02714720076422003,0.01556942813283535,0.03284446779932795,0.172777199674794,0.00026225041351985584,0.011451208863964474,0.023764422109747125,-0.005137532908842269,0.0005966200680039002,0.0029444760517573637
Lost Production (Time-based IEC B.2.3) (kWh),-0.0011552726357073513,0.008687781234952717,-0.00777450323278932,-0.011814665304023163,0.3248836860939096,-0.021442069298634136,-0.0029523081577471294,0.0028612445165118704,-0.002200537446794391,0.0010508498918749205,-0.0007224804948532261,0.0009864013291134414,0.0010361258116962646,-0.007104794484774685,-0.0013874059736964997,-0.011100230986890655,0.05951534707390116,-0.002667477441737679,0.001880742652569975,-0.0050115800581583825,0.002096616485956576,0.00526986263790903,0.003269312194321916,-0.007816850822383148,0.0026906231691457005,-0.0007965616033711737,-0.00027464156504246155,0.0017336117972281684,-0.027147200764220194,0.015569428132835086,0.032844467799328654,0.17277719967479557,0.00026225041352051504,0.011451208863965001,0.023764422109747475,-0.00513753290884232,0.000596620068004039,0.0029444760517574053
Lost Production (Time-based IEC B.2.4) (kWh),-0.0011552726357073513,0.008687781234952714,-0.007774503232789322,-0.011814665304023161,0.3248836860939096,-0.021442069298634136,-0.002952308157747148,0.002861244516511886,-0.0022005374467944146,0.0010508498918749395,-0.0007224804948532339,0.0009864013291134405,0.0010361258116965977,-0.0071047944847746555,-0.0013874059736964602,-0.011100230986890634,0.05951534707390099,-0.002667477441737707,0.0018807426525699472,-0.0050115800581583825,0.0020966164859566594,0.00526986263790899,0.003269312194322138,-0.007816850822383342,0.0026906231691459087,-0.0007965616033710874,-0.0002746415650424671,0.0017336117972282551,-0.027147200764220045,0.015569428132835156,0.03284446779932802,0.17277719967479394,0.00026225041352026524,0.01145120886396428,0.023764422109747114,-0.005137532908842132,0.000596620068003921,0.0029444760517570445
Lost Production (Production-based IEC B.2.2) (kWh),-0.0011552726357073513,0.008687781234952716,-0.007774503232789322,-0.011814665304023165,0.32488368609390955,-0.021442069298634125,-0.0029523081577471364,0.0028612445165118695,-0.002200537446794419,0.0010508498918749126,-0.0007224804948532369,0.0009864013291134555,0.0010361258116968752,-0.007104794484774642,-0.0013874059736964997,-0.011100230986890613,0.059515347073900826,-0.002667477441737698,0.0018807426525701831,-0.005011580058158328,0.0020966164859565484,0.0052698626379091285,0.003269312194321833,-0.007816850822383495,0.002690623169145534,-0.0007965616033711737,-0.00027464156504248237,0.0017336117972280296,-0.02714720076422019,0.015569428132835184,0.03284446779932848,0.1727771996747957,0.00026225041352044565,0.011451208863964918,0.02376442210974761,-0.005137532908842196,0.0005966200680039557,0.002944476051756975
Lost Production (Production-based IEC B.2.3) (kWh),-0.0011552726357073513,0.008687781234952716,-0.007774503232789321,-0.011814665304023163,0.3248836860939096,-0.021442069298634136,-0.00295230815774715,0.002861244516511878,-0.0022005374467944146,0.001050849891874922,-0.0007224804948532449,0.0009864013291134449,0.0010361258116965422,-0.007104794484774683,-0.0013874059736964928,-0.01110023098689062,0.05951534707390088,-0.0026674774417376947,0.0018807426525700721,-0.005011580058158299,0.002096616485956576,0.005269862637908934,0.0032693121943220826,-0.007816850822383203,0.002690623169145978,-0.0007965616033711112,-0.00027464156504246676,0.0017336117972284112,-0.027147200764220294,0.0155694281328354,0.03284446779932818,0.17277719967479568,0.00026225041352050116,0.011451208863964696,0.023764422109747513,-0.005137532908842063,0.0005966200680039835,0.0029444760517572457
Energy Budget - Default (kWh),0.024023619096033306,-0.1467945614042735,-0.11374553289120994,-0.018398054877431232,5.9426677050067164e-05,-0.0035564488381187634,0.08290319593363565,0.046324340971000216,-0.06653028103096797,0.01947471007986603,0.07224968286592741,0.00037850153801897453,-0.05321975302350784,0.016132942438599893,0.09744494763133704,-0.13399691193725446,-0.016954827031922887,-0.056890782333943145,-0.003863418167908639,0.042138282598580726,-0.17497065621024402,0.08326776284328752,0.04538913560831476,-0.04585573311443571,-0.11759520285483277,0.027332743462216105,0.006615250264563926,-0.003765718956179276,0.07227808102911999,-0.09196827941913127,-0.04847305979356642,0.0015150753181502677,0.06718802797908541,0.09406340613487749,0.22481100911732915,0.2807140199903594,0.20765480800160957,-0.12536542311461393
Energy Theoretical (kWh),0.13018805952024223,-0.005699860418452607,0.0047587083943655606,0.04041535059014369,0.0040259268866190195,0.021620916310638352,-0.03735744992027704,-0.02277336928021204,0.008620579605147508,-0.006854964445253114,0.029886144905250073,0.005235949816391107,0.0009502419421360468,0.013012686096140326,0.032211833694313,0.006911964863837552,0.000547522621018984,-0.013595536280547927,0.005285067515086981,0.022909800695059893,-0.005659366650784842,-0.003434069254887798,-0.003477442343835393,-0.0144985813930794,0.012606965061155759,-0.0003534553134594467,-0.002224951401885663,0.002625252117225925,0.008734387939055378,0.0028883208656579583,0.005844508394064682,-0.00013629883530570587,-0.021830413366604524,-0.014107291004188081,0.005066141712162029,-0.011604140665604086,0.04251594333441284,0.04609503720236301
Lost Production to Performance (kWh),-0.017824214446443595,-0.021184929094912132,0.032317997843890986,0.08717800555001969,0.012120129923951244,0.11272271819226487,-0.1311861722846324,-0.015654923506876278,0.07950542881111937,-0.15725300013665955,0.28399931503219034,-0.040023932294045855,0.06733811090781622,0.04297747742622426,0.03330389916590404,-0.03395518221561543,-0.0022455964501336256,0.028140908220101145,0.0035404807236833445,0.12959650019190874,-0.09160096492061368,-0.023828015402437883,0.01954457156065946,-0.2897905441455645,0.17792024606139356,-0.0662437469175722,-0.028822674541890827,0.09034975960034247,-0.004721519825489864,-0.03805854186691799,-0.10164829527525976,0.006160346416756106,-0.04054830122505522,-0.07191445019089023,0.019407968372357868,-0.05436026453703689,0.1713724842196901,0.24669301786435588
Lost Production Total (kWh),-0.017824214446443595,-0.021184929094912132,0.032317997843890986,0.08717800555001966,0.012120129923951254,0.11272271819226487,-0.13118617228463236,-0.01565492350687628,0.07950542881111937,-0.15725300013665958,0.28399931503219034,-0.04002393229404582,0.06733811090781619,0.04297747742622423,0.03330389916590406,-0.03395518221561542,-0.0022455964501335605,0.02814090822010115,0.0035404807236836776,0.12959650019190874,-0.09160096492061381,-0.02382801540243793,0.01954457156065964,-0.28979054414556454,0.17792024606139356,-0.06624374691757234,-0.028822674541890914,0.0903497596003423,-0.0047215198254899615,-0.03805854186691796,-0.10164829527525972,0.006160346416756182,-0.040548301225055323,-0.07191445019089032,0.019407968372357965,-0.054360264537037205,0.17137248421968992,0.24669301786435607
Virtual Production (kWh),0.1284002078380259,-0.002085182571294773,-0.0009701463931125429,0.027359718227435107,0.0021518573438484233,0.004718716844998197,-0.01804055240412057,-0.02126535886961713,-0.001742203081117535,0.018853084690635884,-0.0182374774532936,0.010139664074620485,-0.008002943506958864,0.007097374740329269,0.030933012631322344,0.007018633863349835,-0.00042038029741888437,-0.021840066489307575,0.004338773465581256,0.0016243491100960338,0.012898999737622534,0.0006044429165110547,-0.005857249083483145,0.027426723452352822,-0.021495834510069006,0.00718695676056887,0.0007242434143159195,-0.011304176660995653,0.011421401665737066,0.010133220655927928,0.018104736807449475,-0.0001556465775812664,-0.016344794447963256,0.016794983343367847,-0.010611058870343281,-0.005834846899260691,0.0035289131977151444,-0.004349989372671578
Potential power default PC (kW),0.13003011419195476,0.0014497601578347457,0.004774512490602374,0.04204928698420675,0.0038191174585058274,0.023481825857762588,-0.041995581513343684,-0.016590339910170365,0.006263098073288298,-0.007545962818755396,0.02471280413524295,0.0029977070251230127,0.0029295361594951193,0.012046270997417985,0.02823061008823112,0.0065632813421261545,0.0004490345977791174,-0.011460098976592118,0.003618877929518989,0.020318638761890474,-0.0051693464764486574,-0.0030488044138771058,-0.0035649092587661437,-0.012629041606282346,0.017932425420779365,-0.0004111180064100932,-0.002283970140925725,0.004282787879523716,0.008247634703404994,0.0077591712256465705,0.006282418362886797,7.827116380298722e-05,-0.026446149262551434,-0.016297097850467457,-0.000615820134238906,-0.017825651679724077,0.04398436544659641,0.04800563370381531
"Power, Standard deviation (kW)",0.10332238872346672,0.0867024007712878,0.019363345939834825,-0.07170067575987099,-0.006914823352059374,-0.04027685803541032,0.1171945977794453,-0.014420558912534125,0.03439075667004402,-0.053224224479070756,0.07389333360338676,0.018250072402235435,0.005144000944240835,-0.013409266774023511,-0.04837882569591594,-0.04181135847137546,-0.008615696537365797,-0.07709149371502613,0.0591920023044165,-0.05685750173273531,-0.013318635927760544,0.029736210606203947,-0.013830512430552087,0.015611953012091277,0.006292555686584704,0.004936422493576863,0.002882798127328931,0.0006103908367519062,0.02671721553577046,0.04462033008344485,0.0541207850806708,-0.011752714192185106,-0.08375169541181418,0.08720819835567485,-0.019118347071459523,0.026048228044497607,0.01830718266102628,0.05059887413801856
"Power, Minimum (kW)",0.12068329696426955,-0.04907018947796164,-0.0056108200027811484,0.06605875068302057,0.006137868333034928,0.022656205116795437,-0.07488372624174089,-0.017125048921728468,-0.018317107239740452,0.04150861704263494,-0.05311935077792568,0.00862783905605357,-0.017486152377489555,0.011355734204627158,0.054140999425793125,0.037735436401057254,0.006173986872929523,0.018840526558946386,-0.026469634596434286,0.03316681835614571,0.020384540007283233,-0.02393753409483087,-0.004774277643350797,0.026136224991044576,-0.026613392797459598,0.010866380642932105,9.810117686698261e-05,-0.018615640194988528,-0.0009226352791660234,-0.009671894497302595,-0.0016115182102308737,0.003719821666749057,0.023530773619015476,-0.035476723786851724,0.006831836285154574,-0.01683132313584585,0.010529600543221935,-0.012227053128067811
"Power, Maximum (kW)",0.13018117025213452,0.0233133159824557,0.011388188087721176,-0.01085972422002195,-0.0009747281426882804,-0.016114571883679683,0.03073400915731528,-0.018151956661827038,0.016184968930840152,-0.012892938787183787,0.009948870232550316,0.016202276901642252,-0.003516597839195888,1.425025803272097e-05,0.001152813343560117,-0.007617497943380471,-0.0021888441890335025,-0.032887939007671355,0.018829808827928587,-0.013269127037815225,0.004752169725433415,-0.00291406847944203,-0.010946856915707957,0.02092634894766196,-0.010382297869681815,0.005787795816312544,0.0024483113955813957,-0.009872182657438097,0.01713232319615307,0.013149985374474024,0.034580371178853875,-0.004794965391964393,-0.02242650334429136,0.03206147942064305,-0.005716952409779343,0.005194097798058246,0.015862924506869745,0.021745284884955113
Potential power learned PC (kW),0.13018805952024226,-0.0056998604184526295,0.004758708394365583,0.0404153505901437,0.004025926886619028,0.021620916310638377,-0.037357449920277105,-0.022773369280212053,0.008620579605147519,-0.006854964445253135,0.029886144905250215,0.0052359498163910695,0.000950241942136077,0.013012686096140423,0.032211833694313054,0.006911964863837499,0.0005475226210189436,-0.013595536280547885,0.005285067515087028,0.022909800695059816,-0.005659366650784847,-0.003434069254887849,-0.0034774423438353828,-0.014498581393079267,0.012606965061155984,-0.0003534553134594892,-0.0022249514018857055,0.0026252521172259353,0.008734387939055548,0.00288832086565794,0.005844508394064836,-0.00013629883530585506,-0.021830413366604375,-0.014107291004188116,0.0050661417121619,-0.011604140665604324,0.042515943334412505,0.04609503720236305
Potential power reference turbines (kW),0.11673304032966533,0.02345759156618401,-0.01191937242424379,-0.042032166333707585,-0.007337700040493062,-0.07522488704898186,-0.013082426037551704,-0.024559893705412686,0.005974547662967061,0.03690839167468939,-0.031230192132257535,0.0028027725597765687,0.043345382901147644,0.025467582409357006,0.015128853615166922,-0.08229452744063209,-0.00686957076728956,0.026823045697633607,-0.03266790480024779,-0.018346463687274495,0.02826822854367421,0.029880391102216013,0.005292105935006831,-0.10699229436662566,0.0491569937108991,-0.038418514002403314,-0.0069789991625954576,0.027618018098901534,0.017452280466889007,0.0028627729016703976,-0.014128094585145978,-0.012997993538897419,0.03331673657755559,0.04281331086059715,0.07763449809978686,0.022196190772366304,-0.06319781984656354,-0.1443791259074988
Cascading potential power (kW),0.13018805952024226,-0.005699860418452634,0.004758708394365587,0.040415350590143694,0.004025926886619005,0.02162091631063839,-0.03735744992027708,-0.02277336928021204,0.0086205796051475,-0.006854964445253142,0.0298861449052502,0.005235949816391059,0.0009502419421360316,0.013012686096140431,0.032211833694312984,0.006911964863837369,0.0005475226210189555,-0.013595536280547875,0.005285067515087043,0.02290980069505978,-0.00565936665078492,-0.0034340692548878327,-0.0034774423438354955,-0.014498581393079264,0.01260696506115621,-0.0003534553134594276,-0.0022249514018856144,0.0026252521172258694,0.008734387939055534,0.0028883208656578264,0.005844508394064793,-0.00013629883530592748,-0.021830413366604316,-0.014107291004188054,0.005066141712161814,-0.011604140665604175,0.04251594333441285,0.04609503720236331
Cascading potential power for performance (kW),0.13018805952024226,-0.005699860418452646,0.004758708394365586,0.040415350590143714,0.004025926886619012,0.02162091631063839,-0.03735744992027708,-0.022773369280212067,0.008620579605147548,-0.006854964445253188,0.029886144905250225,0.005235949816391033,0.0009502419421360717,0.013012686096140409,0.03221183369431304,0.00691196486383746,0.0005475226210190084,-0.01359553628054783,0.0052850675150869185,0.02290980069505969,-0.005659366650784807,-0.003434069254887837,-0.003477442343835369,-0.014498581393079319,0.01260696506115623,-0.00035345531345935214,-0.0022249514018856456,0.0026252521172258738,0.008734387939055503,0.0028883208656577397,0.005844508394064734,-0.00013629883530569243,-0.02183041336660461,-0.01410729100418786,0.005066141712161793,-0.011604140665604223,0.04251594333441277,0.04609503720236322
Potential power primary reference turbines (kW),0.1249317093290396,0.016875425214688197,-0.010712407369140059,-0.021331924489867128,-0.002998944230447286,-0.028088386611908243,-7.276309584602924e-05,-0.02721986220325701,0.006980324878478491,0.028189926079031747,-0.03513545980418941,0.011189481450094973,0.023061483654761707,0.026180649845653745,0.03738340005570957,-0.05834796186099386,-0.007353144601404572,0.01381039895846442,-0.03255753789239963,0.009699771330622388,0.019017012239970425,-0.016830683157695918,-0.0026439632360549248,-0.07721843285486835,0.024115242345443193,-0.004755637593640463,-0.003017192215392678,-0.005745607724366351,0.004821099038974444,0.0661185102911286,0.012082855827642635,-0.014771540027538747,-0.06018283163026908,0.10352453002171526,0.00391923311598124,0.020643843518205026,-0.10588910717062093,-0.07157057699215774
