,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
Lost Production (Production-based IEC B.2.2) (kWh),-0.002041696826237986,0.01259790263824242,0.0022620874625869734,-0.2649040229651355,-0.0011716161131751475,0.0018445565813355594,-0.0002423967801592605,0.0005775026971691366,-0.0022501129052757795,-0.0024356290557934323,-0.017489806381677422,-0.1521961365596773,0.08725669031850142,0.01952937546512585,-0.010132528322591816,-0.006247893733368981,0.0037150984355165118,-0.035158089716556054,-0.008615370220836832,-0.0014028246362415842,0.004780379195946028,0.0025023309436672317,0.004933146072791272,-0.004462877367736009,-0.0046025962981290774,0.0032342334462219097,-0.001806285603646221,-0.006245535937202472,0.0010492466411816323,0.007898554220784344,0.004352437636588505,0.0018453351153343567,-0.008447257090627977,-0.03320325853478447,-0.006114999730749943,-0.003522388981110028,-0.0044479974834963215,0.001011630513927702,-0.009132677812481928,0.006553057469317437
Lost Production (Production-based IEC B.2.3) (kWh),-0.002041696826237986,0.012597902638242422,0.0022620874625869734,-0.2649040229651355,-0.0011716161131751482,0.0018445565813355476,-0.00024239678015924008,0.0005775026971691745,-0.00225011290527575,-0.0024356290557934566,-0.017489806381677454,-0.15219613655967726,0.0872566903185014,0.019529375465125783,-0.010132528322591705,-0.006247893733368648,0.0037150984355163313,-0.035158089716556075,-0.008615370220837002,-0.0014028246362414454,0.004780379195946163,0.00250233094366727,0.004933146072791522,-0.004462877367736026,-0.004602596298129258,0.0032342334462219548,-0.0018062856036461933,-0.006245535937202673,0.0010492466411815848,0.007898554220784676,0.0043524376365886505,0.0018453351153343567,-0.008447257090628019,-0.03320325853478507,-0.006114999730749804,-0.0035223889811101874,-0.004447997483495947,0.00101163051392799,-0.009132677812482093,0.0065530574693176
Energy Budget - Default (kWh),0.0250481853886459,-0.0492298876974278,-0.18812901925948192,-0.0025507466769024594,-0.023886072762895665,0.04480900883666096,0.027156572102088168,0.08207602489176026,0.08220345400558497,-0.0197060101359946,-0.08771658578765713,0.014567773182345926,0.005929683086357799,0.049510496603000324,-0.018711790558671365,0.012740116588184747,-0.06415992373790674,-0.005083752323948407,0.08024028106209102,-0.0487833766568051,0.09940774936549496,-0.0991542136376953,0.17865906506363788,-0.006909305855391075,-0.03763049672053481,-0.007482445574290675,-0.08458001386783709,0.06110097561810679,0.032157999842245585,-0.01268394724211458,0.0037499979850496856,0.03891535159225812,-0.04174016840380784,0.07215699278164565,0.06488249259937323,0.13981266800191444,0.25855383219085115,-0.2127408152770102,0.20496135823596706,0.2901902623719775
Energy Theoretical (kWh),0.13124873594871703,-0.0024719497434737337,0.002604234812533977,0.0002068628031789253,0.04730493517964453,-0.040638929113190086,-0.0121294255473149,-0.024477899012010956,0.0020727214844410945,0.001775117506804263,-0.033319127660613554,0.011708582592651885,0.0033161192182346788,0.030372352168519367,-0.010724457717754194,0.021650817619170277,0.0018576539486377397,-0.0015836547491354129,0.018908733713454806,-0.012614516232769674,0.03057273201475975,-0.00012708667000232727,-0.0016940512255450109,-0.003058893770559519,-0.005179990380950275,0.003022337911173586,0.023503943307213875,-0.01295908083884599,0.00491363372619663,0.02046203900240586,-0.00021680551572517484,-0.003892800846012989,-0.03859261496202796,0.006948377746088811,0.006432505422683692,0.00029635129876243605,-0.03670578665668392,0.022229288427159336,0.017224960361112717,0.007400106322544628
Lost Production to Downtime (kWh),-0.0008428551436722732,0.00909497378018905,0.001910995391789622,-0.2351746605276301,-0.0020709541449311147,0.004806768091795301,-0.0017520169128375433,0.003771873231132416,0.003161453396378698,0.004143792265903065,0.03142456682545434,0.2768286942388522,-0.1440019647523345,-0.01927625517578885,0.008570673381723444,0.0050128152872620565,-0.0030684262726376485,0.026167948039104272,0.007726776816612149,7.585574127448244e-05,0.0015835801626161623,-0.0010236988262935917,-0.005057075602477323,0.0020860927013081274,0.008019505951101298,-0.003206905866841199,-0.0007370503515535184,0.005434236694204224,-0.000617331233215692,-0.004392626574066361,-0.002554700626341895,-0.0017710898530371132,0.010659750326787915,0.014433494744750933,0.002448929850815216,0.0012093123699795723,0.0036530137171440213,0.0014658382821092558,-0.005466651087316065,-0.005103518648556661
Lost Production to Performance (kWh),-0.017260493569728346,-0.039202585462523296,0.005606751224231285,-0.005379199944402436,0.10844123362597731,-0.16520800089786314,-0.026434629349674624,-0.04299474283842961,-0.09487826938015984,-0.052242247430543516,-0.24512463309360916,-0.014493140896739046,-0.08251633385548675,0.025822130194440778,0.015953793383890358,0.11601560017503057,-0.1056546220303963,0.053436638084146004,-0.013488651401915838,-0.04654797400528213,0.2698511062212472,0.011101815784669775,-0.19817056220816165,0.03620291207657304,-0.23629366063242546,0.024703577511737004,0.03668572959473369,-0.060538555933268644,0.013401482096608953,0.04757565376721118,-0.007529269150460476,0.03786472691190206,-0.13836843030498397,0.056536118271762734,0.08184043115214786,0.020896004123991,-0.09691605979405629,0.10446084481981385,0.1760345595035391,0.02056754972373666
Lost Production Total (kWh),-0.017265542053503755,-0.03914289690834129,0.005618972678839531,-0.006899047211501918,0.10842534179491321,-0.16517311473944182,-0.026445341806320025,-0.042969370672193544,-0.0948556430229514,-0.05221425770995388,-0.2449158643287361,-0.012703617511584754,-0.08344513409878111,0.025696947709072094,0.01600881820677779,0.1160453167815179,-0.10567201126114302,0.053604530400411625,-0.013438400173891363,-0.04654640765116258,0.2698551027931867,0.011094942805209776,-0.1981986656350434,0.036215557897617656,-0.2362363666896163,0.024682279671676736,0.03668011782688968,-0.06050203407065584,0.01339718237300213,0.04754616367183212,-0.0075456065310745,0.037852404724782976,-0.13829633585338294,0.05662809727759124,0.08185436700942737,0.020903337034738984,-0.09689020929429304,0.10446790386434049,0.1759951581291723,0.020534089386313834
Virtual Production (kWh),0.12982570419534956,0.003944914955308968,0.001147871665937716,0.001304998514791281,0.031018128224492764,-0.014434593258358669,-0.0076000721689579295,-0.01935256100649511,0.01627179378293148,0.00963356399232172,0.011885851176581013,0.014080735786408559,0.01700239875186274,0.029579299711610253,-0.013477884148085133,0.005354866979537959,0.017837411985576947,-0.01742801508274819,0.025519654821991554,-0.0075907887425974915,-0.01177495721020584,-0.00046960469561835826,0.030655650107470525,-0.01294654621122173,0.03182550715204536,-6.89036371742946e-05,0.014425539704423125,-0.002041781163050314,0.0026967130924707124,0.010625529735091177,0.0034995418734948616,-0.013442689581567472,-0.021814298680741556,-0.006410988620195401,-0.02281685724282544,0.014293000999653029,-0.005351746979905057,0.029046575798169345,-0.029208312023630396,-0.005619342139746807
Lost Production to Downtime and Curtailment Total (kWh),-0.0008428551436722732,0.009094973780189048,0.0019109953917896213,-0.2351746605276301,-0.002070954144931117,0.004806768091795294,-0.001752016912837523,0.003771873231132417,0.0031614533963786958,0.004143792265903064,0.03142456682545429,0.2768286942388523,-0.14400196475233448,-0.019276255175788883,0.008570673381723428,0.005012815287261969,-0.0030684262726376923,0.02616794803910433,0.007726776816612092,7.585574127464897e-05,0.0015835801626162668,-0.0010236988262936975,-0.005057075602477264,0.0020860927013081135,0.00801950595110143,-0.0032069058668409214,-0.0007370503515533831,0.005434236694204245,-0.0006173312332156573,-0.004392626574066222,-0.0025547006263418257,-0.0017710898530368252,0.010659750326787697,0.014433494744750856,0.0024489298508154136,0.001209312369979637,0.003653013717143945,0.0014658382821090572,-0.005466651087315993,-0.005103518648556536
Potential power default PC (kW),0.13095591475085439,0.002051700346493086,0.008398801556814507,0.0004349374043736017,0.04799865005030279,-0.0455143789824161,-0.014605320172211899,-0.01990314686502474,0.0034439922319055723,0.0005251998896738532,-0.02837463573807986,0.0103757814925455,0.0020188823399049085,0.02673374110814779,-0.009748410785844926,0.019535152538932815,0.002701543020846109,-0.0017129129990653485,0.014798889047577831,-0.014820528198111391,0.03052168316501824,-0.0013908200400893278,-0.0008098253215724337,-0.0015448757637540724,-0.004829504602557766,0.0028143184818953063,0.028797651023069228,-0.014169601719998048,0.005067572921871728,0.024295296246340817,-0.0008028463685930895,-0.007180319386293869,-0.04167910021653336,0.0057157638986155175,0.007953116011807877,-0.0010347093919334722,-0.04138568951496244,0.026606578741715105,0.011116457917212549,0.001107382238687761
"Power, Standard deviation (kW)",0.10787325614224227,0.06162147111116472,0.06262716644665531,0.0026552052951680097,-0.07638808293497881,0.09075710302479316,0.03354915376106931,-0.014627783883109436,-0.055608520556154006,-0.02154235913264405,-0.07738900889165083,0.005392061933628108,0.0007291284303620729,-0.051163930790552044,0.030048933897698145,0.005059777322226237,-0.03557779531746576,-0.028271508059456305,0.06792012093535058,0.033809471846874745,-0.030541276642736172,-0.050614186716049114,0.06794115987704966,-0.017901222033154286,-0.014482792496003608,-0.0013193436028209604,0.05860875442831201,0.04207697701194486,0.007825429436656485,0.059894816031191705,-0.012840299676357803,-0.013964456314544536,-0.047875706056662,0.028093427544979316,-0.05925514063925447,0.06025596334886727,-0.058726681419739746,-4.4623377167350015e-05,0.030038829040155382,-0.08242922013132148
"Power, Minimum (kW)",0.1223597150827233,-0.031689977349148475,-0.029344027102606026,-0.00502234671842452,0.0758757951857874,-0.06274312049917159,-0.02406812901576586,-0.013754329912159415,0.04775208220702349,0.021123477661295104,0.04960927202282773,-0.0014512008424839536,0.016906231743943224,0.03813827395044415,-0.018847283539696655,-0.0005003655217223624,0.03682243592241865,0.05334527720845073,-0.010039786087234416,-0.014873903060102514,-0.025484239385175068,0.021297097580883027,-0.02084585236910999,0.009931591710666906,0.051308814269241124,-0.004432557457845418,-0.009559747321009778,-0.01737353928780131,-0.0009899861427639326,-0.010821394144508915,0.004652723029024627,0.00796922703812138,0.01787794423540879,0.0009775648638890855,0.0322437328837935,-0.03445546842178745,-0.0022890437478546542,0.009904918901023158,-0.014564435033054322,0.07056462487863442
"Power, Maximum (kW)",0.13151431492018456,0.01841104203937474,0.024837525063566106,-0.0013628379340643924,-0.012394201041639736,0.02918255347159987,0.007962543966255805,-0.0161971321016795,-0.01572578150143337,-0.003766794582570022,-0.015912964765414147,0.0008697304873641831,0.009673243203175239,-0.013059720965048035,0.011237372229730569,0.005486701412977979,-0.009065384560021829,0.013739699654568489,0.03847453491686422,0.01341405861668304,-0.03313606432326018,-0.020256665372836026,0.022332110166700607,-0.0006178405524589932,0.018920120198720115,-0.0014077675944405323,0.03528351074459202,0.014652670890344673,0.002352593504426911,0.02303697674555276,-0.005144258549743163,-0.005710951119420254,-0.009547945397301603,0.016709154598587194,-0.02224828648759429,0.02137387109811941,-0.03565153386990301,0.007220945570798525,0.018276351206336007,-0.0008759975845418762
Potential power learned PC (kW),0.13124873594871705,-0.002471949743473685,0.0026042348125339633,0.00020686280317891228,0.04730493517964449,-0.04063892911318995,-0.01212942554731497,-0.024477899012010966,0.002072721484441106,0.0017751175068042946,-0.0333191276606136,0.011708582592652011,0.003316119218234712,0.030372352168519516,-0.01072445771775424,0.021650817619170253,0.0018576539486377889,-0.001583654749135563,0.018908733713455007,-0.012614516232769792,0.030572732014759855,-0.00012708667000230125,-0.0016940512255449447,-0.003058893770559774,-0.005179990380950281,0.0030223379111735515,0.023503943307214257,-0.01295908083884606,0.004913633726196525,0.020462039002405924,-0.0002168055157254871,-0.003892800846013348,-0.03859261496202801,0.00694837774608895,0.006432505422683577,0.00029635129876269496,-0.03670578665668403,0.022229288427159023,0.017224960361112464,0.007400106322544621
Potential power reference turbines (kW),0.11900212437741184,0.013923585230862236,-0.0013864763039508243,0.003192200878109799,-0.032992234808174155,0.05312235237197919,-0.05333853941262121,-0.02720652208645739,0.015734920820456973,0.0369435777614681,0.061862817681092176,0.01277096455369227,0.025395658820612822,0.026175109144667363,0.0012151965762321265,0.0381197762686998,-0.035252216015518485,-0.06109618236391894,-0.029113580580731328,-0.0396366334535899,0.022072004235253784,0.02032642432171733,-0.041933443244406995,-0.015413110788829778,-0.07634781401195902,-0.0013794494385614975,-0.013648198042020433,0.022756488216983017,2.8586416405296244e-05,-0.013848453856290181,-0.013355094226117692,0.012286169275116929,0.035067483490663166,0.0025791821701405294,-0.07455899092383021,0.08129500563069296,0.15965696992221107,-0.16868770039037564,-0.046227294604283625,-0.029686092681906
Cascading potential power (kW),0.13124873594871705,-0.002471949743473683,0.002604234812533955,0.00020686280317891984,0.04730493517964451,-0.04063892911318995,-0.01212942554731498,-0.024477899012010963,0.0020727214844410945,0.0017751175068042944,-0.0333191276606136,0.011708582592652011,0.0033161192182346888,0.03037235216851948,-0.010724457717754172,0.021650817619170235,0.0018576539486378153,-0.0015836547491355334,0.01890873371345496,-0.012614516232769844,0.030572732014759924,-0.00012708667000234201,-0.0016940512255450568,-0.003058893770559217,-0.005179990380950246,0.003022337911173739,0.0235039433072144,-0.012959080838846119,0.004913633726196564,0.020462039002405993,-0.00021680551572538995,-0.003892800846013258,-0.03859261496202809,0.006948377746088905,0.006432505422683681,0.00029635129876274635,-0.0367057866566841,0.022229288427158857,0.01722496036111238,0.007400106322544528
Cascading potential power for performance (kW),0.13124873594871705,-0.002471949743473682,0.002604234812533958,0.00020686280317891637,0.04730493517964451,-0.04063892911318994,-0.01212942554731497,-0.02447789901201095,0.002072721484441083,0.0017751175068042803,-0.03331912766061364,0.011708582592652029,0.0033161192182346922,0.030372352168519443,-0.01072445771775414,0.02165081761917024,0.001857653948637813,-0.0015836547491355402,0.018908733713454997,-0.012614516232769806,0.030572732014759886,-0.00012708667000228477,-0.001694051225545027,-0.0030588937705594626,-0.005179990380950274,0.0030223379111737683,0.023503943307214357,-0.012959080838846095,0.004913633726196508,0.02046203900240559,-0.0002168055157252581,-0.0038928008460132474,-0.03859261496202815,0.006948377746088842,0.006432505422683695,0.0002963512987630843,-0.0367057866566842,0.022229288427158954,0.01722496036111243,0.007400106322544928
Potential power primary reference turbines (kW),0.12664069452521803,0.015094516037748133,-0.0066747591250112545,0.0025904286306898286,-0.014737709525878618,0.03215950886661766,-0.0030577167721415966,-0.021452561806326393,0.021412625624865272,0.028522990060737483,0.059233203427326124,0.014017978165668767,0.0282035793391639,0.03735108202143568,-0.006606994118011573,0.03082758779392025,-0.031316337922372164,-0.036341933511041494,-0.023442878190903762,-0.03819711753841539,0.014081165900012477,0.009376488844548421,-0.06140892778442838,0.018940244814847948,-0.02934455246619033,-0.009632692128069966,-0.00992038370669326,-0.008988264326145681,0.006695166678005645,0.04429848265102188,-0.007302052549496674,0.008886906162374933,-0.008642991037199864,0.014743467439734917,-0.09009984392768039,0.10138242500621038,0.06763702546286926,-0.07455466072478421,-0.060390808658271844,-0.07248699393550458
Potential power secondary reference turbines (kW),0.10198801217790551,0.012243391255400112,0.002386367908761539,0.0033280107573289202,-0.04218304890246367,0.062118598131507934,-0.08267513587282704,-0.028534555694530544,0.00953203197413485,0.03929424051686096,0.05687704923762343,0.011000851734973786,0.02136133188486615,0.01614309435309921,0.006972679554760068,0.03930630135521931,-0.03494784081595872,-0.07238460765689562,-0.028812008372766085,-0.0366625661192074,0.024285333958159946,0.025829219288416038,-0.023533193924502357,-0.03700426920745893,-0.1017350380432221,0.004532853599547013,-0.014392962881079805,0.04261943406544117,-0.00441778826155009,-0.05238104840363196,-0.01615345212615245,0.013374769138162372,0.06159373743737601,-0.006461867031493325,-0.05633879229523039,0.059955902041302064,0.2075889501718443,-0.2179518187497842,-0.03158719246059738,0.003913752595130063
Turbine Power setpoint (kW),0.1285941097192538,0.006502913307507263,-0.0019010793801547243,-0.0020022703175791015,-0.013750696895605966,0.030826989295763947,0.00387018616677409,-0.014498547054041308,0.0034474234415552774,0.015561449242029308,0.04907289743567656,0.004536970043032746,0.029837259055091457,0.029118290516351224,-0.0009819176806566514,0.020057033391719114,-0.03263998233030778,0.015847983532997788,-0.017201100192806976,-0.030633695101780302,-0.00844821957818753,0.00897494449980386,-0.09105893291778025,0.03472205648087655,0.0017232126631616593,-0.011772493222736047,-0.0006021112030906127,-0.011154016223650347,0.0031444097593057814,0.043621878878034266,-0.007776896284105536,0.01868102458506174,0.007702751104028793,0.03732266197801339,-0.07145823919119627,0.09372006240150428,0.03155003504156082,-0.06685406923631737,-0.03335302421537294,-0.0504022817581589
Potential power MPC (kW),0.13095591475085439,0.002051700346493061,0.008398801556814524,0.0004349374043736079,0.04799865005030281,-0.045514378982416066,-0.014605320172211902,-0.019903146865024746,0.003443992231905557,0.0005251998896738393,-0.02837463573807985,0.010375781492545514,0.002018882339904904,0.026733741108147715,-0.009748410785845018,0.019535152538932822,0.0027015430208459025,-0.0017129129990654485,0.014798889047577864,-0.014820528198111454,0.030521683165018212,-0.0013908200400894579,-0.0008098253215726046,-0.0015448757637540078,-0.004829504602557686,0.0028143184818956377,0.028797651023069068,-0.014169601719997992,0.005067572921871936,0.02429529624634097,-0.0008028463685927981,-0.007180319386293795,-0.04167910021653329,0.005715763898615502,0.007953116011807947,-0.0010347093919333302,-0.041385689514962604,0.02660657874171508,0.011116457917212632,0.0011073822386877237
Available Capacity for Production (kW),0.0008428551436722751,-0.009094973780189142,-0.001910995391789645,0.23517466052763317,0.0020709541449311576,-0.004806768091795427,0.0017520169128375943,-0.003771873231132522,-0.0031614533963788454,-0.004143792265903271,-0.03142456682545603,-0.27682869423886847,0.14400196475234323,0.019276255175790243,-0.008570673381724157,-0.005012815287262473,0.003068426272637855,-0.02616794803910696,-0.007726776816613079,-7.585574127463857e-05,-0.0015835801626163208,0.001023698826293878,0.005057075602478036,-0.002086092701308426,-0.008019505951102677,0.0032069058668416847,0.0007370503515537474,-0.005434236694205383,0.0006173312332157614,0.0043926265740670545,0.0025547006263424085,0.0017710898530370715,-0.010659750326790566,-0.014433494744754506,-0.002448929850815948,-0.001209312369979869,-0.0036530137171449824,-0.0014658382821094561,0.005466651087317658,0.005103518648558181
Power factor (cosphi),-0.06292324717037878,0.12687546279915615,-0.022847467382306096,0.009475881125802358,-0.05420332608816191,0.07104606741153195,0.03662240021242822,-0.002895207916286118,0.03879814355554491,0.03211256232004719,0.08029553152769942,-0.004966986053428538,0.02144818581279595,0.06549951069794907,0.002519876765116615,0.07704218079249478,-0.08584246773822714,0.13441895939856047,-0.0976909490118123,-0.09665780337221605,0.10554694887430145,0.0599649753236163,-0.22594377725238984,0.10453876473424259,0.050611687486279734,-0.02792495693727897,-0.06933773083645314,0.04445334984181961,0.028569704789781773,0.10501595508973538,0.037222879541106355,0.07200056815445961,-0.11225964817093982,-0.01560114418212473,-0.11513411185331612,0.1847610973121087,0.009529431159289635,-0.045579765458310356,0.007878133335754614,-0.09087433297441286
"Power factor (cosphi), Max",-0.05037958593724319,0.15261007670051507,0.003263811728819731,0.010997979362096913,-0.06566806604731865,0.07381747196130667,0.03632316262628418,-0.003975502350181934,0.008370870065029552,-0.0022479933521149134,-0.04091413279501349,0.01847614034272185,0.011555631642319819,0.1270808719878443,-0.034684761660258155,0.05711520308485418,-0.012723400623350908,0.053817148313741264,-0.010571759423279838,-0.09616691239371869,0.17255811587921555,0.04905805781849619,-0.1379996677862536,0.09465570681583974,0.26677772953980566,0.056287161453464116,-0.1084860489948377,-0.16536737463491946,-0.027945222734146395,-0.12060343079699391,0.10468173726063587,0.05329689486527385,-0.032254461990734236,-0.11700365856412573,-0.08430583520012824,0.18902671173912372,0.017091929812131132,0.14453464467834806,0.0017117192813233032,0.10893729698339456
"Power factor (cosphi), Min",-0.06487111583588556,0.05116773210364927,-0.0616149561136482,0.006281614535787591,0.014761117644868914,0.008352657894684893,0.012865671574751,0.0107775279236564,0.05307544275038411,0.053081588781577586,0.18371224718825072,0.02578967051450649,0.05740789742495856,0.07716466059176395,-0.022231055231860936,0.03759034661670725,-0.10002902609292363,-0.0693582831651737,-0.1850866375034906,-0.07276304383119121,0.08701620280305598,0.06048135364770475,-0.13651661576116736,0.012965923696870036,-0.2275349195153123,-0.04694316530164,-0.02784260630666996,0.016705632500301583,0.06264563851127251,0.26087071710249216,-0.043752617797946924,0.054847485384646705,-0.16343517975153404,0.1394388895393339,-0.10532336153760588,0.14304264837371844,-0.0036137315837354994,-0.15065192153374996,-0.0215342805393682,-0.25616168575242354
"Power factor (cosphi), Standard deviation",-0.040913215051420565,0.1493202489683014,0.012722403217763764,0.01031086764741222,-0.07069944332589809,0.07650200940072217,0.037760151162871694,-0.004998834898778631,0.0007704926278651406,-0.011052619998473902,-0.07212796717028404,0.015627923724157285,0.004215540703512381,0.12230980461732549,-0.03370569203216105,0.0508216553712086,0.003997684101530994,0.06904173019179552,0.014470994067635953,-0.09156771577080311,0.16692206105153556,0.043869029381891855,-0.12792390495616726,0.09914314739402084,0.31527714518482963,0.06353199597580106,-0.11460160175219408,-0.1741751595719765,-0.03666703389117605,-0.16023647462374746,0.11528011431953777,0.0520919167815099,-0.015293582145144459,-0.14352205019657482,-0.07702984301008986,0.18358850586603945,0.015073428586429155,0.1620381617633319,-0.00048247369398963375,0.13700286498244846
Reactive power (kvar),-0.12908802755938834,-0.009938714698687253,0.0028774602353637355,-0.0029062621243967396,0.011388555911240812,-0.02855986092341325,0.002384633040630667,0.019493681319994433,-0.017558083712986648,-0.024393947525631732,-0.049540375205831426,-0.015668039687572202,-0.02888002735596321,-0.040948317232327294,0.009764801088395359,-0.026192415030890315,0.023327863216483457,0.03199904364811205,0.019251127347588097,0.03454336802654358,-0.01270788140379496,-0.011793496724170845,0.058093840970319055,-0.02022151330047388,0.014532915290396515,0.009279865870714516,0.010073267831252125,0.013301848714133042,-0.007462176986702194,-0.04437310309593696,0.005515107059172991,-0.010016885079822627,0.01308673473783278,-0.020446080944742942,0.07845566833754629,-0.08980721328353604,-0.051263685529821794,0.06848430343302642,0.04590981193579471,0.06458401238168823
"Reactive power, Max (kvar)",-0.12650611060311356,-0.00034609463735396325,0.01825675648714343,0.0025978937510025323,-0.0032584652690271143,-0.014263162953264833,0.009353884909160996,0.020139829631081886,-0.03450658182098195,-0.030047180945280073,-0.07394820038344682,1.9960919822921293e-05,-0.026179241056101997,-0.032262347198066595,0.0028062380012728785,-0.03169382965419766,0.024926693721906895,-0.01697569999844411,0.03577044630974898,0.03939620733225251,0.0032221718130176023,-0.01889152625777738,0.08358140326380302,-0.03261394101503023,0.021684277276491647,0.008835596077384593,0.011436032888747255,0.007779622765809874,-0.0008023494589252523,-0.01215800974411645,0.005159225953341281,-0.011334376104354026,-0.008765624210788484,-0.020725956557931434,0.06508565962755473,-0.0728471435451314,-0.06305387772963156,0.07469628213502363,0.056241754779337974,0.02250069024946021
"Reactive power, Min (kvar)",-0.12874962361253864,-0.018247028403719157,-0.010550456104592279,0.0012432221426060457,0.026541120745143476,-0.043065177252739846,-0.008649285788249476,0.019293301141347897,-0.0016734599579559812,-0.01807528068467327,-0.03180046775161702,-0.0014935268911951483,-0.02106612074034736,-0.01110973098085316,-0.008820855382619269,-0.02784925091732595,0.03397499982033815,-0.006507388209319456,-0.0003687102170598401,0.019192223645190496,0.005643184607434791,-0.00016647824187127243,0.060701717466741,-0.022867172902697283,0.015904468374157453,0.01306890441351305,0.0024630841868036597,0.0025906924677556228,-0.010656285358125553,-0.06576435150966589,0.009925820777774465,-0.016859884240035483,0.0053403588980307365,-0.03676259330997791,0.07604224817837982,-0.09488230048336295,-0.03569900629841003,0.06015385838568939,0.023387069913632468,0.0721725963316245
"Reactive power, Standard deviation (kvar)",0.08746566289327805,0.0469483697230871,0.06723293902164199,0.0022091087262809833,-0.07866722625419315,0.08824278639311016,0.04478616528827424,-0.01084698595022229,-0.06676285835062802,-0.01609727293688568,-0.07316496617340845,0.006619311602580428,0.004086073028088325,-0.03328502477991343,0.02602775740589032,0.008761868903259223,-0.036613119235973816,-0.020472019730894006,0.07508615810312728,0.03144910633175233,-0.008992428576304615,-0.03744789152148626,0.00942601657307765,-0.006905612095256095,0.004845462743474893,-0.021378424591848126,0.012092407972353484,0.00815463219990796,0.031030319194131965,0.17739647847542245,-0.017929975151860456,0.03112922261201248,-0.04766482447087534,0.0648487480362339,-0.07218981323720201,0.11747561740212217,-0.04301274607808111,-0.004644216165322561,0.057351651995581676,-0.1724535456679461
Front bearing temperature (°C),0.09213432003469105,-0.12309936500460798,0.08124447608793388,-0.009403425876050446,-0.03152354491713405,0.015019651783028626,0.009731430188684085,-0.017972056601376418,0.15138182974812367,0.05685719518223613,-0.022080544718907996,-0.02080275475369353,-0.005669221296615621,-0.09723091345610042,0.04780718143579579,0.05344462626290856,0.01681909124768104,0.017368514380253976,-0.02325545246538046,0.03383497178035966,0.024693555450189413,0.018786045692835783,-0.025561039809110616,0.0026181244242904165,0.020749767105789033,0.0052677382471617296,-0.08371541636701284,-0.004857766303036075,-0.005013055806672103,-0.055622329786169135,0.01958271360306517,0.03500868682389375,0.019646847379887,-0.029460213445055797,0.037578032603913195,-0.009702082602873516,0.0391013809364671,-0.009160349796640519,0.059158341061468216,-0.027024054351529877
Rear bearing temperature (°C),0.039806961246314845,-0.13377230308617954,0.14736075321803788,-0.007046664862874258,-0.058054688104887266,-0.00702842771099638,0.0007941156847839361,-0.00019920240720255994,0.21627969100062833,0.061838181071578395,-0.05472069557398628,-0.005347676625288285,0.010042025093030654,-0.09961396579865711,0.042567847730176855,0.03776693386955154,0.011556171236228346,0.008083233224789182,-0.05974038148233283,0.018166386957619917,0.08005125615997147,0.020576123346787947,0.006117413262779363,0.0024149620502436735,0.030538468870439362,-0.0017377723839208082,-0.085486736269968,-0.007792520175302041,0.009928638667381454,-0.02367602385622237,0.019928395156759288,0.020886963609489325,-0.016445239801142715,0.0007274494365994422,0.05248647643524813,-0.05268106271805196,0.023674148013958833,-0.012406473377735285,0.02446073757762468,-0.06413780864649804
Stator temperature 1 (°C),0.04297761180717487,0.035560063066966255,0.0850262413337643,0.001866623233039837,-0.0008065648913030219,-0.06800630823049762,-0.03494338454539324,-0.00010763346515926517,0.15546391029114975,0.03770458143632838,0.01360711699687565,0.021746233491390557,0.03533279664502937,0.14350918621323544,-0.05012011675518847,0.045473758491837865,-0.1762854195959711,0.03906828069295788,0.07179280723785447,0.007513803667040034,-0.005089438559891038,-0.0354833197849066,0.20502740639591605,-0.0909667520394043,-0.11293846720836295,0.021904942525949923,0.012969532171339407,0.0499118445267948,-0.008896254078730076,0.03677751634944469,-0.010880584666590865,-0.03421550730707002,-0.03589354109614269,-0.041098198277655706,-0.2128218068280696,0.038281524166662695,0.38330902138361406,0.5184051386040119,-0.05489232529759267,-0.07880902120313536
Nacelle ambient temperature (°C),-0.01917691902939798,0.06315001185202919,0.22198053987006552,0.0060230641245324484,0.014376569636004723,-0.08459865429883595,0.014755704979602232,-0.050482686379272584,-0.10729035594019108,-0.006958546522732992,0.06793725316720936,-0.0010450349357170323,-0.004772778709698635,-0.005191659426251691,0.009880990120856688,0.01869951262985117,0.059923665327818,-0.03028986602412863,0.014735173746165198,-0.0277061185437721,0.02405762036142338,0.0013107565417080985,0.000652378115095607,0.015476148878174327,0.0566488445673443,-0.00769599227648779,-0.009719023018465528,-0.024004227409290445,0.007667529455745303,0.01421555888015633,0.013942534240184146,-0.03205988561229307,-0.03875414728554236,0.008809536312755665,-0.028125968260471396,-0.025630056411042955,0.016655923140333616,-0.1014342022273222,0.1083007181509365,0.020938534427938128
