,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
Nacelle temperature (°C),-0.07851187929600434,-0.007341808114726521,0.18370880509987414,0.0033806109794610943,-0.025021663297247868,-0.05674697219498931,0.015208076973977835,-0.025373438634776858,0.02244052163310603,0.01964253396336665,-0.006686051397310988,0.009216533864054133,0.007698015106012821,-0.023499702607371067,0.0014639519765590025,-0.09974176678248294,-0.024248188899498552,-0.022889237014902895,0.08379288078592118,-0.1388450826333755,0.020138683513550127,0.02572576488844844,-0.0009013531967237238,0.002950066953433363,0.036391940689357596,-0.008523007422579429,-0.02607463190097842,-0.02343310172037378,0.022551060482367005,0.0022897030841402023,0.014021232281056416,-0.010225610331403429,-0.04339506503004231,0.020872277726868664,0.020090892416826125,-0.06517911995861174,0.049017647802317904,-0.12097272744325072,0.09387749552632377,-0.018728092467791974
Transformer temperature (°C),0.09727071193199144,0.07189604589040034,0.08220462198434762,0.0021624404688218722,0.045602676792799335,-0.03130390438620489,0.028710015308651502,-0.04084348432220836,-0.08086238284567566,0.014097221029618398,0.1080558877938536,-0.025518861495846572,-0.022489191674834888,-0.06757314448767486,0.038951543376067946,0.07595666013787286,0.021968955984075642,-0.04529694185068951,0.03419064459025079,-0.004533739430318371,0.007261837756346912,0.024206756193260705,0.039535776151462074,-0.048099227644160455,-0.060009323124008994,0.007967670896493417,-0.12348923487840244,0.02782192783035451,-0.0052019476210054425,-0.07435024993525449,0.013360252151665024,0.01651261395413546,0.03975268137002997,-0.07305045709629902,-0.030985030480736645,0.028817129921931247,0.19144951411060263,0.02316496914892903,0.0643824857672828,-0.05747051085592069
Gear oil inlet temperature (°C),-0.10713311399718424,-0.034230464160291615,0.06314647892909303,0.0004596814877922128,-0.05068905728446886,-0.0056962128962705005,0.00040358835307880634,0.024788686988061467,0.12889375154605048,0.03224391155936259,-0.030745126196160332,-0.017577680046870974,-0.025635312001195197,-0.11461747659685924,0.05464764846028703,0.022289585485398,-0.03051455036035582,-0.03742493472114744,-0.035100934776386115,0.03088821578786884,0.08907656884863772,-0.005406569904741559,0.02095084492258445,0.0071915545883779,0.005842524266525158,-0.004746291280642433,-0.07059840390643911,-0.015186277896887907,0.015661957782732966,-0.002732696648194567,0.005978439582827098,0.009091051265474222,-0.008637486139015087,-0.008345219098053108,0.0355716247866877,-0.028456014541140162,0.054363973050095035,-0.07988401633811368,0.037087361800439145,-0.12678775189642588
Generator bearing rear temperature (°C),-0.02772700778491554,0.027369827234756998,0.17971921553431414,0.0017715648196465212,-0.02911290966922536,-0.07797390641379533,-0.05146572471014797,0.04251515705873522,0.011980063785000963,-0.056372736749496506,0.06233309366889536,0.014101669015800782,0.032113833421412614,0.1933271898465809,-0.04392053441070565,0.09686786789106819,-0.15465737967038212,0.046632616983992826,0.12284750306509692,0.14385087036418925,-0.06618941680652204,0.005051752903940206,0.05327737624596169,-0.08486549867896677,-0.08145592651309251,-0.019716013203874,-0.21427208726456282,0.04019437312221852,0.007883544150719277,-0.026092333064543005,-0.007567333280348698,0.0785476817665261,0.04373515505922107,0.0008807482352515272,0.08768843413961497,0.10135070269236315,-0.1893540343668215,-0.06962490972189458,-0.07490825646845678,0.0669694162191989
Generator bearing front temperature (°C),-0.05709321511046186,-0.08910494040749492,0.1109737812336481,-0.0009394542337126606,-0.057581943720787836,-0.0329753444474118,-0.043751114186968296,0.048870356557012135,0.1267504928209348,-0.017616219419842826,-0.06131518540008411,0.05837717199035089,0.08128551563785577,0.2256887167184266,-0.10470577988985397,-0.09668423101254567,-0.1712167215244423,0.07584035771084885,0.05192409857982158,-0.011241975974746667,-0.08643133274291175,-0.0235509418826729,-0.040000882348663565,0.025835524817051914,0.005489605049539874,0.013277185657051074,0.1690257249189942,-0.01430090464094122,-0.026065638419828025,3.5996505864596684e-05,-0.006131274759647859,-0.039284699711554225,0.011106601189909646,-0.017012524358051284,-0.08013906500391693,-0.08592033918280609,0.08499567746542672,0.02901588854379889,0.044753402063110376,-0.06001146965547669
Gear oil temperature (°C),-0.06933074720191701,-0.07619811866340795,0.125692792303446,-0.0015171220267299191,-0.06335391351361784,-0.01650272258987526,-0.00356492819419452,0.0075969373608982425,0.21976638801613646,0.06488146599648796,-0.054058310050696265,-0.0023132720546662515,0.0021333134765544348,-0.09510973778058625,0.043348265438314756,0.06718961752434316,0.01032360206404955,-0.02143555231827304,-0.09009721029161188,0.015696922603159393,0.13316250527936924,0.010089419682833906,0.05943751602866157,-0.01582584089564649,-0.0006224964012862995,-0.00490444353330257,-0.08033502334095483,0.007375456547527925,0.02440845840510727,0.007877739282982996,0.007638743539770523,0.005988283377237221,-0.038194773779722066,0.02002979399451065,0.030862544344336336,-0.03137471103559705,0.01589472423142822,0.04512783918883096,-0.07109547958959192,-0.06884665642890993
Temp. top box (°C),-0.06829710724625053,-0.021774731330391914,0.1786302889801921,0.0011276135507931105,-0.02328227198916754,-0.0761270358321345,-0.012766708346690537,0.017841732611973797,0.03719106856659606,-0.00042035397360217527,-0.016001218415399553,0.026071456080467285,0.032906409162873795,0.0591596962938216,-0.03557914928706509,-0.0266518638886812,0.0429626365222963,-0.0023775124571060544,-0.05010727291416962,-0.10084220555820812,0.017144756490631238,-0.09630261032040902,0.04583895698323062,0.08484149186626717,0.054549565588745935,-0.004569881607777028,0.19557622171504635,0.003310016588442821,0.006277176186756944,0.09063534015250024,-0.015378512683992297,-0.0773757049064283,-0.0875453526963493,0.08457638703707088,0.023418841524854756,0.06255917763848806,0.02564524368844695,-0.03669379305393171,-0.03452066707881568,0.1810003371370552
Hub temperature (°C),-0.027885461822932195,0.05657571786053629,0.20752286830115318,0.003205269969919973,0.05585162104651622,-0.10172071405755412,-0.0018609087347214639,-0.06245451475032778,-0.09797583254501177,0.01192199671670179,0.12134305692742423,-0.007844094624525776,-0.00082354797060634,-0.01079643205244794,0.01198065179374887,0.01116176288608967,0.0657563369364455,-0.01463671486824906,-0.04948886910412698,-0.025937461425271275,-0.008375586220016074,0.01139952575899298,-0.04702628838653061,-0.005802534395962698,-0.012814116905507489,0.0021249179835179793,0.01809829582095873,-0.0072930951007688025,-0.0021475953780490126,-0.013887077906163593,0.0034261738851055906,-0.01828225501239185,-0.018108449984208658,0.0015227011450768269,-0.03598479936280262,-0.026375183596656686,0.009778972748660214,-0.04108768021199907,0.01631943366731555,0.0063287045729843545
Ambient temperature (converter) (°C),-0.011098298792915155,0.07168835100662438,0.22105532877179662,0.001346169667324379,0.005123032935048892,-0.06622985693671134,0.03018994949786544,-0.06464569675731269,-0.11293798376162774,-0.0012449472486642296,0.06047318324954869,-0.015634721790387156,-0.015572151095452187,-0.01834008687689814,0.019587630709695464,0.03308836299038234,0.04315202568901901,-0.00647357175555569,0.035978937723330565,-0.016125087750089775,0.019523088183383448,0.002437485127839514,0.01824968047856267,0.008326306027886114,0.0437029038720545,-0.010024509240773707,-0.03340265837996809,-0.019234204536442225,0.0075841714617409725,-0.0015553028786894282,0.01153260332474318,-0.024953469112535594,-0.022453972064199728,0.01933936790062348,-0.019089579237112943,-0.03187025821966594,0.05161917084913909,-0.08983396965061756,0.13240494580429302,0.04035500620343203
Rotor bearing temp (°C),0.03392695973264948,0.0219100664130636,0.2129546436751135,0.00530846622408862,0.030819513533009307,-0.06237482249889814,0.018180250543737664,-0.04448374595233938,-0.04560451713240036,0.022571745468700742,0.11008094238290997,0.012237378137007576,0.017422845820304393,-0.01787648554353521,-0.003448803527825059,0.0375580785565507,0.06159168781027858,-0.0947725197174265,-0.07433066654188801,-0.04787565854410078,0.04835803201156564,0.027987694401269546,-0.02244084666786889,-0.013044380813383548,0.007251605897338129,0.015278727786198314,-0.007258284093981965,-0.012476160816092272,-0.015464152175585378,-0.044814600815773056,0.02131052824556423,-0.024460363135469936,-0.006886327589620898,-0.07148461944161238,-0.01754200707182898,-0.012414797819614812,0.09810177362986007,-0.024488769251554382,0.05549260501372264,-0.06753262328764256
Transformer cell temperature (°C),0.003826229417092903,0.07103409995956297,0.2228945263424263,0.005779107876699592,0.01928196062342039,-0.07623250817721883,0.022880976449794862,-0.04917111806160318,-0.11715247024139214,-0.004480915799302145,0.09238721193726415,-0.009696260809830305,-0.012713095710745756,-0.02335683146449452,0.01979060785356729,0.04088020441056549,0.059385850082378906,-0.04054644780257284,0.017232305626040903,-0.025480139644493707,0.01236650350098403,0.010823985460994293,-0.0008189770388335304,0.00823268108099711,0.028125246026936175,-0.0031324898394234496,-0.027657755564863613,-0.016583763249553338,0.0021417435120933857,-0.012608879453646325,0.015018660257764632,-0.026262149992043553,-0.020095713557253717,-0.0179105731506459,-0.02567538758753416,-0.023417257777513537,0.051022069299728356,-0.08073197703168017,0.102716545746308,-0.004651678669848353
"Front bearing temperature, Max (°C)",0.08990740304788158,-0.12402811600987304,0.09113208309295205,-0.009102793242785272,-0.052024533845311534,0.03949818524739754,0.01842322047518953,-0.012676708322431436,0.1244846389458988,0.0381017470803433,-0.05163939329404984,-0.014048899789210718,-0.0007402224020207308,-0.08012017595695743,0.035423087874688286,0.04533176498100062,0.048470401351151736,0.04873173922268178,-0.04096054758332066,0.021436526232907798,0.006370212914873427,0.034797195184649916,-0.031579577218258416,-0.009947034695721222,0.004190648191394938,0.005194742851565827,-0.10151788849526014,-0.010864197664049446,0.0013484427483285418,-0.048482320334051324,0.021827393425828158,0.04958801656996247,-0.013276808227295413,-0.022596369266548292,0.0501489214308839,-0.026563857526476654,0.06262533478244398,-0.007608174244500058,0.022445781176124363,-0.02034281187792609
"Front bearing temperature, Min (°C)",0.09079953405353892,-0.11944183573311488,0.06673325078635316,-0.009184604218971307,-0.009570012051792491,-0.010379023315433984,-0.0002042520861172066,-0.022349165417963845,0.17719316905936353,0.07538885684065144,0.012844286145004163,-0.026049655521358246,-0.009822875822658608,-0.10818656059816184,0.058165068581853586,0.06093312584266419,-0.019611881502738106,-0.022667505106285346,-0.006323122432087564,0.042299491701545636,0.048849265306218866,0.0033111880198007917,-0.016789799733141483,0.016066187617838786,0.0399222503790361,0.0064607342273621145,-0.06410038651520125,0.002596205625034702,-0.011323427515670476,-0.06290314408911696,0.019117673413809103,0.016934637132722613,0.05685440094131334,-0.04000082826817361,0.025066133127981838,0.003863068255509231,0.01000553882889306,-0.010148656122434527,0.09675242894084006,-0.031994575845016374
"Front bearing temperature, Standard deviation (°C)",0.005886428556995637,-0.023377358738579337,0.07191698720200661,0.0015015622056686767,-0.11516303565495328,0.13581034923723018,0.0512184569327974,0.028013807292164922,-0.1310069961524702,-0.09863322108895102,-0.1854504040602986,0.04365243145855685,0.030998629366844777,0.09183961757293072,-0.07369319204555298,-0.042436194169277124,0.2019707840320974,0.1581897201148004,-0.10791477440682219,-0.0618277669130878,-0.0901869913088305,0.09308268226758937,-0.018208652114255576,-0.08605061665529684,-0.09252853327796923,-0.002840523156546468,-0.13576233528110018,-0.022944227436498106,0.03957753403732676,0.03698840714138148,0.014801051548935795,0.09576052041186757,-0.21127580051155898,0.05132279466060688,0.08790755766449912,-0.10196821316995369,0.15657217181269148,0.022939906790424062,-0.2176107022486075,0.004283588340918881
"Rear bearing temperature, Max (°C)",0.04196157219869423,-0.13184983336101105,0.15389487278854797,-0.006649238327770876,-0.0833020924827764,0.02794010366446594,0.012574451964825898,0.00699334558264157,0.16742335268596106,0.03248456815864097,-0.09143432996993693,0.004375039174497331,0.018117929937793553,-0.07481741045800211,0.0255806663865501,0.02582128029674955,0.051751958215159925,0.04824077468049673,-0.0778977344879868,0.004014124972238423,0.04740721990367903,0.03911970457151352,-0.0038970177608198707,-0.014619073653534518,0.005201722872566027,-0.0006444332522398365,-0.10408083118728025,-0.012302705583869665,0.01598317059518906,-0.013398532569684807,0.021471489970929604,0.03871424383873986,-0.05559160919212594,0.010127484145749606,0.06397161029180705,-0.06582095804454899,0.052404586623229624,-0.011301616271369842,-0.017055714908865947,-0.05608982316558757
"Rear bearing temperature, Min (°C)",0.03268839903716059,-0.12829015141961844,0.12812359727819314,-0.006941158040621926,-0.027012190514192132,-0.04442736609570916,-0.012766371433060593,-0.007959613082034734,0.2597737987480678,0.09170100644518862,-0.00354176837975662,-0.01613782855051545,0.00017060217064501643,-0.11887072896407698,0.05978561142296423,0.05018249288064289,-0.0419022925617517,-0.04398120827855382,-0.03581602620708031,0.03091549776123731,0.11617121157239833,-0.0011499042564744513,0.0165870156125023,0.0231871863424367,0.059154305212898724,-0.0009342345252246198,-0.057395817199964075,-0.001779803513494091,0.0012009123632487637,-0.036127854748688806,0.020384303246041804,-0.0031461841321013817,0.03418443850399761,-0.017595738667686572,0.03605472710196943,-0.036240476116511496,-0.015394891808253756,-0.0086339523105611,0.07132031332527362,-0.06282529203808142
"Rear bearing temperature, Standard deviation (°C)",0.025223368218156062,-0.039276988444105834,0.08295491900358407,0.0005042683611413778,-0.11781347415525745,0.1334215505083376,0.04747878374103364,0.030671146354292137,-0.12109235360189226,-0.09864029077181095,-0.18505730132118012,0.04733986656499262,0.041372168350865726,0.07769086172498223,-0.06737497753214475,-0.040017770797881935,0.19199151629507805,0.1476200263639426,-0.10507689600189739,-0.053747724005222895,-0.09158791073126163,0.08595263148969932,-0.01652257486567772,-0.08430265008251489,-0.09523534456937348,0.0013013126681442333,-0.13069997564938146,-0.010169019667467666,0.03446527345136192,0.041002937049787934,0.013101953615660147,0.08736493139502886,-0.19178456462810517,0.057062123160851186,0.07874801447756066,-0.08558229163843276,0.14157381906050365,0.008549604354238231,-0.180371869533329,-0.022443346272223344
Temperature motor axis 1 (°C),0.017039174630228644,0.2080619013220289,0.056959489368242085,0.001045949508412976,0.0428944094573499,-0.04110502948344281,0.017323587157820335,-0.07066526278502369,-0.047887544906374375,0.03355394500974143,0.09332553839664064,-0.06287511201314205,-0.05812851487707154,-0.03576499443504714,0.045409725217807784,0.1028197491383416,0.0011925408389931256,0.13217602143091045,0.052248509915115676,-0.027266071845760513,0.025558827001982726,-0.0004420803657869156,0.1272647370912402,-0.06688160561572482,-0.08025606372610491,-0.0018588126632088087,-0.056809412367648575,0.019784280809374687,0.020924723701383374,-0.010286538279909708,-0.006536745527156315,0.0008290487458813278,-0.01735496172524421,0.043413284158278526,0.028710848834504397,-0.08112391346434401,0.12134038639078776,0.1280853152230614,0.036820748652769346,0.04017877347447647
Temperature motor axis 2 (°C),0.019396592799844504,0.20768525033016388,0.054156802517446596,0.0011231746077895388,0.04380678465481355,-0.040194781054511394,0.016626865877721685,-0.07107730741820058,-0.0470214413181033,0.03411208894092134,0.09173142395576689,-0.06315453576733517,-0.059648864294358485,-0.03720623754534087,0.04596834172385949,0.10644177773495389,0.0010979025095927475,0.12990426093444526,0.05011441083288833,-0.02778488595259245,0.025383838471278054,0.00017540995156898383,0.12750751380817096,-0.06741581928807579,-0.07907065629531118,-0.0011211658254709767,-0.05813857663775281,0.018800844177958645,0.020370052214748448,-0.01094630021720132,-0.0054192493312534284,0.0008924895716275333,-0.016757894198446723,0.04088774385681063,0.028386143479948247,-0.08260509037466478,0.12146074543740562,0.12987230666006339,0.038350798085610247,0.0389812766167669
Temperature motor axis 3 (°C),0.015123803001114475,0.2080232564004936,0.05620316753080917,0.0008896361969697697,0.0426534320380061,-0.0389419501108698,0.016864456813421178,-0.07328806334039445,-0.04727507806930227,0.03470637122510744,0.0914783577517136,-0.06284142351416065,-0.057748779019410085,-0.033210464698566644,0.045251523381095525,0.10542747818859795,0.0040716715330799715,0.13715536388966432,0.05073743831585094,-0.026804010140784137,0.023809484298561636,-0.0010904918372707452,0.12335177179288634,-0.06396767650149152,-0.07530351950263302,-0.0010889700287914916,-0.04799271963813832,0.016036703660994193,0.020097303953591435,-0.007497516832228011,-0.005693835206284345,-0.002403490757499009,-0.017929296875542816,0.04405688887055294,0.0284823675400703,-0.08662733158292944,0.10896425496607928,0.12215159814707353,0.04026763144104066,0.04099221456962359
CPU temperature (°C),-0.06646505694408586,-0.02756183290197743,0.16242582622762097,0.0012370957301795426,-0.02611576998315095,-0.07123896651961778,-0.016143680224494656,0.02665698355476747,0.04782409014060757,-0.0010520790504254369,-0.028851331284041274,0.03043230752010617,0.03614153056455756,0.0627908266653391,-0.04080120709636828,-0.024527888675632062,0.05359898951232985,-0.01017600811895589,-0.06729685291729368,-0.1076167695810503,0.025583982980225156,-0.11778704733541545,0.06171811669969322,0.09731773359075224,0.06252075106609802,-0.003986019063875107,0.22607825341221582,0.009239596334143174,0.005098177466983466,0.10298403407274316,-0.018090247449285786,-0.08770032919751489,-0.09282713568145687,0.09174880153814713,0.035987599650399216,0.08434839056976531,0.015782331085922693,-0.029806915954680317,-0.05915268871708914,0.20431994058558692
"Nacelle temperature, Max (°C)",-0.07728313664877758,-0.017190962018341978,0.18810029464848524,0.0028845425963743795,-0.03354265678336779,-0.04710585695272283,0.015404544987223512,-0.019983220986575543,0.01910289966232375,0.010874010304595245,-0.020090402165182854,0.015509042672910513,0.01722502876883871,-0.0048416341246737445,-0.009932247172602259,-0.09042346163120811,0.0007904631993944323,0.00385336403656467,0.05298583367962177,-0.13531943713407232,0.009975665075929105,0.03341362842603275,-0.0013911967124793513,-0.004346644463491837,0.018269215263592355,-0.007056450973316562,-0.02649264334457349,-0.01865667282698198,0.016923927296882236,-0.0023256184799334972,0.012421676751312477,-0.016329134507726314,-0.015095524620726528,0.011359357294872304,0.007012425946473824,-0.06111948033608636,0.04569167499470323,-0.11003729106685531,0.12826504188876037,-0.03224530998677698
"Nacelle temperature, Min (°C)",-0.07790422561130785,0.0031290534288943394,0.17793933923328875,0.0037815580892743266,-0.016377324993280366,-0.0647507983020415,0.015566949010644236,-0.03019458673200076,0.018514030064764934,0.025491026736639506,0.0065947026438325194,0.003179578538391878,-0.00175023683747975,-0.03569810318473439,0.011184055329708804,-0.10265642099543533,-0.04467621770041614,-0.04523481371298216,0.10603775551095931,-0.12864743101766812,0.027567975209133535,0.013673252670913915,-0.002481536504319355,0.012687775549009747,0.05375676880050448,-0.009194166270192573,-0.018531590547863467,-0.028420309677504675,0.026575668226312604,0.01013637580495252,0.014627098003723402,-0.004937159384346012,-0.07608001782264891,0.03218081953239213,0.030188440757391487,-0.06960218673417404,0.05474292736201697,-0.12540795847884062,0.05367777092970793,0.0006252746051883876
"Generator bearing front temperature, Max (°C)",-0.05727544508998588,-0.08984341699585027,0.11232074514445187,-0.0014058994424617991,-0.05875208245895261,-0.03121214142646435,-0.04441897368728777,0.04941071759979047,0.12148475147365927,-0.02095536621668897,-0.05936801254986477,0.05500394157621395,0.07829566114094699,0.22438456031977783,-0.10028675273173515,-0.07047977026498907,-0.16263237130772756,0.09727156687001164,0.030461056287114506,0.028880332918946663,-0.09051742005046773,-0.035704589856809146,-0.048007741626836326,0.038510171822351724,0.017437161503376673,0.013422490528820268,0.18454164697331293,-0.01730196940900501,-0.02904779102221307,0.003181763063680197,-0.007171264946875235,-0.040664120947793786,0.01017430626908657,-0.01143384818846635,-0.07898688507222967,-0.09243346827806796,0.07995040366604335,0.003848935031424486,0.05304509768998948,-0.059976768871848725
"Generator bearing front temperature, Min (°C)",-0.05865135074302287,-0.08883663360093062,0.10953885133384667,-0.001295081296228213,-0.05699383927787286,-0.03350655789367414,-0.04248135788717969,0.04653683897868672,0.1314300731675385,-0.013474253592477335,-0.06154884234916206,0.054190388118845634,0.07693108080948452,0.20615619857190345,-0.09720146475683894,-0.11791881644028017,-0.17622986686179573,0.08664166294872809,0.07303536170884757,-0.048215831012804716,-0.09551730252467501,-0.01098666463840545,-0.046875680382903476,0.02069736866375839,-0.001273750532850032,0.010980693070803849,0.15701309648725847,-0.01189201261738132,-0.022520199779439296,-0.0020082043174215122,-0.006480148310226343,-0.03219068036346511,0.0158887423908376,-0.012192303773748726,-0.06358714405404331,-0.08446229754917162,0.0629305065311052,0.006671408084746722,0.03695480173753344,-0.052341745984725775
"Generator bearing rear temperature, Max (°C)",-0.028851096830762448,0.027958280862570312,0.17853483635878464,0.004585886334296143,-0.029573380978367775,-0.07635346155203605,-0.05132021866728435,0.043602757107517154,0.009638425627565816,-0.058183314578727545,0.06171945601786736,0.017429085361396517,0.029011067952019583,0.19254558910054817,-0.04253620624934122,0.10841966212258863,-0.14961178020436866,0.04802969342522355,0.11116135146519335,0.16241526921164928,-0.06758969354969138,0.0009996166943621334,0.046157481804955415,-0.07857707608375296,-0.07375033877606596,-0.019484988920057233,-0.21104479840977927,0.03588701687223142,0.007290125293961656,-0.024492840884328286,-0.006724995014698962,0.08159743892447265,0.041213219553881485,-0.004139114885111978,0.0914405379580956,0.10318257621956103,-0.20295233458224338,-0.09825015401085413,-0.07980447920752246,0.069745627928085
"Generator bearing rear temperature, Min (°C)",-0.026984413307279263,0.025945351154889797,0.18152781660702821,0.004428960276782172,-0.02871832783683278,-0.07908796389746924,-0.05160699969775443,0.04213963340071811,0.013726289673458396,-0.055412286404441256,0.06192698274274806,0.01725346608620762,0.029648993009731887,0.1851942272484691,-0.04181009609490098,0.08449755612795759,-0.15666186102369806,0.04621710108056308,0.1330961107653215,0.12607422997642276,-0.07001724908951623,0.012290925464382641,0.04553580431335657,-0.08598139543132435,-0.08316245409205585,-0.01987577275282803,-0.21629605821482878,0.038957088728462236,0.007601191679896104,-0.02696216073905787,-0.006878946207306336,0.08000845243703986,0.048648084756575304,-0.00807218049793525,0.0912233050492679,0.1061335409788145,-0.21630965029423893,-0.09251557626451148,-0.07974028473605933,0.06393729647751188
"Generator bearing front temperature, Std (°C)",0.0046659181779447195,-0.0018740526014535295,0.018573470189954682,0.0015253931560663446,-0.013852303787301208,0.006348502715705607,-0.015451488710144142,0.04155055529600617,-0.05730425147537484,-0.057050209971640654,0.012665724547265209,0.00952712945116974,0.004288678019097521,0.104287928058669,-0.024427496597211378,0.25982207337957375,0.0911255004143138,0.017849586744819495,-0.27379148639143597,0.455600922060831,0.0631676046336073,-0.1449162996356017,0.006853760654454602,0.11583041886621975,0.12238682551776575,0.009356293025440665,0.14974250109363801,-0.02877559207405761,-0.03314133937200641,0.027464028824123687,-0.0017243194101594882,-0.06383406660511809,-0.03880778077246012,0.014207148593025895,-0.06532499630345774,-0.10848047412331031,0.10037450554559567,-0.029456262058133995,0.11256257482796804,-0.07870918754591508
"Generator bearing rear temperature, Std (°C)",-0.02437152366081511,0.024449302067784166,0.0065157575672403194,0.0034336850437148006,-0.013141903914055078,0.009826866482876397,-0.01034703395875363,0.02519866314434582,-0.039090905317054975,-0.04221728894489663,0.004514881906753254,0.012371599620559719,0.0037736218949393913,0.13623494444667972,-0.024241787982871313,0.29854619498328977,0.0602491567731251,0.010554612332922673,-0.2222410887775103,0.4537402199347871,0.023675970510419395,-0.13207053835044302,0.022601348218914956,0.07074581000557513,0.10422167250010218,-0.00204237333081754,0.030911155356335884,-0.023202367843936644,-0.0035151175895201097,0.015953712835508588,-0.00168293514906959,0.023248481359320727,-0.07419996035139287,0.051525595037426236,0.02935679506679431,-0.05070266631324581,0.11925160368039064,-0.09723486612506234,0.0048689866843450655,0.07254097136934362
"Nacelle temperature, Standard deviation (°C)",0.000701139591608148,-0.05049466704701506,0.026409350217385653,-0.000617452340319202,-0.04890029100124411,0.027848441373656847,-0.017596408578454195,0.09976790024538644,-0.001953775138977319,-0.07700414479922477,-0.034440390198983414,0.037806929754139136,0.05955587089336588,0.10557741347798574,-0.07005869093216041,0.09543631245535945,0.21743625375781797,0.14792662353066735,-0.21802796993423504,-0.13458266523240822,-0.006468542437883702,0.057025176734144915,0.10946024222634643,-0.07589092294934395,-0.17316944343797677,0.00040690619024992547,0.006867785375978914,0.09285614721205185,-0.04264484070824147,-0.08436236933085248,-0.030090951899321608,-0.13333109322197406,0.4176851017617578,-0.12085240119213105,-0.18285396658883563,0.14039001600301879,-0.17457556758920462,0.07703765034281643,0.44185051702905775,-0.12749226611271827
"Gear oil temperature, Max (°C)",-0.04656693463620509,-0.08034363017449704,0.07533593056054255,-0.002831257728275416,-0.028304495333706534,0.04043466923906575,0.061584991881276085,-0.13196748899496274,0.1574659776365356,0.13435035705048928,-0.12188384162471763,0.02664053099913152,0.033298975543652784,-0.01717812575023624,0.009223212774301468,0.12472262610706193,0.1431233683785723,0.0049746558073687245,-0.11533450516457064,-0.05006877968743012,0.07561231466844136,0.03679328634651985,0.11002936197191863,-0.08946967812673966,-0.042165665776966996,-0.03653928285144248,0.005837279964762101,0.08095711469365374,0.02522227641492256,0.01756347005733218,-0.06102084513519146,-0.018619374405011616,0.07511680805625015,0.10625026714757682,-0.12196484684131945,0.140726159962122,-0.16739951191117097,0.08595325985816507,-0.22416624430576196,0.16188513037809532
"Gear oil temperature, Min (°C)",-0.057509964750369125,-0.05490415857872945,0.06741716295444916,-0.0009500042514307228,-0.00928132588188316,0.009050242527926022,0.0532521209573378,-0.12942605383649367,0.18759718312963358,0.15402786360609325,-0.08141637095909075,0.016178820096972534,0.01764489846164352,-0.050050666302106556,0.04192515075558483,0.16786745627270117,0.09233275538697515,-0.10493500626365707,-0.0076457530811182665,-0.03447107190460796,0.07890898960602492,-0.016780177474212035,0.0892133018783997,-0.046025400097413974,0.02239257540916803,-0.0393258368446881,0.06482514663502961,0.06984519116142762,0.026164845137937216,0.040880384624549154,-0.05958249877770721,-0.01880874123584171,0.020759843425404545,0.1103985634859409,-0.08032600717621574,0.1580007498819331,-0.15239184364676073,0.10849744908097222,-0.2345006331468394,0.15911542372942206
"Gear oil temperature, Standard deviation (°C)",0.026356901193059112,-0.056111503104580754,0.05669440007003836,-0.0010897746855526966,-0.059042837901256646,0.027146091087788964,-0.012757364952763472,0.12926669812976968,-0.07376715150092614,-0.11575375836413476,-0.04016143161619284,0.03179072559945786,0.046421056631455064,0.08374860542602343,-0.07784338221618084,-0.01894742769500823,0.22851796851800354,0.19263835408175428,-0.26056790507377625,-0.1684955941743394,0.009006343213941899,0.06740234833924066,0.09822884230040986,-0.05696156567579215,-0.16736082120365414,0.005720610537013948,-0.07180901417954233,0.05422931649428908,-0.0019387318462515792,-0.04961996879139843,-0.008338293205640612,-0.032880661063658695,0.1186550122292368,-0.007290023852643532,-0.046725512730541076,0.013848226101896167,0.011752493365771527,-0.07203546421704608,-0.007414967870581386,0.06326599270531903
"Hub temperature, min (°C)",-0.019706391760707456,0.04513919941754265,0.15683003324566835,0.0036475767829613386,0.08339483259235755,-0.04358658353586374,0.08199099597384295,-0.1829661061936332,-0.09446487432119482,0.10360113581072476,0.05162678893782644,0.012227841542714305,0.01094518954667294,0.01008294000646379,-0.027536939751390863,-0.11260071632095398,0.025764243395314572,-0.007510122330279737,-0.15927367629597847,-0.01952999120369335,-0.024724448122699125,-0.08589775205097788,0.008631047627268382,0.05411729075369921,-0.00815595768000598,0.006347273977831171,0.07771182683990413,0.015095674617013922,-0.008957511078329424,-0.005437595368894779,-0.009501802594350742,-0.009674957254141307,0.006689701187518618,0.02985238133544927,-0.07120387477542349,0.0032933298167510255,-0.017213779646772037,-0.048174272765434636,-0.03708606524581936,0.1397364234588029
