,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37
"Wind speed Sensor 2, Standard deviation (m/s)",0.08819328968337949,0.08840597892028548,0.03725704115835599,-0.0022748619086205846,-0.0741020942688688,0.08285168523198544,0.13726525132703654,-0.05668465158156335,-0.04466344285643023,-0.0033278571925617817,-0.0046580532711315605,0.060953405032214025,0.04145631621925511,0.043038553720642095,-0.006366782640147294,-0.06640174350887891,0.044430381859881754,-0.034568902725293144,0.010066221920318377,0.03854764716416405,0.04479090528180136,-0.01835423415482973,-0.002966246828814691,0.011713531515018267,-0.014626606333063445,0.017618438521158054,-0.013054012360099586,0.04090822895731805,-0.024419692618842005,0.0101659096547203,-0.08305517875195063,0.07322146338841631,-0.10488669317799175,0.0007510072775893939,0.020338126307850916,0.028542506534572826,0.05263528923239355
"Wind speed Sensor 2, Minimum (m/s)",0.10831219306364447,-0.027877146767798518,-0.06087658048786414,0.0043511998729123536,0.07099879091226763,-0.062026696227331535,-0.10094842975484514,0.034774603469364014,0.012083135143016802,-0.0003064625390788549,-0.0003126969903884391,0.012442013848242867,-0.010408032883468143,-0.029545027195794184,0.006392897901889426,0.06491237048907444,-0.022957586549215647,0.0004829666466807936,-0.007446191009182633,-0.008430689399621646,-0.027206315555433437,0.0008246788184690379,0.003914938247946335,-0.016546801682197687,0.002646260112499535,-0.0033262828601102017,0.009430406879338986,-0.01270831490216065,0.009333837282082483,-0.003147552327217959,0.05030543599775898,-0.0351750154753431,0.04663349781867318,-0.014399148946162815,-0.0022542867852893833,0.016378219153723506,-0.0006559638831893921
"Wind speed Sensor 2, Maximum (m/s)",0.12513233504544374,0.03746385503710657,-0.01501680174301258,0.001444871716955981,-0.000920044617525137,0.011760893982272827,0.020663391713181545,-0.01368824300873922,-0.018178128645890856,-0.0017236822011997346,-0.0029215719397574294,0.043944607169913594,0.017409721546611523,0.010338085282955812,-0.0006737149246765842,-0.001315849839029326,0.01625813161050165,-0.020478421857146878,0.00258141832019132,0.020069251665495738,0.013125010315528353,-0.011721930429585664,9.680128811170516e-05,0.003365738104013055,-0.00584204339650158,0.006187557875289413,-0.0038618032496991507,0.013284662993844468,-0.00812584126884927,0.0035786183166395882,-0.022142922604531916,0.0265150857806915,-0.03906331499156786,-0.00579613094531042,0.016831498210817246,0.022586038383617557,0.03693165329067924
Density adjusted wind speed (m/s),0.12681515513131222,0.00568487053590848,-0.0347906979584576,0.00294038898238678,0.035409164815085784,-0.024338788988390106,-0.0374215812580353,0.007467045777384607,-0.008575211233489477,-0.0009746910806825064,-0.0013709699807700855,0.04841494526485007,0.010447183046445568,-0.0013227103450341796,0.0021326460858999904,0.02798747714806915,0.007384564855421036,-0.011751044202520244,0.015762075685311794,0.004693516696462868,0.0022443294782832773,-0.007726786292599708,0.0014182495697817113,0.003173480776706178,0.005995070141997266,0.0010088953738026998,-0.002723545455798032,0.014177740634650715,-0.0018046190033685836,0.006408184958011723,-0.010238353929637928,-0.0013604451335329174,-0.011729762203283894,-0.008956548242625002,0.004516888717286038,0.016947201312308348,0.031447253389957464
Wind direction (°),0.01266844151390405,0.026007632301700816,0.015485387716253724,0.00383007930569077,-0.05207790330263406,0.2736493265422139,-0.12358208558837813,0.19586054466429187,0.048948842408984686,0.008741939051541844,-0.05118296031607822,0.027656190971430045,0.022591275272043188,-0.01648571818011102,0.009424148127424772,0.020809580148317228,-0.04085026354156639,-0.018775678534412032,0.009932654332623692,0.02086685837900066,0.008482841400257814,-0.006121753481576426,0.002406232794057289,-0.012332162759190286,-0.0032782684975976306,-8.318199006408789e-06,-0.0008688575248012656,0.008601155168768776,-0.0018977531757060628,-0.007381714202989567,0.003585210909695463,-0.0036732289978196504,-0.0001354663535774181,-0.003753829951859494,-0.00661894366346772,-0.0008310182876793831,-0.015303668067784652
Nacelle position (°),0.013015525560767604,0.025931533451576377,0.016365261999808093,0.004296907680825886,-0.051789666768591716,0.27983563262935796,-0.12867434170819372,0.20780099900779536,0.05076662207375965,0.009295891693196556,-0.055651915734911156,0.04031652498883984,0.02215712296130612,-0.005336875038117925,0.0032823393774928074,0.015655862666344278,-0.03209636218380382,-0.019231473555557755,-0.002578256779256327,0.0288895767471343,-0.004296929963492957,-0.011159063078959669,0.0054373903392499895,-0.020141314185239977,-0.0032368197754719975,-0.008972861515478128,-0.0031016672188506145,0.00521891921483485,-0.0031563336198271543,-0.00464427178113486,0.01315412654607466,-0.004093321602789229,-0.0045724701524410966,-0.009238762442551368,-0.016530805515535665,-0.006431821708603916,-0.03360951192395645
"Wind direction, Standard deviation (°)",-0.00026783557362581375,0.10018122307443678,0.06221397781122053,-0.004009293817995973,-0.1085782937803691,0.116430415816625,0.14076594243126744,-0.07537496428626589,-0.035809256609327766,-0.005055539824118611,0.002623941890255478,-0.005028853132434993,-0.010560466789576062,0.04883623996228305,-0.002243551777249525,-0.002380882150169669,0.06923234228000844,-0.009684101392796407,0.1450407801871283,0.05126019552910251,0.1469237299152408,-0.02869117627539075,0.015708013947757213,0.08908766445877023,0.06977509931585676,-0.14134270745381922,-0.020403480779148407,-0.09504232299870224,0.05449746882403285,0.0803678950878246,-0.013106450408491899,0.006016384134930171,-0.04404761403618386,-0.014739366636368711,0.13067619744105416,-0.12157978230150136,0.09721091768059607
"Wind direction, Minimum (°)",0.014552293568753844,0.028287321288549754,0.009861524831279906,0.00445336621771324,-0.04089974482528009,0.2511416755370753,-0.1236624034373646,0.17099230519723524,0.04717888700365239,0.007845546196219078,-0.036288229733641375,0.011879914961631356,0.009684069936839734,0.003032280170686418,0.006921346494942755,-0.022658295440205423,-0.021641794729147547,-0.0020983696650125894,-0.015371608798301184,-0.003361309572900942,-0.008630107067786743,0.0011071838531624082,-0.003174195035869236,0.05395317796064562,-0.029369286073773204,0.06079778745445118,0.01299151435617349,0.01311541335677402,-0.0164692793115861,-0.04361166254926141,-0.0009318155759934221,-0.006142797596725598,0.044980881439869724,0.007979728804608302,-0.029811994749748973,0.05708499796065675,0.01605570439302892
"Wind direction, Maximum (°)",0.012645237355319484,0.027445803690523237,0.02198674780368921,0.0028254681424349625,-0.058451474445471725,0.2583174526174696,-0.10183338813209512,0.17931973026086512,0.046070522974333866,0.007589644252232075,-0.052545920902706156,0.02758279219989601,0.01710343309772014,-0.025238911343565873,0.001377764405208065,0.032575280411797254,-0.034972165147243675,-0.01816870822399219,0.03707306628430501,0.030911493675112617,0.021863647795153436,-0.00814085782932869,0.0035704729066685856,-0.03731853900886059,0.02020210376721421,-0.039886143302931595,-0.013957182516242313,-0.0007173682440069357,0.012174970303202685,0.02320526981153412,-0.008834049578979,0.00917159100715595,-0.02953980235772835,-0.019550214350855598,0.028143999820991118,-0.055002776655013304,0.0025860163151543297
"Nacelle position, Standard deviation (°)",0.007718499943346282,0.04752135942758426,0.016908151537977516,-0.00048207388603499306,-0.021333261666812074,0.001720994420269216,0.06089137678344261,0.015300947019576419,-0.06218700682891156,0.0010689412072678595,0.0006578082031948873,0.08976857933135549,0.05118607751751514,-0.016233439239438062,0.004100323218636737,0.06402489224223123,-0.012802452833545488,-0.051395402817931424,0.1931509582174864,0.013964140972378587,0.1568890211939351,-0.03531125125947013,0.011538510735841598,-0.11376324851280217,0.03852072960211729,-0.22291691073285838,0.024102091376069154,-0.3451631641181414,0.10610925600473119,0.1934558429345814,0.7636657057755643,-0.10370764022251455,-0.034384477847474004,0.01728149008974074,0.03836977496615221,0.09829398552878832,0.07616570865648672
"Nacelle position, Minimum (°)",0.012416254913437522,0.023245963010472992,0.0154690026689921,0.004304471589977817,-0.05080323366072894,0.27755395854420695,-0.1316191324908693,0.20258811025073825,0.05536444438394146,0.009052850844280314,-0.05316368929277354,0.030242401544797085,0.018204143891190794,-0.003555646195244233,0.0020045870346354078,0.003023089740572027,-0.02752154176964656,-0.013693392656304981,-0.01805251287576927,0.02393315877545922,-0.015818062727424698,-0.007645076060109279,0.003869006964793583,-0.0025653924725178925,-0.011995590340239878,0.01687035681211121,-0.0019914428385177617,0.03351737513057418,-0.014974457282803236,-0.026926534756973063,-0.0499009055048886,0.003936517342981751,0.004244680074180496,-0.00910665169549315,-0.02582127148149462,-0.007492309701314398,-0.03929628257259793
"Nacelle position, Maximum (°)",0.013344537334099436,0.02801173161335276,0.017705911370575853,0.004195454026260554,-0.05268696352716726,0.27747822357220897,-0.12460724853443578,0.20755726637700772,0.04799574656781227,0.00926809733561551,-0.055763474124241985,0.04513706824119716,0.025124599087603366,-0.006962395902476812,0.0032682687137604027,0.021773119275447755,-0.03371019117383446,-0.021510834046971433,0.008776374856674596,0.030453572811550353,0.004941760575649948,-0.012555595821153648,0.0056456605203126994,-0.03027616400397616,0.0012953147894488454,-0.024072713137275954,-0.0023604670354649016,-0.015455116366783669,0.006040944512146154,0.00943271418749747,0.056837791472395996,-0.00931466020165253,-0.00759533783241087,-0.00874329640797808,-0.011635436999964468,-0.003865603610182915,-0.027233359173798016
Vane position 1+2 (°),-0.0002961936941013996,0.016102263823919022,-0.010354464138849741,-0.005430927949300506,-0.022517206267352128,0.03498949429053931,0.05715730784203653,-0.04823012169115266,0.019264415233846945,0.0007139400143430508,0.002145299511182086,-0.25570005517839695,-0.024193862111442616,-0.22024329928947625,0.05742000459951546,0.313896745991064,-0.1738142432828844,-0.03870002352392227,0.28568643824203116,0.008913792589979614,0.3109487336476689,0.01263897191980809,-0.03457515708170322,0.1438587536260024,-0.005131893892339395,0.09811914991115434,0.009341936884784012,0.12406277874163668,-0.019756073194388955,-0.02200494355674319,-0.03790008131620612,0.02673871202993232,0.027426346268564494,-0.0294295120633368,-0.03649254388908527,0.00011170067165568176,-0.03351469118175954
Energy Export (kWh),0.12507152016007556,0.00855688920881379,0.01968936242900609,0.00011136589722232862,0.037975998832654165,-0.011992400599016776,-0.030281692145243077,-0.0003587103288750469,-0.011191426770838305,0.0006398460073889084,0.006177003276477605,-0.0317856054879806,0.01705354519132994,-0.0028613635833941164,0.003228296902862249,0.03681164937151151,0.011948584450931485,0.001239335810848563,0.014666829415756533,0.0033926169392561045,-0.02907613809856191,-0.009828671999372707,0.0005225006211314887,-0.04631003622073072,-0.008148347574194283,-0.005173225954178972,-0.0014283149378179032,-0.0077251908579612505,-0.002043413771290477,-0.0006508701815261531,-0.011494249901511946,0.017941661411732902,-0.014189789909085544,-0.014121133935550534,-0.015167376960262872,0.0007304835593583414,-0.00149175909308491
Energy Export counter (kWh),-3.3594495697251486e-05,0.027885938436375893,-0.011913247892620603,-0.002226791652519663,-0.03193539282639181,-0.12729820391464283,0.0940380759271513,0.11065901987988559,0.2538412291777146,-0.019035471217165693,-0.201051090562351,-0.04392484447701873,0.0006259324002013678,0.2024422422176822,-0.06013702499149437,0.11963215356865717,0.0317946348680552,-0.20155845755238525,-0.03231165740649933,-0.006619863206658819,-0.020269086561838873,-0.005684063807149947,0.018943541905639252,0.02795047471615965,0.009202109006123962,-0.04349981036476956,-0.01841731402137829,0.042257747575690514,-0.012121211902825512,-0.027072043967316384,0.04165665041215588,0.01380061662296466,-0.06393248348437433,-0.02175318765307105,-0.1630854008052995,-0.059097690496689795,-0.02929697207833809
Energy Import (kWh),-0.043824616655867746,0.018559683139567722,0.0834391999395925,0.002062159454925953,0.012632720870282315,-0.027221594636746727,0.0349830421342791,0.09297947998219576,-0.09518472287179966,-0.00473753064652749,-0.00020095702293448838,-0.004530256106938357,0.02306009145286805,-0.04547648671779317,0.014562567767918165,0.08823400634761557,0.04514760044276491,0.016029315763826324,0.09930087699838186,-0.0015057095191474135,0.02221822997363679,-0.029855158471894738,0.04926547806546019,0.0034230887664672,0.045350976068436855,-0.26680673771326363,-0.028835799589227898,-0.3394463490145107,0.09344484913327342,0.026268007448326303,-0.29215368199026737,0.20309778236792334,0.01584935040551455,-0.058880915866336786,-0.22081041667458579,-0.21751872315064902,0.36685595232978296
Energy Import counter (kWh),-0.0009721501241694165,0.005440644025683192,-0.0002461791558227082,0.007383988112479403,0.003694594470725475,-0.007907184724275703,-0.006351748916004648,0.02364963887763152,-0.00088430743040984,-0.015189034183005835,-0.0064819025190754435,-0.01724223919216469,0.03770007376269904,0.04968234504205271,-0.017370275751153796,0.03190295832490807,0.012345865028094052,-0.1012406037555842,-0.06847825046553707,0.0526378077400903,0.028271308300382866,-0.006664696271744333,-0.21264386357115259,-0.07269135462958691,0.30237335249457814,0.46824181957207867,0.1618082510511437,-0.14115361829649187,0.6949987274067319,0.2048181159587325,-0.09611781656745572,0.021281564410909823,-0.037465619091087476,0.12189484770568555,-0.07424851995542482,-0.02266535585360091,-0.03655572104575469
Lost Production (Time-based IEC B.2.2) (kWh),-0.001870591721447103,-0.003809352605333397,0.012282800411280837,0.29838873314649444,-0.00024003015078705186,-0.00047425475088848785,0.0028723214270832396,0.003192955435712871,-0.0008016868467839723,-0.08533668003920483,0.006786757143619212,-0.0028439231707455864,-0.006055927640844892,0.0022212679535045243,0.0014206573441178927,0.0007950538201537231,0.0009338534163300799,-0.00023163445283748418,-0.0008902320721259349,0.004501075654204639,-0.003544112310030767,-0.01193192604635665,-0.11510365587625096,0.0029607035418645483,-0.010686723069070057,-0.022456919540770694,-0.006892433553222291,0.004618927726454808,-0.023111280234418483,-0.004853035491057044,0.003553029313817374,-0.003383991347029998,-0.00042970119693130915,0.0005456644423249835,0.0012405639431990658,0.003980022005018593,0.0023682072062488763
Lost Production (Time-based IEC B.2.3) (kWh),-0.001870591721447103,-0.0038093526053333934,0.012282800411280836,0.29838873314649444,-0.00024003015078705755,-0.00047425475088849447,0.002872321427083245,0.003192955435712856,-0.0008016868467839599,-0.08533668003920485,0.006786757143619205,-0.0028439231707455786,-0.006055927640844888,0.002221267953504219,0.0014206573441176706,0.000795053820153796,0.000933853416330066,-0.00023163445283747724,-0.0008902320721258655,0.004501075654204378,-0.003544112310030628,-0.01193192604635664,-0.1151036558762515,0.0029607035418647565,-0.010686723069070009,-0.022456919540770802,-0.0068924335532223185,0.004618927726454895,-0.023111280234418302,-0.004853035491057062,0.0035530293138173463,-0.0033839913470300083,-0.0004297011969309969,0.0005456644423251222,0.001240563943199241,0.003980022005018846,0.0023682072062489942
Lost Production (Time-based IEC B.2.4) (kWh),-0.001870591721447103,-0.0038093526053334017,0.012282800411280837,0.29838873314649444,-0.0002400301507870525,-0.0004742547508884917,0.0028723214270832413,0.0031929554357128633,-0.0008016868467839819,-0.08533668003920483,0.00678675714361922,-0.0028439231707455773,-0.006055927640844922,0.0022212679535041566,0.0014206573441176706,0.0007950538201537682,0.0009338534163299828,-0.00023163445283747378,-0.0008902320721258794,0.004501075654204656,-0.003544112310030767,-0.011931926046356678,-0.11510365587625154,0.0029607035418645067,-0.010686723069069898,-0.02245691954077081,-0.006892433553222395,0.004618927726454891,-0.023111280234418073,-0.00485303549105668,0.003553029313817291,-0.0033839913470303205,-0.0004297011969311426,0.0005456644423250841,0.0012405639431988247,0.003980022005018624,0.002368207206249223
Lost Production (Production-based IEC B.2.2) (kWh),-0.001870591721447103,-0.0038093526053334004,0.012282800411280837,0.29838873314649444,-0.00024003015078705192,-0.0004742547508884923,0.002872321427083241,0.0031929554357128633,-0.0008016868467839727,-0.08533668003920482,0.00678675714361924,-0.002843923170745589,-0.006055927640844915,0.002221267953504212,0.0014206573441176776,0.000795053820153796,0.000933853416330177,-0.00023163445283752712,-0.000890232072125928,0.004501075654204767,-0.003544112310030597,-0.011931926046356567,-0.11510365587625151,0.0029607035418643957,-0.010686723069069981,-0.022456919540770694,-0.006892433553222291,0.004618927726455155,-0.023111280234418177,-0.00485303549105684,0.003553029313817513,-0.003383991347030081,-0.00042970119693117037,0.0005456644423248169,0.001240563943199005,0.003980022005018624,0.002368207206249015
Lost Production (Production-based IEC B.2.3) (kWh),-0.001870591721447103,-0.0038093526053334,0.012282800411280837,0.2983887331464944,-0.00024003015078705146,-0.0004742547508884847,0.0028723214270832513,0.003192955435712858,-0.0008016868467839637,-0.08533668003920482,0.006786757143619242,-0.002843923170745573,-0.0060559276408449,0.002221267953504297,0.0014206573441178129,0.0007950538201537127,0.0009338534163302326,-0.00023163445283754143,-0.0008902320721259575,0.004501075654204633,-0.0035441123100306143,-0.011931926046356678,-0.1151036558762516,0.002960703541864562,-0.010686723069070203,-0.022456919540770687,-0.006892433553222147,0.004618927726455016,-0.023111280234418226,-0.0048530354910569645,0.003553029313817205,-0.003383991347030213,-0.00042970119693117037,0.0005456644423250745,0.0012405639431987414,0.003980022005018319,0.002368207206249015
Energy Budget - Default (kWh),0.02619110777232924,-0.17591033458339272,0.018726721221780696,-0.004544707667734083,-0.030382093977335347,0.08222607787912743,0.004075710241576356,-0.03197134355877202,0.09415801309128279,-0.007974422024935089,-0.02995945448529206,0.04602878199901197,0.09852964094074446,-0.02478612951571126,0.028826323997415686,0.008551718110897888,0.1408688046730764,0.0315244972353617,0.05248312594497333,-0.1126296861528005,0.0822313295061219,0.06129099584387611,-0.030653026268380797,-0.08600183167902092,-0.11688360223761657,0.1047697281831485,0.044952365131595014,-0.129725553837166,-0.01891830769033212,-0.10059736539111341,-0.04306464733393661,0.08000634514791466,0.20296518131642935,0.16045766240097817,0.24481342301924056,-0.026109160428158196,-0.004848499620165508
Energy Theoretical (kWh),0.12594740735570523,0.010995863450796941,0.016247487215254812,0.0010548370181833067,0.05055195085372956,-0.03177519489481407,-0.051682787784038266,0.01333850898373298,-0.0194164230638836,0.0016780566748540045,0.006151121489306534,0.02190461398391575,0.024455335649892017,0.005971937954816512,0.0019286144847364662,0.03436772858446551,0.014807144871514542,-0.000521079107086669,0.04075930340637028,-0.004717620069037134,-0.002713197444984425,-0.00816236024936045,0.001404380003706753,-0.009702498247792036,0.0056466330391367996,-0.005596568243507152,-0.007612906120390561,0.01700593833541748,-0.005588678078130765,0.008478085859620517,-0.020997697928352044,-0.029647982696545953,-0.032737528631602036,0.035016246702355674,-0.0016635672287478708,0.0009681009294617189,0.010034829101684635
Lost Production to Downtime (kWh),-0.0004692348238379697,-0.002894015934188127,0.00557076898575073,0.25895169772656973,-0.0026029148562632222,-0.0020563978181285347,0.004838545014026225,-0.021761147019256372,0.011857792218885662,0.2565435358964151,-0.01985731627948914,0.0014418220284755404,0.009816778436069666,-0.003280721297612042,-0.0004961458613822974,0.0016173470475998389,-0.0012096578207044166,-0.00013377261881836238,0.0035719704572670084,-0.0037094802383518645,0.0023708695356594763,0.010070225764127874,0.11167891510890837,-0.00216124498803073,0.008849220123063698,0.02040561390421449,0.006062311691132264,-0.0037697887187308084,0.019296828509745498,0.004227848642540548,-0.002974806017879042,0.0030163786144468546,-0.0005356981845561094,-0.0002944471540176968,-0.0011238601303451895,-0.000899166788874071,-0.0025282487148538934
Lost Production to Performance (kWh),-0.01839266690579378,0.011079545561892775,-0.023287055852507094,0.004075922074243171,0.07798515469580596,-0.12167392559271283,-0.13888285615038756,0.09000175985607681,-0.06006211197484115,0.006059584538175939,0.005138816673314444,0.3111437250346742,0.02766823058136322,0.08251258565671049,-0.011327633955186107,-0.02355349499278771,0.04365024123298009,-0.01523050172563649,0.1594775071809849,-0.03281401522246458,0.15116548060381016,-0.0054005894212744016,0.007401905412750168,0.233013260304432,0.06610949074302731,0.027442109131321737,-0.02184127598802238,0.1530445529287316,-0.03194549895349325,0.02185544863358009,-0.028403722573047158,-0.2557359217084779,-0.04616372024267551,0.2668299858601243,0.011448788711520053,-0.13222350997388183,0.030651784895643047
