,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
Generator bearing rear temperature (°C),-0.026474054136869367,0.1423002844226294,0.1506609402974549,-0.04187116336165633,0.04201972326535814,-0.10268708966242758,0.02309822047462432,0.07082577519367218,0.003141977791514663,-0.031688504720697355,-0.0006705730417683924,0.20261001634672773,-0.04653049636152302,0.06277487081199239,-0.011809814761981199,-0.13015747270122527,0.07353924519614584,-0.025316238714488917,0.0003670220980940631,0.03337987732536173,0.020747820055586615,0.017155693171421522,0.002191771952096794,-0.12330691044148122,0.003993026652336085,-0.17548052529888672,-0.12747323020091433,0.09794778504813165,-0.022750208780334603,0.03662795695331213
Generator bearing front temperature (°C),-0.06403970544721344,0.029666095897497004,0.15307004391358114,-0.07371159876301969,0.02725075912489897,-0.06774811023807385,0.04225947936035409,0.19369444090974144,0.05978564409591278,-0.10231691080500084,0.0037536181901590823,0.16143417298068682,-0.02835106445631719,0.10945304008571555,-0.161135165614905,0.008193522224275137,-0.0033481149890133574,0.0064407626809088216,0.09361475984091955,-0.07009563884895015,-0.03183137292271615,-0.0038204249781294422,-0.001740337664243972,0.12454119793347165,-0.016949477495734985,0.07985143415621038,-0.026305320791997655,-0.04028054672022317,0.09217779594222487,-0.18556419385375175
Temp. top box (°C),-0.06498687251998539,0.11333271997969006,0.1569642058362427,-0.048902161808507906,0.04601538670417617,-0.07264001807354364,0.009309855124888937,0.033677923834780375,0.018912236226228424,-0.023202344802016644,0.011234596794984964,0.03229302290576255,-0.0292644879263587,0.08827857786205934,-0.03622721103532631,0.03286187869783498,-0.016390203436144637,0.0066866385108709115,-0.02699881044492207,-0.0231616600386488,0.08824777559244898,-0.022605497486128785,-0.0031975180236254903,0.039731362396304606,-0.053306937444894585,0.13897900185072967,0.193787107658819,-0.09704823216579248,-0.16449315161182593,0.32473645546651314
Hub temperature (°C),-0.028402185669820182,0.16624534092694604,0.13427264560881663,0.022060111945955498,0.05078165938166484,-0.12858326052954397,-0.013820562054964623,-0.13158087041716804,-0.004603967434045962,0.07924947783712503,0.018323452936985278,-0.05666648220079363,1.0813438734249429e-05,-0.00290492258908829,0.09627720755517005,0.053906893869917524,-0.008382080090981148,-0.011350518634444258,0.046630123095727324,0.05682504205447843,0.02212925997873298,-0.0025106777709758953,0.00035932544632807733,-0.029304761891209532,-0.018503155301384508,0.061636122774721816,0.04009361365286844,-0.02628525968824675,0.04644237093901886,-0.10476119891838695
Ambient temperature (converter) (°C),-0.01034965590431934,0.18714792947636316,0.13765071736078438,-0.02081473865134905,0.05241894359349845,-0.0562791977544649,-0.027508096160055874,-0.1284272965439346,-0.007645870631716064,0.06236985657702268,0.013341700145338604,-0.03955084782076773,-0.013856023294542706,0.000552644754875827,0.06748875869268899,-0.012566922410101324,-0.031869025498363006,-0.005506875476351342,-0.07634945341277677,0.060751348954467224,0.08170153859768442,-0.0036322809443919963,-0.003238267290243371,-0.07414898840078445,-0.05702671279119827,0.05143163998691468,0.053531032688417454,0.0023451015349119503,0.07999236031796786,0.07457033467648726
Rotor bearing temp (°C),0.0167432927418584,0.14886187088241956,0.1657155829359789,0.014047120983880125,0.05741223139588251,-0.09636864041139165,-0.03477793740102731,-0.13853307045895902,0.0015014530221485265,0.03568452745407474,-0.0017122361743425877,-0.07354115751750269,0.019261249791971097,-0.06815457336722594,0.10161857445441298,0.06804039217996558,-0.011090888173353722,-0.0019153784270340007,0.04195880985654168,0.021864677817377654,-0.012601590126558482,0.0008528247299633921,0.0010830322035335106,-0.038086839720801874,0.006160082894363638,0.010841665796424614,0.04386123036519296,0.010954005731848036,0.0012397196776417693,-0.08504717241562211
Transformer cell temperature (°C),0.003169325538065613,0.18682530306944578,0.13900213448737395,-0.010016201099205717,0.05256260899537679,-0.06524427699660758,-0.01761908135930289,-0.1300711539261642,-0.00607284765520766,0.07989499286348983,0.015008485820850613,-0.036030390645607376,-0.008395222834010407,-0.01277860125351546,0.09199603859637198,0.0022019851897906936,-0.02364638625521738,-0.014090392298927154,-0.05069260754796076,0.08917775962620236,0.07763644770490691,1.940289933882993e-05,-0.004073829639789401,-0.07169383730948195,-0.051304992022741094,0.042948874682741695,0.023199929747526753,0.01284967769459739,0.10049445782228103,0.01958864125181242
"Front bearing temperature, Max (°C)",0.0957747059155782,-0.05659612520620093,0.14644376125357358,-0.056339816785729475,-0.02073920494393643,0.01786996487114362,-0.003315339382218087,0.08039024577970545,0.0008349930040466031,-0.10738837359021002,-0.02991789171759896,-0.06108210599463215,0.055484155744033745,-0.1132934219477105,0.11081759078236847,0.04557299203083866,-0.043711129700622985,-0.0030909842384204125,-0.04627081691311883,0.03854175052432393,-0.09621885742323795,0.014959358583575302,0.008815926804555826,-0.05646818229845929,0.05456958702876176,-0.11112961014269948,0.023417944027376368,-0.022100969194044116,-0.029038949382450847,0.005478015781499021
"Front bearing temperature, Min (°C)",0.09345291353743318,-0.06740791157567506,0.12736436456799394,-0.02505800773912853,0.00033226549330647026,-0.04364160224595865,0.007010552705689166,0.09090195224235426,-0.03289268653135354,-0.11197169760810913,-0.03186579718758099,-0.02274463546410025,0.10228427276830923,-0.242997179671961,0.10511159568969723,0.016857401168973992,-0.018691079546006815,0.00501574359703726,-0.08541275454224649,-0.003486125574655165,-0.0279095711316789,0.008953594913879492,0.00031287854846154587,-0.002673416152030977,0.023689428085936468,-0.04000073417990657,-0.011053844392745475,0.04701351923673034,-0.022058835892463154,0.006813979456783498
"Front bearing temperature, Standard deviation (°C)",0.019861497731933526,0.01935211368545552,0.07665391507699648,-0.09433301644175841,-0.06030517782900991,0.17615480294022365,-0.029279506263995368,-0.014186114621892789,0.0969493038457972,-0.005498490064587056,0.0005495514787295771,-0.12337946263824268,-0.12726453155527767,0.36263400291014475,0.03465020074695165,0.09235359995505434,-0.08073614588203938,-0.027633281393548106,0.1074709035809656,0.13459874857470808,-0.2311070744207354,0.02063089662144274,0.02749488491471029,-0.17504261857501702,0.11269154778961993,-0.2429861938366979,0.11397234474356585,-0.21105226853649467,-0.028148949714359876,-0.006954853566525011
"Rear bearing temperature, Max (°C)",0.07102985872638112,-0.03869092754565403,0.18029630442989286,-0.08281526144006257,-0.024494303173760477,0.024484503435752918,0.00346927241824015,0.11984721765259802,0.02970797209131004,-0.12222957472763438,-0.033141619893397686,-0.07810040440805459,0.04812884742907655,-0.10075246696521653,0.10879760312094344,0.07025579416044293,-0.05949046354824727,-0.0006829371536357315,-0.05281063042701334,0.03125613070548931,-0.12477495860751835,0.011763733347937917,0.00909584130604983,-0.05176017365150969,0.07558755457482083,-0.10202508686229692,0.07189556829380035,-0.04829414926087197,-0.0225688487513504,0.006441010788532632
"Rear bearing temperature, Min (°C)",0.06124721772435125,-0.05584816573089654,0.16138444291055598,-0.036990940427962464,0.00901336336134456,-0.07513844506373238,0.019680067363942132,0.1435682063247198,-0.02140136170037024,-0.13969686052232905,-0.03702418354737754,-0.02575424802138651,0.1185907500033959,-0.2773629293890057,0.11458372403005246,0.04917221654476388,-0.03750475916542599,0.013362790770576283,-0.11228035980338529,-0.02295023061179482,-0.04338837532802356,0.002752750880251461,-0.0029111973684573062,0.01818957274771207,0.039034104444955996,-0.006993630637935146,0.028431158944118715,0.02334726169927562,-0.02235566493139676,0.004393120658207662
"Rear bearing temperature, Standard deviation (°C)",0.03644440186894171,0.016807983591097364,0.08983502452372333,-0.10644156827343094,-0.06639276125338862,0.1890552420374551,-0.028376800661023077,-0.003755286423465471,0.10443420557961278,-0.00662134130690481,-0.00348873566595049,-0.12638350533470025,-0.11897038525792868,0.3079035529698592,0.024187285860767068,0.0642230850338721,-0.061992766214729385,-0.03048052693145731,0.0972962780855269,0.11788064795372238,-0.21127097073244078,0.02114612645810547,0.026223692527052513,-0.15828993862702861,0.10639713168796022,-0.2293440023798019,0.11502297704394769,-0.15944634658356943,-0.010649649344647173,0.0014591417747261762
Temperature motor axis 1 (°C),0.039233688863918606,0.19386416398155826,-0.07579734171854828,0.053220508064632195,0.02501905577897106,-0.04013241461117864,-0.038875910173947155,-0.14209164368839702,-0.0747833399644489,0.016511914362513914,0.004960431539662662,0.05076772981990212,0.005535077089783331,-0.006416625328757461,0.044230057096975695,-0.10363959815718927,-0.008619577282757092,-0.05233671440469466,-0.09856405176186739,0.08449019941696562,-0.07198016071973451,0.018087232294065808,0.0134492036626075,-0.0631941777095148,-0.0012047795799171312,-0.02380154690637558,-0.03092904312328265,-0.03888068560262426,-0.006864254855108752,0.008931135582072966
Temperature motor axis 2 (°C),0.03867932734941772,0.19464493561665186,-0.0788858055934371,0.05245778384693259,0.02441167865995182,-0.040244544510349964,-0.0385429482601836,-0.1390074499555943,-0.07367208328774445,0.013490254772715348,0.005737135796247014,0.05344851645954613,0.0052841188476581745,-0.002198707964623309,0.04055462426763758,-0.10356360431323221,-0.00993522456942556,-0.05253348204691115,-0.09783689834835319,0.08135032872917299,-0.07311904880450061,0.01751038035643772,0.012847149082063216,-0.057236133876408815,-0.0008414464165101276,-0.018535009788383943,-0.027007216695251135,-0.04035234396394261,-0.0036364305111616308,0.008239776361257984
Temperature motor axis 3 (°C),0.041031514813175816,0.19306380677939627,-0.07571756419828356,0.05332241176813058,0.02599961481896935,-0.04003762107671877,-0.038364010480867315,-0.14069966236474393,-0.07453771747375557,0.01642479550103153,0.004713711473549874,0.05140676423112106,0.005735631610008958,-0.008752647268536383,0.04412058259910712,-0.10644535682438877,-0.006457911108970221,-0.054032804550123124,-0.09539664869719912,0.08588687847600715,-0.07174419070836573,0.01809973818012165,0.013135239170002025,-0.0663487291469311,0.001340043074381049,-0.030990083195071006,-0.03201268266984798,-0.032330962334300536,-0.012049620743934553,0.008892322863536613
CPU temperature (°C),-0.06592051602059532,0.07402892066543368,0.13443517099487207,-0.058741044169498706,0.04149599480045636,-0.04811425455095635,0.008547161729080916,0.0747633963695794,0.02388695880029293,-0.06612338474186512,0.005181916732241454,0.06265250929739805,-0.03629482938757239,0.11697552412175055,-0.07331821203853817,0.028003866213707814,-0.00073089801716301,0.007254408315123228,-0.038473825712825066,-0.06104130821347907,0.08722944992974348,-0.027235257501871578,-0.0010822310627417982,0.07393995138686375,-0.056320553309821324,0.1610063552639044,0.2437864695068582,-0.11745534373626981,-0.294304174840071,0.4758486042416949
"Nacelle temperature, Max (°C)",-0.07059224201264165,0.12049619511060342,0.1620623352669448,-0.05010856262083542,0.04786554880077013,-0.057563344686229,0.004159288652200473,0.015063941146054888,0.014141987406698184,0.0014160675527580438,0.011106887233863856,-0.03583857974607169,0.031177463829068486,-0.01671153406596538,-0.09324501399556825,0.05266399758939464,-0.10785820866753319,-0.003957224456806385,-0.05264265965117497,0.061628708217153334,-0.005392885563421396,-0.0036420244327842926,0.002956434961459193,-0.01126414789787522,-0.022296634221894297,0.10938596973393545,0.04511929889298694,-0.03928093255966786,0.09817000567287615,-0.001602816337269426
"Nacelle temperature, Min (°C)",-0.06938403989903086,0.13245186366217437,0.14677020787016679,-0.03902423365767732,0.05520675191698634,-0.06692425677779858,0.003819003545905081,-0.0005170966263241842,-0.002391756092451857,0.021327513564836337,0.014323019830776862,-0.034996579223724046,0.036213382077070325,-0.05733343949623203,-0.11965084600578921,0.020802624552985583,-0.09284055171321447,-0.001481746391668707,-0.06983896237589729,0.0022862820351921102,0.049381129372511046,-0.008941535728055618,-0.0018106474745283804,0.003812402788684499,-0.0523187924803849,0.03751757185274386,0.08076211224630067,-0.09523357910852041,0.12838403097144963,-0.010515966350613035
"Generator bearing front temperature, Max (°C)",-0.0641353583635541,0.024778455504176733,0.15420817087736005,-0.07557985797972576,0.022589851915646195,-0.06422523354562343,0.04147455981268643,0.19381506830514783,0.06298869807362534,-0.10799388399651355,0.0013166064811010938,0.16678155361835564,-0.03764330055270496,0.12211909856052967,-0.11469311166956064,0.008354293457376724,0.01697017283320968,0.009753883328546025,0.0941424592918529,-0.08184762476262195,-0.024308267801176616,-0.006000691447531611,-0.002964582178721894,0.1306588035262767,-0.02108959831913193,0.0903864633520999,-0.020477665588447904,-0.04184551226435624,0.09166375936267215,-0.18511190263129867
"Generator bearing front temperature, Min (°C)",-0.0641094323752289,0.034227372558699024,0.15127259994079706,-0.07159508523368384,0.03148424906973737,-0.07011812400017967,0.042682742929065265,0.1911011397375729,0.0558871053140118,-0.09454847530968356,0.006095501647397534,0.15165776924736524,-0.01883475924668891,0.0943543141036457,-0.20273397867577653,0.008823811697958848,-0.02273657298025577,0.003838762038697808,0.0916523267486619,-0.060400491697051244,-0.03596918057723134,-0.002111657875400656,-0.0008548156938868396,0.1176499995145589,-0.014255481608141801,0.06690297418806265,-0.029010238680551827,-0.041677443258388,0.09201361140137705,-0.18049742978438457
"Generator bearing rear temperature, Max (°C)",-0.028591588896389308,0.1407852763257769,0.14894465623771005,-0.042634353379621945,0.039409127469799944,-0.0999890330880583,0.02297077033738355,0.07101025425681413,0.003164525305116043,-0.035052709174099174,-0.002602274846215515,0.20743050517436026,-0.05347725532967087,0.06681591384922984,0.016806275637912,-0.13310163712441164,0.08820678665532719,-0.02402327083127397,-0.0008081246958050823,0.023827155702805497,0.026423803725352052,0.015857812642874627,0.001485487913203895,-0.1217365569270928,0.002144553047546599,-0.17908342952954004,-0.12276645073235437,0.09290415219613732,-0.023778641679914163,0.042534805106940396
"Generator bearing rear temperature, Min (°C)",-0.02448704793021146,0.1437386083997424,0.15191336372162464,-0.04081956850805898,0.04457860307959493,-0.10483189058460138,0.022964491860268735,0.06926760559672858,0.002432247362997605,-0.02697784902603316,0.0013340343447680644,0.19387163793690004,-0.038486380540949744,0.05561004782242013,-0.04024307948242044,-0.12544884841476406,0.05694742369913955,-0.02614790351235569,0.00012202161234072906,0.04302536060345457,0.01628841645178566,0.01809450838204129,0.0026555177812607102,-0.12507422758615722,0.005146861693391569,-0.17144664259473766,-0.13113185859557952,0.10201343452357235,-0.020822466390849344,0.03372366157700808
"Generator bearing front temperature, Std (°C)",-0.009465620929172776,-0.041994132870077076,0.03151039895635491,-0.029410641543121046,-0.049887838944614224,0.018993913300613174,0.0047139143325115864,0.03465235929292461,0.04125163168814421,-0.07549901953778852,-0.023394376419367674,0.11955667608456072,-0.10887287124276265,0.17673326483232218,0.5311957681248978,-0.030101795660971705,0.23494229097770689,0.025905272769698402,-0.008129725558668227,-0.11093416388404703,0.059862395057438296,-0.021690418010872126,-0.01209835690430456,0.09900596987344769,-0.042007011191382684,0.2139962903929794,0.0624838851518805,-0.017425953441182647,0.08553915790802374,-0.089676268925868
"Generator bearing rear temperature, Std (°C)",-0.03461446317554339,-0.006290266791586588,-0.005220171204213578,-0.018298961498004376,-0.041660719645925784,0.01829430546175115,-0.0021469127699636765,0.013109995403814953,0.0076617282964929305,-0.0972388658327581,-0.03643276003611459,0.14457275445584303,-0.13065113240900986,0.11538316628717663,0.5100755229849561,-0.09988007049853338,0.27575394468593994,0.008738330432092337,-0.024316829554063668,-0.16096867982645444,0.10175269994214013,-0.019297177721126914,-0.009654151057661584,0.03749380801830477,-0.03682678088496175,-0.03921390665289166,0.07611233234231476,-0.08469732169806644,0.013163213060199018,0.034461236704828056
"Nacelle temperature, Standard deviation (°C)",-0.006969961189577232,-0.03735641492673172,0.0484145825545802,-0.034987994526364974,-0.017866356894239245,0.030938909978302863,0.024323001694661436,0.05048810950911022,0.05473889816679397,-0.03958957002216375,-0.0011665013567218458,0.036298844876217665,-0.017861549130311405,0.15718516767535215,0.1428026711591072,0.13912597317639813,-0.08063596287209407,-0.05093317260835262,0.023497423131742926,0.449418952292739,-0.26374618142957934,0.0421797556533326,0.022034031561016527,-0.062718027357096,0.15484787540105655,0.5515907868855435,-0.23007868304175166,0.4142822362749965,-0.10010780651995317,0.08031623430220095
"Hub temperature, min (°C)",-0.020238341796988295,0.12616343712181446,0.11583934064210083,0.04278743233032489,0.06938218902457534,-0.08098569962598431,-0.06902998636558469,-0.19652639628446922,-0.014851425549153835,-0.018388316879302147,-0.0027559550874604174,-0.13404335746500018,0.008339045806387627,-0.016747707397561103,-0.013226131512495545,0.13107695057121338,0.12770002567955055,0.03860353252025039,0.14722585420930415,-0.17047136262782506,-0.10938639577482676,-0.00980480268531375,0.005706131576384916,0.12957757456745606,0.059334370881974775,-0.005824169914748118,0.03354766364894551,0.012578211958416519,-0.3473942088978575,-0.11866117444624032
"Hub temperature, max (°C)",-0.02013279290847517,0.1272689797511932,0.11678916115381334,0.041940643903294175,0.07024295044847045,-0.08096018080506831,-0.06582641972925259,-0.19509753758143827,-0.015074985787700342,-0.013833543941936586,-0.000991564201665063,-0.13145631868905758,0.005852076011467767,-0.016102901733663515,-0.00843514011625378,0.13611452839662855,0.1294609182103988,0.029704215962141817,0.14161006165297454,-0.1266124579724145,-0.08600361457214806,-0.013795692791099837,-0.0015009630976047486,0.17920511897206487,0.07551016465518509,-0.02654740423832885,0.03589475501014287,0.005784119175221966,-0.3456785080597867,-0.11922373735340226
"Hub temperature, standard deviation (°C)",0.002002574646825713,0.010304581653002493,0.007746464476533327,-0.011728510869171033,0.007793184649831751,0.0037245043244474845,0.03957382017048909,0.02315162501720343,-0.002365230290238511,0.057092725233917424,0.020290551404696724,0.036249430481552276,-0.0311678014932105,0.008666391998232397,0.0589907703564308,0.05843389869676474,0.018074570860304146,-0.11144133192870806,-0.07419729402109203,0.5614863876217508,0.30133744908630666,-0.05124144058016469,-0.09254893142879377,0.6341420425405988,0.21074107905871517,-0.2700764871469343,0.030970934696372104,-0.0908786493299374,0.032719902297087294,-0.0034523688880342823
Voltage L1 / U (V),-0.020878954875318653,0.037082182336263876,0.0992002566734258,0.23777273101090318,-0.13251054360591702,0.04426144070148674,0.03643734963382613,0.052064590984038,0.007179334906709041,0.07679039538416359,0.005900070256551309,0.020321770926888787,0.01758610872329336,-9.90747019836905e-06,0.08113278855854177,-0.09174103124171175,-0.20200938731839924,-0.03711936994961715,0.09943209694959597,-0.05144615041725967,0.007803195762070909,-0.00592315917634563,0.0022875705417309293,0.039571451730652116,0.004197864564829269,0.0017661821904009258,0.013036797259381762,0.004007948570815947,-0.019177907358669515,-0.019756575481747377
Voltage L2 / V (V),-0.03663791238935999,0.034540905548095566,0.09517567870917477,0.2334393892529473,-0.12908621350480057,0.05420289505518269,0.03817853720485916,0.051887001605559716,0.004188708933943472,0.0768174633499399,0.005841849620986209,0.016802289948413197,0.01592469453650808,-0.0014619279390217308,0.07774209378274925,-0.09482180766141979,-0.1935168384928018,-0.03539569478819953,0.09988688519099051,-0.05565954283924494,0.0002004361129527045,-0.0048267229956414776,0.001651668596129868,0.04824068521930344,0.012032872628567129,-0.012846638869185212,0.00794838482191152,0.025368620063269846,-0.033140182459141375,0.0057845917173025355
Voltage L3 / W (V),-0.030565765028568784,0.023493335676433455,0.08242269843228264,0.23277290518343763,-0.1314696652253671,0.07015943337159083,0.03846895186173937,0.061879570414532035,0.002621862075344871,0.06240418674800871,0.010252579938995452,0.03336732597739268,0.014093188354896487,-0.00030610337010461314,0.06813705528962141,-0.13544583862279877,-0.21839327753679247,-0.044891103032396455,0.08738247568665508,-0.04091302339555397,0.013943645434978658,-0.004043151281985211,0.0031366501059989626,0.043679872192582084,-0.004216156085271219,-0.010165064014316915,0.015318834248185226,0.028980551236241693,-0.05506742317623111,0.04333781316320311
Grid voltage (V),-0.029767912375817798,0.03235550798298371,0.09382941439100549,0.23805838502595353,-0.13288304969963757,0.05667278009596413,0.03820957137187083,0.05591482589471715,0.004778233216121388,0.07329790771566612,0.007385813621501398,0.023576469724120332,0.016126756006465112,-0.0005979449045437174,0.07695178497736921,-0.10818298063029137,-0.20721212593988345,-0.03954788084300789,0.09713741359718424,-0.05027816447910588,0.007259970039238863,-0.005010655203185454,0.002368403513725882,0.04447629614289263,0.004262337246934478,-0.007127948607508759,0.012173014412883126,0.019532818363023705,-0.03582811105082046,0.009144268490128499
"Grid voltage, Max (V)",-0.020212326193911733,0.033644071382282675,0.08840843339788168,0.2240685024855404,-0.12728131341061094,0.06682287140848951,0.15125214077723526,0.008621838226899308,0.004631291247258178,0.029009912764932096,-0.00025737870562541617,0.015834436725835864,0.014361589024583676,0.00042689947482144806,0.060803052954899774,-0.1135167577832417,-0.18596871288548072,-0.028808263621822292,0.09593185043114415,-0.06517082804661854,0.0017429896428347233,-0.004794108258228645,0.0028457850813574676,0.040723085819860776,0.009542861472100192,-0.011620132556150268,0.012602265004506934,0.030750003554819036,-0.020443929315136486,0.08895030124472217
"Grid voltage, Min (V)",-0.03578461161794555,0.026962428215040305,0.08928217962808405,0.2262072541869996,-0.12390486804826295,0.03995931584351564,-0.08083183177778583,0.0950908829129885,0.0037389365455954126,0.10610843987464781,0.009333108369615256,0.02977177131314982,0.014603088177440554,-0.00033966071926940465,0.07780670651829517,-0.0823470315019972,-0.18084687182281692,-0.036921860620772726,0.0745833915413741,-0.02237299595325232,0.009257000450973782,-0.003312168187706889,0.002845285564797348,0.03885983881554819,-0.00046324140440962697,0.0018281951681886812,0.007688669493973094,0.0043108305978373385,-0.036626789675438545,-0.07131198596607655
"Grid voltage, Standard deviation (V)",0.019337075778489643,0.002212888047477652,-0.007909049748185995,-0.01650771304386547,0.005408129934860485,0.03270957035425887,0.3518544711236021,-0.13438912743269388,-0.0004142496861534115,-0.12344756301336039,-0.015924620032860402,-0.02465092544538391,-0.002036749027875968,0.0023428461271986644,-0.030736043174071723,-0.03322778240521773,0.005985964116032111,0.0020385608224216117,0.02395874701420698,-0.06357097715244042,-0.014254811400604667,-0.001968295134515162,0.000417609378860013,-0.00123721871877505,0.012365069034203036,-0.019819469631412418,0.004181305018925635,0.0313991738630437,0.025785673887740185,0.24432715406484662
"Voltage L1 / U, Min (V)",-0.017835626703293275,0.016397892976030386,0.09025579636245536,0.2340878293633191,-0.1169903933048339,0.059405826267569815,-0.141406401095742,0.029540623837358167,0.0020503395914654218,-0.031700742758248086,-0.02737811158880974,0.021107098234538088,-0.00972376303688609,0.000525729085241433,-0.09067815422586582,0.12020510664819735,0.2007144076008815,0.07195380724058503,-0.09906084120998712,0.055237241344943934,-0.0033983884274779996,0.004058891519229944,-0.0034058383427094645,-0.03661023013805946,0.0019957104680308584,0.01019323853954994,-0.005289892828724635,-0.021661875421071626,0.03352851733956001,0.009534135938025642
"Voltage L1 / U, Max (V)",-0.004134100334797988,0.027409428495442985,0.09036226383149312,0.22697423795253482,-0.11836510968456204,0.08315765725982173,0.13753077457986368,-0.04506653692667195,0.0021031984929842673,-0.07134437832380316,-0.03582057373197138,0.008417261320135205,-0.007818819203400553,0.0012493343163247615,-0.10350891389479475,0.12675800150642336,0.20939036819603404,0.05052035761519144,-0.10143497067859444,0.018610016373389132,-0.019383047284290317,0.00567499559272614,-0.0004777054331219447,-0.04151004126246835,1.5436610682935392e-05,0.002603840543363483,-0.006205136557120915,-0.032405675703967296,0.025690675139418424,-0.03220206624424904
"Voltage L1 / U, Standard deviation (V)",0.017392724612215662,0.01537605670911507,-0.0006434217595928634,-0.025141612906295883,0.011277267405131021,0.0264650336338949,0.4472320623594681,-0.11360918686115647,-0.000589647948343261,-0.056650315230870454,-0.009296113663495757,-0.015211986794079832,-0.0018273031386126953,-0.00037077607792947626,0.0029712605782184136,0.02062011054713027,-0.0001602471519175524,-0.06509464467173386,-0.007365062288315424,-0.0012981825003934855,0.0020825551809657804,0.0020616314087319454,0.002361352072122705,-0.004863953662039068,-0.013825124720876946,0.007201647365690702,-0.00435136689458248,-0.015116840794377348,-0.013749198381372629,-0.07485719120878451
"Voltage L2 / V, Min (V)",-0.027293438259905812,0.01789905319962192,0.08936048260086343,0.22910080673965874,-0.11725940727522634,0.06533493027285982,-0.14891515345702683,0.01726502563953776,0.00011007559146351919,-0.05728983695837708,-0.03051644208944358,0.010532430464960163,-0.015825296597543614,-0.003456387185026149,-0.09214129013076709,0.10461393101123004,0.19676216643050767,0.0658839576165072,-0.08847462085241925,0.06407780002032429,0.004309874557481955,0.003164365800023361,-0.004650579593125281,-0.029572429095345867,0.0005348907283302031,0.0060098257077075955,-0.0023864353818256363,0.00264593322558216,0.031028872465978654,0.016673866957558674
"Voltage L2 / V, Max (V)",-0.017363745643316327,0.025386033717935862,0.09066419653974038,0.22395478507434674,-0.11797998262661821,0.08643661846488472,0.13167942845322272,-0.06186322941477536,-0.0005112249109469828,-0.10810502192301559,-0.04050753809605651,-0.0022389682233420597,-0.014975354737634816,-0.00010429088354748547,-0.10248390978779509,0.11246915612509233,0.20082460215463746,0.04121370119670116,-0.09090333234530995,0.03757754837255651,-0.0037356170150664413,0.00429807606228969,-0.002350489842198933,-0.03651981953994123,-0.003112820418486902,0.001185200280012069,-0.005612095656327001,-0.010817566427674768,0.030684662741112773,-0.021829310444874395
"Voltage L2 / V, Standard deviation (V)",0.01362710604088907,0.010403804625074675,0.00023092805551892475,-0.022486972840846695,0.011053317289500061,0.023401161514544525,0.44719688113156114,-0.11880939299999738,-0.0011056969028367478,-0.06876347512644791,-0.011025419642319538,-0.015132335947452214,-0.0024259731604678427,0.0030441743602047603,0.0049057129249189604,0.022235214488202516,-0.005970331742101976,-0.06697892330498913,-0.007749067938385569,0.005664739944759573,0.008808630302219428,0.0020574943200676946,0.0023085161952444127,-0.007697751539322345,-0.015510744949829656,0.009853916961298049,-0.007293345482310436,-0.019721606045836813,-0.0033879755186667256,-0.07004010409284693
"Voltage L3 / W, Min (V)",-0.026564818403825893,0.006098032543458892,0.07632353034043268,0.22336539439757253,-0.1273118400735468,0.07541511427065158,-0.15344463450797963,0.04362043197750536,-0.0009014773212487207,-0.05713961460623654,-0.02632123625393332,0.024609243182318948,-0.01717242301069155,-0.0015005095378875716,-0.09742230887795102,0.07560356391460724,0.18272273362832117,0.06633150494217394,-0.1154913702520562,0.09315327184697389,0.02659729345653788,0.0023146677670419953,-0.005817755500031961,-0.05248502129248861,-0.01585168295579321,0.01825949932434298,0.020225579250455875,0.0021845504361161505,0.03747933665273766,0.021251292145194445
"Voltage L3 / W, Max (V)",-0.0139875996180998,0.01538154545868782,0.07617843858279838,0.2174454866745428,-0.12881794796934048,0.09972156629320596,0.1531363087542163,-0.03946800114564219,-0.00157716903839395,-0.10794397972193114,-0.035629243948681485,0.01133655458922069,-0.016227655198867832,0.0003393137935302449,-0.10966562209283066,0.0833048234007696,0.18833632299218597,0.0405351675317479,-0.12006391996924501,0.06208612574866497,0.0163119042516194,0.0035312442790154225,-0.00333779484906956,-0.060967766798466924,-0.019625263011931977,0.011335799718037847,0.018675235466513816,-0.011719127417040578,0.03488576180955754,-0.022065667684333077
"Voltage L3 / W, Standard deviation (V)",0.0152750697857355,0.012441732771730296,-0.00042911962382245755,-0.022314138158864568,0.010878663060665525,0.02391972295842527,0.44787416647850864,-0.11637702683417865,-0.0009956790364824188,-0.06401398666956962,-0.009681652986893413,-0.014940661491179848,-0.002296081945115356,0.0013976835726791093,0.004433524741171749,0.022847902164275846,-0.003117004088256693,-0.06679300115477377,-0.008002673350197208,0.003447056276885456,0.007144754251499622,0.0018362485841376258,0.002066678999405828,-0.007495615168270174,-0.014862366431960034,0.007424700877240309,-0.006534053692460115,-0.01895522161956929,-0.006540119629756304,-0.07209822311013925
