,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
Potential power learned PC (kW),0.13194795611541502,0.012957470740183321,0.017869411050401858,0.04599882119311249,-0.029836729834319276,-0.04974477125809979,-0.001023900050943343,0.02977778133053487,-0.011203344258449882,0.018232502106865625,-0.00586126610785936,-0.04896406662186957,-0.01621451311806593,0.0008518735454981115,-0.05010919621982013,0.02844128776961244,-0.01933339372606191,0.01635794665940954,-0.014584735864858471,-0.008831812366776354,0.0013490059224679114,-0.001332553490605404,-0.005765564790270114,0.003075786376797597,-0.02370485080192531,0.03099586249822625,0.020159727663653426,-0.010090806154133242,-0.0033699020770328048
Potential power reference turbines (kW),0.12399336755036942,0.010666765320174599,0.013857510643358419,0.010711927547979117,-0.025406507981861736,0.031718050864608265,-0.003177940166268887,0.013324395324169387,-0.050108205454567865,0.05054099005852333,0.021952676934666376,0.10292465874760583,0.016540762427225884,-0.04570634560360198,0.06760049373595697,-0.035957504917050145,0.022460534629063694,-0.08484977993621573,0.08346820041053299,-0.02067757536206566,-0.012483073027579663,0.0028113018309527233,0.010163301461836971,0.003523930667145625,0.12413567136542272,-0.10831452746344986,-0.07713488857023376,-0.06568959076107478,0.19176536281509635
Cascading potential power (kW),0.13194795611541504,0.01295747074018332,0.01786941105040184,0.04599882119311244,-0.02983672983431927,-0.04974477125809982,-0.001023900050943362,0.02977778133053485,-0.011203344258449892,0.01823250210686558,-0.005861266107859312,-0.04896406662186954,-0.01621451311806599,0.0008518735454982852,-0.050109196219820136,0.028441287769612366,-0.019333393726062104,0.01635794665940926,-0.014584735864858658,-0.00883181236677641,0.00134900592246792,-0.0013325534906053825,-0.005765564790269906,0.003075786376797812,-0.023704850801925283,0.030995862498226445,0.020159727663653815,-0.010090806154133075,-0.003369902077033249
Cascading potential power for performance (kW),0.13194795611541502,0.012957470740183333,0.01786941105040185,0.04599882119311248,-0.02983672983431929,-0.049744771258099854,-0.0010239000509433768,0.029777781330534877,-0.011203344258449857,0.018232502106865587,-0.005861266107859287,-0.048964066621869605,-0.016214513118065963,0.0008518735454981474,-0.050109196219820185,0.02844128776961238,-0.019333393726062062,0.01635794665940935,-0.01458473586485809,-0.008831812366776479,0.0013490059224678264,-0.0013325534906054584,-0.005765564790269628,0.0030757863767976457,-0.023704850801925262,0.03099586249822652,0.020159727663653565,-0.010090806154132603,-0.0033699020770322496
Potential power primary reference turbines (kW),0.12845491994766156,0.015423301474626233,0.01991531226012184,0.0038422759966850444,0.01305555447223625,0.008085909110349973,0.00015126803196339797,0.028330889626303018,-0.04115221860135849,0.05285432919333943,0.019734281848622734,0.09362363137301341,0.022650306188920565,-0.04161969747949303,0.03521430701993353,-0.03743803256115555,0.022595464954397536,-0.08830301844821965,0.06159158157814226,-0.005409312389871485,-0.007732851254811074,0.004582156834150782,0.04463756702506015,0.0027006608482070815,0.06396976725777775,-0.08144288578073594,-0.015281903780807085,-0.026239743855312303,0.10384836677424247
Potential power secondary reference turbines (kW),0.11017528442095362,0.005994622455158545,0.008134697335255205,0.014994785821145128,-0.05216448219433228,0.04788066125649556,-0.004739423503037459,0.0017041080421005934,-0.053649753618146605,0.04474452962481893,0.022307790768201358,0.10104064725590409,0.010123670098331677,-0.04561215126414363,0.08574016163411056,-0.031057896872561268,0.02083833824578262,-0.07400096884982825,0.09369529558452473,-0.03119704038222814,-0.015137997642511253,0.0013792336963247866,-0.018594582589698032,0.0037168813431373987,0.15969440543079763,-0.11823978841449354,-0.1166323597617903,-0.09183808295908842,0.24302499446847614
Turbine Power setpoint (kW),0.1291493460192389,0.002013102609976006,-0.008218708420982206,-0.0021524194216656707,0.01646183169691564,0.02654078360928625,0.015126344668762394,0.050484217582842404,-0.02390114468305077,0.05331633331997087,0.015772430454682296,0.07295004394712667,0.023186334991569937,-0.038808730411209504,0.02042426030012842,-0.03595181437811577,0.02205975435501239,-0.09875197057226129,0.06115867492491026,-0.008142141499955222,-0.007868500672926965,0.005468641022734822,0.06492244228921831,8.65575619696246e-06,0.020842009717384494,-0.06130394358773199,-0.022339660402907528,-0.022968584115890138,0.08671828943880311
Potential power MPC (kW),0.13121147553221574,0.017321038832607733,0.023881704975945977,0.04714068117600158,-0.032914310786756176,-0.0547301158038359,0.0005742878806395619,0.026863214003157044,-0.006553440827703542,0.01662679479257588,-0.005036235574753523,-0.044453021313910525,-0.016994960047828394,0.002118739105161148,-0.05071708064009518,0.027989412321842568,-0.019454031644526713,0.02222133689267699,-0.01389060183033682,-0.00428260768769375,0.001834435526793521,-0.0017685394135451091,-0.0034990218242119467,0.001753985650077755,-0.02235276969470228,0.031189980196344155,0.022352085115698157,-0.01039916810567562,0.002589474800325424
Available Capacity for Production (kW),0.00028078130592085735,0.0010647038964468074,-1.4239924752867266e-05,0.0011246221638392345,0.00018506581911530888,0.0015449592533956478,0.0013775741400363923,0.0015303184964626634,0.0025309821653473562,0.003197313337852641,0.002481915944772438,0.0021679161693269494,0.006844215753669071,0.008299834107017403,-0.008029694665073613,0.020292966952971767,-0.016067043604197407,-0.028846632778093448,0.05057234998529629,0.021100318407077413,0.832399595227927,0.5490235265090614,-0.01877423264294799,-0.0010295563736806464,0.015792966389711116,-0.0070574999480739285,-0.002347103499788488,0.0038147943894003278,-0.0014424565049992778
Power factor (cosphi),-0.0960951170620084,0.04582869904657123,0.12435337781174359,-0.01757418519694521,0.014139400355698056,0.051150235565481636,0.057638915634622576,0.12168892977094833,-0.0036716186951835173,0.10875924626637329,0.022699026440152592,0.1330514656312434,-0.010374833844023906,-0.044479452531129275,0.020233954159107986,-0.004835683720191548,0.003625325439225938,-0.03454692036746867,0.014299543056687491,0.048834295735760466,-0.0005097330442379094,0.0002834869198609438,0.1428549384217579,0.009338824867231768,-0.0675098472282575,-0.07506157428090739,-0.12925015275611906,-0.10942685628307436,0.11737341606187884
"Power factor (cosphi), Max",-0.0871478262177006,0.08601437160598532,0.11438734669512678,-0.05032599489986085,0.038386500674368926,0.13103373990288142,0.006415689091252138,0.04734657829832415,-0.014285777980500687,0.06485026281439411,0.014153984809445781,0.07139597476521393,-0.011252871216864536,-0.0315792566084801,-0.04720651628914983,0.008766339588225515,-0.011802355205564887,-0.024129803161969967,0.00898534462103163,0.04883448513571169,-0.0014457889276306077,0.0038885546710519144,0.16007221252768766,-0.0030648005450044646,-0.16845093377455694,-0.04333024476936465,-0.19706033376275597,-0.07275948744946713,0.037469177694354164
"Power factor (cosphi), Min",-0.08669713242547859,-0.013074326435985394,0.09978889829880055,0.02522841487570906,-0.02479877113394388,-0.04963833179982962,0.09490857489751277,0.16122843621687136,0.018276763786186825,0.12240343833066253,0.020940419093181926,0.13366878260706994,-0.009723049268437011,-0.0341157826917446,0.1272067963186286,-0.018188658021490615,0.01768250260001715,-0.03704207763225189,0.010875202124507724,0.03258707459762103,0.0005076178245380057,-0.005953393095400083,0.029161919059124845,0.025334080028324144,0.128293267482786,-0.11892378448213231,0.07235393027323699,-0.09815275214403796,0.21244013976230205
"Power factor (cosphi), Standard deviation",-0.06728609348764059,0.10443593694979034,0.09710127177757641,-0.06491363847385315,0.051459081589499,0.16743424853964534,-0.02686633998001304,-0.0005051503888193294,-0.019635659115354028,0.02614201211978156,0.006734366877119749,0.023859643986594334,-0.009636345331652972,-0.02183421946355369,-0.11899830300347655,0.01642954881775515,-0.024155944483351847,-0.016867995938703608,0.0025968173535314,0.048994705248781585,-0.0017637339718197982,0.007177466349781465,0.19350726803418877,-0.012491063774158349,-0.2663242620535976,-0.006362273777911674,-0.29204145419113475,-0.06227960324271589,-0.04487642335752005
Reactive power (kvar),-0.13059857419233456,-0.013086348466671482,-0.015758283460853183,-0.0066063300022994485,-0.011133028406872383,-0.008117315259666844,-0.0008833209863101844,-0.030006687726145804,0.03700075829643139,-0.05497015660447798,-0.01688292421425665,-0.07985732470948853,-0.021596490581872175,0.03494118214102616,-0.025215059583394206,0.028849454703663385,-0.01782083134849715,0.08055538381282991,-0.05437023818942139,0.005359127307045656,0.007073593421925508,-0.003978516629209214,-0.045496992028371805,-0.002777572366538413,-0.049145058659144925,0.0716870344237127,0.012470617794576377,0.026608874451935688,-0.09628698535979556
"Reactive power, Max (kvar)",-0.12767419740136968,0.000307202809338837,-0.0200740839665314,-0.01627908032634156,-0.007654571059610106,0.02428311564265013,0.0029627745158592278,-0.023599056686524632,0.04396901124516019,-0.05672160209378272,-0.02173915041427283,-0.10091057850373739,-0.022681540552333086,0.03768227776785288,-0.028130353626813525,0.038307499825113736,-0.023967282747372032,0.10015167275432411,-0.06614123811356683,-0.018465109723804184,0.004768790735923477,-0.0003735452342230499,-0.057030112819982506,0.001479305930916771,-0.04581307360122892,0.07938266634942366,0.004555116423287576,0.02157145830907918,-0.05889730494684095
"Reactive power, Min (kvar)",-0.1303233242087455,-0.02290057204617167,-0.00865009349586433,0.003004452629609311,-0.014976470432806227,-0.038561066979837154,-0.005258573333077557,-0.03589838856039022,0.030455138787152187,-0.05162047400884787,-0.013118296666782247,-0.06254946529990375,-0.019679755925880803,0.032552419282715586,-0.022913264820203318,0.01963716863455568,-0.011952832613387945,0.06291284546054456,-0.043281147933868204,0.02598962696969815,0.007872288874260887,-0.006895155475975339,-0.035634352596771154,-0.006134209036381639,-0.04925208316358331,0.06311246680165418,0.020383660448947124,0.029432414784622593,-0.12643180447595076
"Reactive power, Standard deviation (kvar)",0.08885128571135344,0.06734734586915997,-0.020157933660702794,-0.045751734471808005,0.02758926789722447,0.16596105896492833,0.018612518696322838,0.048879711699310234,0.01410904146530519,0.023613982103380976,-0.012857035534082758,-0.05437539478495031,0.004141131742539923,-0.007365210943770738,0.0051296096261690205,0.0317280782791016,-0.0238229135966704,0.049831051782750796,-0.029018736263671564,-0.11554853052553397,-0.010833224730373318,0.018874145104597458,-0.02656266360057645,0.02667625145901414,0.04746341232704064,-0.013804298799928606,-0.041066952694342185,-0.04617104555043321,0.25360370851416697
Front bearing temperature (°C),0.10841160548342184,0.007227176445525009,-0.12435721544060356,-0.009428409128076892,0.00691248284236765,-0.03638877651360646,-0.054938150241719094,-0.08639894334080432,-0.02994924804869237,0.0719613216029734,-0.008331326770689313,0.03836484517382278,0.0024221147775567685,0.033447470245846496,0.1456810931886739,0.059052304426188626,-0.03307779150024743,0.07690127361473566,0.0031243773609738023,0.05155614494861414,0.0027880081501784936,-0.00040802465626518444,0.06558431207892514,-0.02293141730991906,-0.06250246044146852,-0.023426029654984578,-0.06010516462209286,-0.023086642349990118,-0.028234107025307424
