,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
"Wind speed Sensor 2, Standard deviation (m/s)",0.08424188711051378,0.09551697834424444,0.01965299148684545,-0.10476536840800137,0.10653875679891861,-0.16815108454728814,-0.0134270697084109,0.012477636711251266,0.00415460413315788,-0.0255296726634634,0.013248357073688884,-0.02259537970869316,-0.01583010449789367,-0.022735397658050202,-0.04678508675392454,0.018133354667430095,0.005728852825886056,-0.03210247953640513,-0.056207492688327185,-0.0019197516883720303,-0.00612808987264539,-0.042377270627365064,0.04633543156155011,-0.010999205547758963,-0.16332692401739574,-0.0008325674560447048,0.034230653811955974,-0.16046004828309757,-0.08029836188862054
"Wind speed Sensor 2, Minimum (m/s)",0.11350699463991291,-0.05772317134829515,0.033001322078509636,0.08083832725233975,-0.07852388505044196,0.10756144242422053,-0.0037255131682271125,-0.006747365667261626,0.0033475668191612212,0.029835165203266567,-0.0420741985199492,0.07460432265511219,-0.0003650543414343288,0.017880657901456626,0.012154844759288574,0.0014512089893458646,-0.005756909246257019,-0.00043857562262836214,-0.002350845552160724,0.012595250617075629,-0.001316854041944187,0.029191415994486783,-0.012182251108359677,0.01126608848977929,0.04308265265947006,-0.004143940524771749,0.002570682991988954,0.08596936830737863,0.013625820674756706
"Wind speed Sensor 2, Maximum (m/s)",0.1343929798750071,0.020686363668702554,0.03496575267623924,-0.01060333436725566,0.012874110889968194,-0.03259175532507087,-0.012365292140100154,0.0022708021874355833,0.003438460917526087,0.0021287799875698288,-0.017306531823628804,0.03288932140215983,-0.010781305734398672,-0.00391389510478489,-0.019959931453750704,0.012787283275372208,0.0014285745561336063,-0.01979890130319656,-0.038815077067779036,0.008764448360666754,-0.006163131840355579,-0.0014309399349424212,0.017689556835967284,-0.0021541807038267143,-0.08023175636448976,-0.001733542596040213,0.0234937442995984,-0.04962950685193605,-0.034594742836697626
Density adjusted wind speed (m/s),0.13529785939674477,-0.018553590646834307,0.03260423757323427,0.03618479906177693,-0.03224449622337035,0.03236395815399464,-0.010415901573120084,-0.006568682111069257,0.004075199739883156,0.018755017353724507,-0.03599298762135002,0.06502393757209288,-0.01342187553256724,0.005714278876762777,-0.013305098714906538,0.012889205906693069,-0.001158292116289178,-0.014900680235828634,-0.014357306695354061,0.004478529979238151,-0.0037953074374532172,0.005596578195763494,0.008479019078332067,0.000604442494729465,-0.03689448772694526,-0.002949489769583657,0.026425629024130287,-0.019422777300593164,-0.020569930799868838
Wind direction (°),0.006816512714204372,0.032019884335576405,-0.01825289603657645,-0.07185100911182811,0.27522338682886016,0.22762213135776188,0.009792120620188256,-0.05061573511309103,0.03184463542095876,0.025904522113442296,-0.015219520922158336,0.039963443906932405,0.0148270215470645,0.011098876429323293,0.01571589638898127,0.013611740964741742,0.00041880633053224467,-0.007795832007866821,-0.010955180641937068,0.000623453774486471,-0.006460973125534272,-0.0019349683467435388,-8.683787031891696e-05,0.005163713632924593,-0.00395497876617662,-0.016491343945803164,-0.011179655311866737,0.014092821159668978,-0.004792693091546785
Nacelle position (°),0.006843564447128148,0.03202282086615229,-0.01915141130218434,-0.07113108100078569,0.28219734159674026,0.23662757920060623,0.011434931781154185,-0.05524279306302948,0.034177707166898885,0.03149943906788255,-0.01902068879667583,0.048810931977636,-0.004564540531786704,-0.005989085593260474,0.007181861477787044,0.02094352685598458,-0.0035169750924942426,-0.00965922883762349,-0.009874381009838396,-0.001205170443083936,0.0006476628755201913,0.0026816940332552303,-0.002874040011176471,0.007533910893121079,-0.0025504786026402937,0.008246884377429556,-0.025841514914351382,0.024052101335864134,0.0017026144500896234
"Wind direction, Standard deviation (°)",-0.010211401283241413,0.11552546007637393,-0.005442474193934043,-0.11704570408394624,0.10784715272016998,-0.157010461044736,-0.012770136884895044,0.023164939915716137,-0.04208533717238916,-0.07963995957937603,0.04723950554059758,-0.09352532744526149,0.03749808154817452,0.04434477496228707,0.023180673191463136,0.050763466033754895,0.005913279191157882,-0.050801861895234474,0.057643167529100606,-0.012178308229636649,-0.005081653313637406,0.21354555593634417,-0.04435607349449521,-2.2350302634142546e-05,-0.14536912972016297,0.1907615753369016,0.09925444144773181,-0.00042497157396380325,0.24858876117417372
"Wind direction, Minimum (°)",0.010195483564566338,0.028162876864427044,-0.012157097923862775,-0.06010363710232243,0.24943924955235924,0.21248757228545948,0.01028487243082663,-0.029166785477023338,0.01960590627740122,0.01771574361202302,0.006126948455622783,0.009950554481500257,-0.0010036005627438171,-0.002135726016672966,-0.004629046963821881,0.0009432382630283342,-0.0014385988528066748,0.039130612782482393,-0.032106514222452476,0.002193426892199715,-0.00423004178032662,-0.022364211507967108,0.016630535043477987,-0.014466213514876605,0.025967989234286365,-0.08250885085538386,0.043750114146121524,-0.019609934284590062,-0.05834385752366817
"Wind direction, Maximum (°)",0.004810686789217521,0.0390906327955085,-0.02271406937739329,-0.07559159999463454,0.2676491323950005,0.20623641356248684,0.012052480163366602,-0.05449245184463351,0.035506384895026666,0.031024357980523193,-0.021403182119200788,0.038280555198549074,0.021656895214989952,0.018087615688892084,0.028548552280803136,0.02615164859046848,0.0018631849147671964,-0.031090618106757527,0.008881494995341896,-0.0035321526675000936,-0.001343989302573373,0.026580695967101137,-0.009862022938967874,0.009045608251235104,-0.029101518871636207,0.044306789617268375,-0.006091628999423976,0.016978447302271493,0.04558214516341118
"Nacelle position, Standard deviation (°)",0.007578258283527482,0.053283555529162085,0.018311439358473677,-0.03036344559739724,0.00888131636730272,-0.06628685748640181,-0.00935761241513301,0.0051568990081439225,0.021015810122691964,0.05032286180500023,-0.07025802359718132,0.1132466167025292,0.009138615041178966,0.05621860540599368,0.008965389241846117,0.055589716079182616,-0.032553810167727446,-0.13332571281452688,0.07670683296454786,-0.0661011165024027,0.027743584903754906,0.7091614366372155,-0.08555737735887296,0.5420287027598417,0.22729407819392838,-0.06736807143634017,0.03631981616237068,-0.11517254158920832,-0.09529558234877844
"Nacelle position, Minimum (°)",0.006106126465426487,0.029478908714507167,-0.01994142473817754,-0.06841792733245286,0.2799127439044444,0.2377808327149931,0.011246969182908812,-0.05301750904475064,0.031373384175390054,0.02596641463584312,-0.013499013134103843,0.036626223484127474,-0.005281882198289234,-0.009971461907984147,0.00363201721145201,0.01621957246807279,-0.001896959645657767,0.00344143046801397,-0.017252614027625277,0.002938024334293521,-0.0011060283352336275,-0.046234755621932994,0.005383485688428474,-0.0354865968783315,-0.013368164747826983,0.001735142508128517,-0.022537355168966988,0.027649453351518985,0.006491953992842553
"Nacelle position, Maximum (°)",0.0070300473782952,0.034606108815452556,-0.018416734556058453,-0.07209883819403895,0.28103314745645097,0.23244154522681162,0.010731647345892634,-0.05504157029874691,0.035654452747886256,0.034564471283553166,-0.023445537111354053,0.05500583241173734,-0.002975265435449348,-0.0024633517444007935,0.009447490721740157,0.024038774892265385,-0.004594591690797496,-0.017620590722821988,-0.004949071959822027,-0.005443487696435316,0.001816084964854775,0.04097189884760749,-0.007913866187380714,0.03773802349131582,0.008880164606808905,0.007472259529652837,-0.02344672515794427,0.019170402094471795,-0.0014398018812944724
Vane position 1+2 (°),0.0024451877628471315,0.0033167176145342536,0.01657358251674059,-0.01864294108609715,-0.001855040154683957,-0.015548201104460238,0.0080916239398953,-0.010132932858812145,0.01681384205393641,-0.04904986143498567,0.003308461040905819,-0.06306213248315401,0.4511658877154551,0.40116413073608786,0.3299439094413532,0.01678940680707748,0.016799976092897392,-0.03926748340719165,-0.06475082878777891,0.05341742367487411,0.0011003497984809485,-0.04906030156285365,0.01400242118615655,0.009155015730282223,-0.003367111899078068,-0.01758782326967615,-0.0002355355373499235,-0.011117449436609361,-0.021656308919882405
Power (kW),0.13790185860845813,0.012034494238488269,-0.009679123707775173,0.036875102940851785,-0.017548202724613087,0.026967524280879687,-0.016674524309782456,0.014520765006675103,0.0011707743518877588,-0.014795698494819463,-0.012382966604797263,0.024964966149626774,-0.0024737278548955244,0.03576077343528157,-0.013737530842291568,0.008623926143222271,-0.0041414437301048115,0.0004239000709304608,0.00492088414115329,-0.013839270292276232,-0.0007527463687633518,0.0021310688311719783,0.01791938310930724,-0.005238774476283955,-0.028306232156738803,-0.00826074682388274,0.009385313937770923,-0.004432258562593983,-0.014041647087619596
Potential power default PC (kW),0.1344953213770306,0.01573254765679274,-0.005210015243174903,0.052343994131685924,-0.040675220562509516,0.047969963718845036,-0.014269740564260537,0.007011331199816726,0.00030493628696518296,0.0078910523164676,-0.024440677927182755,0.049643630867321695,-0.01918746225803307,0.0323684234471395,-0.017647208785921527,0.011981896130384528,-0.0038370965363418857,-0.01138904316028333,0.00922267875942348,-0.015434003638680055,-0.0028535704472252565,0.009614799668987345,0.016474090626922983,-0.003425165705974179,-0.03641985565867664,-0.019611882775930976,0.030569315562324673,-0.008200132128591747,-0.018764732916003175
"Power, Standard deviation (kW)",0.11260535588213558,0.08735463167167402,0.014004720583623157,-0.055258160115339544,0.046388850404438325,-0.12258070811505786,-0.012849879753829655,0.014912426838806841,0.03531081374017163,0.04173114869128721,-0.04097844230053076,0.0633616972109124,-0.002442364930477954,0.005973700988486541,-0.02362042073677509,0.018661932207568115,0.007191769864769548,-0.09472532477569406,-0.05711845882601052,-0.024247702483671002,0.00028457699954251986,-0.08320518351397892,0.046962914477973794,0.06180712752714697,-0.013424582966482499,-0.10552828895502969,-0.05677506185467587,0.08479253306998406,-0.04287176036414336
"Power, Minimum (kW)",0.12659796546967433,-0.034537567617662225,-0.015283045991392276,0.07515412379528105,-0.04378987172226622,0.09787506532626658,-0.013588932623507723,0.013382779666764013,-0.011958433898583063,-0.035168564869796644,0.006944113109813329,-0.003356819702162536,-0.0013657680172284165,0.04154211833139054,-0.004245340862776642,-0.004278679940448331,-0.00809510217121448,0.06100982438754224,0.03498647537636473,-0.006886625076739886,-0.0028943160077160163,0.05539208537079872,-0.0022121797019157598,-0.042285855395010535,-0.028323966369062467,0.05137397904492851,0.019876161983359286,-0.0483592520938821,0.016055175830505142
"Power, Maximum (kW)",0.13614465892092129,0.035502327407508055,0.005363772793887201,-0.0018365400015594422,0.01182740287893239,-0.03399662192885355,-0.01488188440866355,0.022936366364622367,0.017891870029512435,0.009730791442574781,-0.017263758361933175,0.03148400953466379,-0.0038324467552085517,0.024936708633541693,-0.015917610200513937,0.008493583699979615,0.002411753203702058,-0.02570223798240545,-0.02191926629042029,-0.01344894465222976,-0.0018737777378455,-0.016948644091791476,0.021962564397321305,0.014459484909403922,-0.03343098247773171,-0.0327955612507307,-0.0313615517829019,0.02799071097939007,-0.007465330112559083
Potential power learned PC (kW),0.13498187381423607,0.009710571949839352,-0.0033739087981612586,0.050582555755468814,-0.036242347185959665,0.0443359783924535,-0.01851072439134294,0.012634055433969664,0.0006909314019949676,0.0016708814467965834,-0.02970677082429755,0.05755533583869126,-0.018047297966200245,0.032892429624229835,-0.02019181750898899,0.01323071286581892,-0.004034084028999574,-0.006459657702153079,0.0035245538193005577,-0.018211497188957856,-0.003361517056235719,0.009949254583692696,0.017905039388036746,-0.00269013068050958,-0.03621068841560152,-0.020672572602156852,0.024087395079748497,-0.009896875865808258,-0.012559273662599402
Potential power reference turbines (kW),0.12274661321171611,0.01738841199956928,-0.007758293957845064,-0.012145080913478464,0.015812202680710746,-0.06534677759492193,-0.007805717997710061,0.050777872064080645,-0.010666613123144597,-0.09972754276490076,0.0777109996300048,-0.11850068191889153,0.0037918685587720385,-0.019888070160803975,-0.03431985578405072,-0.007346490725052113,0.0015194332039543124,0.07209458698430947,-0.05614213309680771,0.04199137094306027,-0.003602794245794544,0.01751002774353476,-0.016577377562202844,0.013349869626446624,0.09983593963183501,-0.05865112666828927,-0.13490568630452032,0.17474803506182232,0.07700183191161739
Cascading potential power (kW),0.13498187381423607,0.009710571949839352,-0.0033739087981612586,0.050582555755468814,-0.03624234718595968,0.04433597839245349,-0.01851072439134292,0.012634055433969678,0.0006909314019949914,0.0016708814467965762,-0.02970677082429752,0.05755533583869129,-0.018047297966200266,0.03289242962422988,-0.020191817508988956,0.013230712865818884,-0.004034084028999185,-0.006459657702153163,0.0035245538193008595,-0.018211497188957593,-0.003361517056236083,0.009949254583692904,0.017905039388036156,-0.00269013068051001,-0.03621068841560168,-0.020672572602156547,0.024087395079748553,-0.009896875865808785,-0.012559273662598625
Cascading potential power for performance (kW),0.13498187381423607,0.009710571949839384,-0.003373908798161266,0.0505825557554688,-0.03624234718595968,0.044335978392453505,-0.018510724391342954,0.012634055433969681,0.0006909314019950028,0.001670881446796614,-0.029706770824297533,0.05755533583869138,-0.018047297966200294,0.03289242962422986,-0.020191817508989053,0.01323071286581894,-0.004034084028999296,-0.0064596577021532875,0.0035245538193010295,-0.0182114971889573,-0.003361517056236274,0.009949254583693001,0.01790503938803617,-0.0026901306805098835,-0.0362106884156018,-0.020672572602156283,0.024087395079748764,-0.009896875865808133,-0.012559273662599625
Potential power primary reference turbines (kW),0.12962796645388044,0.023119996791241226,-0.016225425336002235,-0.017629527516554996,0.0501916492435585,-0.015725411384836335,-0.015767028352128724,0.0441455319045556,-0.002087013897739996,-0.08231036843282057,0.05998944514385545,-0.08851777089672284,0.00544269438856194,0.014224847914670616,-0.026923604201892565,-0.02238218069081049,0.009599137225393406,0.0769962144460654,-0.05097186090484218,0.008826982042966891,-0.0031262829662948854,0.04257396249653966,-0.006275293393882275,0.0035223125488093796,0.03155225824164371,-0.03115903174170609,-0.06256380565200659,0.08371593730701071,0.015388547074121628
Potential power secondary reference turbines (kW),0.106144568599926,0.01196050113074073,-0.0013417002888409077,-0.00709942602805892,-0.010066400622858714,-0.09432743958257915,-0.001142729712664808,0.051265747518047626,-0.01571560019467564,-0.10262403442009223,0.08277175563669416,-0.1271720730097051,0.0016988964988618193,-0.041965929028020675,-0.03686853638595458,0.00443135769641095,-0.0036272706622280967,0.06123658616260656,-0.055601211462393586,0.062345865941858175,-0.0035615737965195016,-0.002536496819064926,-0.02241624570698774,0.019374841022286232,0.13892468628533336,-0.07315920407416976,-0.17457715760479747,0.2231201228295825,0.11246056921293585
Turbine Power setpoint (kW),0.13210534811154354,0.01342075512636299,-0.002287437445008802,-0.017662335884098514,0.044604949777533924,-0.016197312609959335,-0.01369242363696999,0.043112684265926654,0.014841499354045733,-0.058885747889799375,0.045156018170874265,-0.06482473254752583,0.0037465288822079177,0.02405811416207437,-0.02479673071472224,-0.02441649394040197,0.005563457725237725,0.09359282876850698,-0.03329430951059715,0.003697509158292464,-0.00463060109595009,0.07274443433534614,-0.009211595467184464,-0.014700222430790864,-0.0011914788501747172,-0.022502884583267477,-0.09077917855241688,0.07087799789091784,0.033308721755699267
Potential power MPC (kW),0.13449532137703057,0.015732547656792748,-0.005210015243174901,0.05234399413168595,-0.040675220562509454,0.04796996371884505,-0.014269740564260482,0.007011331199816685,0.0003049362869652345,0.007891052316467613,-0.024440677927182724,0.04964363086732175,-0.01918746225803328,0.03236842344713949,-0.017647208785921655,0.011981896130384721,-0.0038370965363419057,-0.011389043160283252,0.009222678759423215,-0.01543400363867976,-0.0028535704472254526,0.009614799668987817,0.016474090626922806,-0.003425165705974075,-0.03641985565867681,-0.019611882775930692,0.030569315562324964,-0.008200132128591789,-0.018764732916002606
Power factor (cosphi),-0.10108394570534857,0.09329455458293237,-0.09990892919779618,-0.03190725455185361,0.05517764399554151,-0.03929707068517451,-0.0023228427374222776,0.040294679401017865,0.026663980322544547,-0.08276375771497249,0.06567403718628793,-0.09831354414209746,-0.027782113687972846,0.05066572851191731,-0.011534181191798854,-0.021650418449709892,-0.017389358684149724,0.09351729614543303,0.09598680040930216,-0.053510454291778545,0.0014822700787238477,0.08190065988245808,-0.0026187056213182597,-0.04379183248156883,0.03487640752629232,-0.03507479633606052,-0.15120471945835853,0.04842468245827711,0.07331445984440832
"Power factor (cosphi), Max",-0.08723525819228527,0.12307980337938876,-0.07799945324446593,-0.06755625793844222,0.0713816820220411,-0.09964897257348941,-0.007916365426651986,0.010576533891133512,-0.003516909472829593,-0.04654219851147129,0.013376282847096948,-0.019516557034077918,-0.025078712613004362,0.05534606989265678,0.002567907977914765,0.007660197769240453,-0.022358956569344075,0.0396236995114536,0.11203946196107328,-0.039973294558465294,-0.003694471179967268,0.08956683542343727,-0.01175533554234947,-0.08722802981459411,-0.05571776395284205,0.10225136479932226,-0.1088777931412034,-0.061519639725754124,0.1610350601049344
"Power factor (cosphi), Min",-0.09681460589079309,0.03195943777772022,-0.10215846603087347,0.028284206420975757,0.010279378613441005,0.049018217447215115,0.004632353581486576,0.06788147266434325,0.08337801363715702,-0.07818343597178194,0.09821159064037711,-0.14640732793958786,-0.02006788891440098,0.028655464167358556,-0.024535972580467177,-0.0539916889766568,0.0016537423663350106,0.13884128072769558,0.008069226597357787,-0.04344097142013488,0.007612951498516575,0.03673366339254611,0.0042059603539652025,0.046139660987635514,0.14741473898732183,-0.20571610061165696,-0.11219917578967684,0.18639763140404772,-0.07102722510772985
"Power factor (cosphi), Standard deviation",-0.06558787820542114,0.13376514010233778,-0.054356980684822885,-0.08795821370052676,0.07870726494073789,-0.1345587508886065,-0.011095052666129548,-0.016928310554572723,-0.03461036871421159,-0.023274395095377546,-0.025904564415053406,0.040865803297111834,-0.023251509570456467,0.05910070114384255,0.011133280177790852,0.027878297071307886,-0.032366634230204194,-0.0015206778230260534,0.14290299543026097,-0.0396571276651599,-0.008075505142865529,0.09777096592710514,-0.011731338925617812,-0.12720484168922389,-0.12112104791104739,0.20242676691694284,-0.11441712416454751,-0.16104214597792468,0.21939009672150872
Reactive power (kvar),-0.13307694710156853,-0.01760557826991261,0.013919608159177088,0.01106808011673666,-0.04397500916029293,0.012200781893055231,0.015264330551537478,-0.03803122391524709,-0.0019291235566210982,0.07351606501501849,-0.048438898993218224,0.0701298782417496,-0.003497729201450883,-0.021220664698014532,0.024713606813095125,0.017397024343239732,-0.007625268252167238,-0.07052998342785728,0.039261752130401714,-0.004061433998465872,0.003022368623688803,-0.04485876230113795,0.003462854829751819,0.001247038366720351,-0.020746974060451468,0.029041084819131757,0.05871730687093134,-0.0685842658449286,-0.01813439414606311
"Reactive power, Max (kvar)",-0.13018180980583957,-0.0018132657958293012,0.022006845451413043,-0.002911878167203619,-0.0381644908740969,-0.012969158790497738,0.01676711088390979,-0.03749340103834562,0.005868118576418349,0.09035953091931621,-0.06426875484571824,0.09331768889290888,-0.0024047101282975137,-0.020832010012125833,0.02394858896681661,0.02552292377595689,-0.006634390803470255,-0.09669207647599315,0.03209250597484836,-0.008880590454739646,0.0035139736149665222,-0.045476093129281636,0.0059988803349737465,0.019177061437022934,-0.019496100433938363,0.007910598504738567,0.03891385857939475,-0.019701043153361915,-0.012878675093010512
"Reactive power, Min (kvar)",-0.13240894562776062,-0.029702170831940683,0.005441732582312256,0.023810119431843718,-0.04927865896794383,0.03479393873254814,0.013420984204993311,-0.03855684765194148,-0.009146655339561289,0.05620542859458574,-0.034881971280664364,0.050664917020158406,-0.0037459551794576666,-0.02050669528288312,0.02451212742210723,0.00899107979389493,-0.008040132578596083,-0.04610824842561379,0.04356849360085496,-0.0002249080044427615,0.0030001225672802966,-0.04537001855740212,0.0019213794394275716,-0.013334778697172789,-0.02014656173328993,0.043021552912364244,0.07957457608555928,-0.1085660269838099,-0.02782280757729924
"Reactive power, Standard deviation (kvar)",0.09060208050328222,0.07650299074516138,0.03277792499967192,-0.07257493660062758,0.05801670220264581,-0.12341409181325566,-0.004389979488956058,0.022604578068738442,0.04100949445845472,0.03775403851168893,-0.04360031447870589,0.06472095837697434,0.004697761244814321,0.014908580270517783,-0.01764782163756338,0.029450148184379837,0.005927095344189465,-0.07800388734511056,-0.052561040155428354,-0.023633406429104373,0.001105836307854012,0.025589490802284755,0.013080756255220215,0.08782331008324376,0.027972966835231535,-0.11265294396961613,-0.14298935284485645,0.27190412881121245,0.039239478428519076
Front bearing temperature (°C),0.10205121435558077,-0.042803682740181204,0.13351664864424428,-0.024215600651573122,0.005689644502390199,0.01384897684472871,-0.007110213516001297,-0.08791713384368889,-0.016105198649442886,-0.1550880474467734,-0.0022213221805686407,-0.04116626473308868,0.04892942249867457,-0.13818947864413084,0.07851571036808899,0.054650813173970574,-0.02767169420667113,-0.06721402906990369,0.08322410335511153,-0.008350945017409203,0.007762195838758767,-0.03565478106023327,-0.021612590734676404,-0.007637644852765309,0.09191637029715352,0.03446386984031288,-0.003077444309328689,-0.0474878875203955,0.059270397637470384
Rear bearing temperature (°C),0.0736741679200672,-0.02600287316324161,0.17652391141248114,-0.040195915942201205,-0.007213610998237916,0.019923703782558255,-0.0039204964646525195,-0.12959978285196125,0.007854163642417625,-0.18472207750998745,-0.010059165573299892,-0.035129619216930516,0.05965643219600346,-0.15322130455541869,0.08156277367336422,0.04312882902085087,-0.03985964269679726,-0.0530197796495717,0.140577676759685,-0.0481800827348381,0.010386553795097156,-0.025506162884231368,-0.010509830803674472,-0.02118831583183249,0.10348596927682907,-0.017573097957007726,0.031510960586155295,-0.030120090795133263,0.026932328912493933
