GeneratorSpeed,Power,PredictedPower
1065.2262,200.26712,177.99973043137402
1012.61053,165.96684,125.46309697130732
1178.8254,301.39682,311.7409935600835
1006.6648,146.49605,120.82506936440404
1504.2521,686.14386,696.8816176235788
1590.5782,799.7785,830.3950938551859
1772.4015,1471.6168,1278.8411562055385
1512.1251,686.9159,707.6281230982443
1665.7762,1132.5061,995.5135662663174
965.51337,113.2078,99.12076922776737
1371.3004,492.2541,524.2907377572449
1163.3704,284.9016,294.3863260594298
1644.062,994.3549,942.3059905697095
1320.5743,452.94012,463.4939547212791
1217.2174,327.7459,353.02279334560313
1071.5815,208.56154,185.31719115739605
1697.2627,999.3153,1078.811863152854
1015.96515,138.83188,128.2229533609634
1634.4465,888.77246,920.1261380735776
963.727,52.136967,98.64132161965847
1719.628,1196.8097,1140.2921045791404
1239.9669,375.37656,376.72599331511105
1053.914,186.69937,165.3496491384126
1603.2955,851.18396,854.5008484716399
1100.4827,229.95605,219.75047427950966
1412.8514,589.46655,577.1160885651511
1062.1256,196.64876,174.48064060034073
1165.4508,283.17346,296.75016537777844
1646.2782,902.3706,947.5430785904682
964.8513,85.95342,98.9382183252626
1144.8435,273.3735,272.9643143468581
966.43604,76.20363,99.38467531782351
1567.0886,777.56433,789.5424696896055
1439.9376,577.9433,612.1945446533701
982.0214,115.07151,105.46642068201515
984.9171,124.88742,106.92199004469774
1564.3732,939.138,785.095964587488
1759.9619,1355.1078,1248.2158606463827
1365.6387,483.5495,517.2613223376932
1767.474,1158.7286,1266.9307304252125
1775.935,1222.2496,1287.1849441183258
1619.2703,901.9657,886.9611986408368
1640.0526,875.2773,932.9494828444808
968.9734,129.30504,100.167097209541
963.92773,77.53479,98.69311646188021
1502.6237,665.2449,694.6771708742265
1340.3228,451.40985,486.5412559596331
1263.3129,372.74402,401.0357913986992
1097.0542,225.06087,215.60734256641064
973.7612,122.272026,101.86679825234694
1700.7739,1066.3677,1088.402746645229
963.4673,46.25368,98.57509421857367
1175.6381,288.31564,308.2006442294183
1417.3558,559.26324,582.9298010039378
1460.2955,610.556,638.6986431119359
1114.8816,244.2586,237.1786947080313
1505.4604,680.1705,698.5211566127834
1352.7123,482.85297,501.4209682075624
993.01685,134.03168,111.50476217202072
1287.6897,402.3142,426.93978575121366
1078.5273,211.01999,193.45033945517036
1618.2239,844.2475,884.7584494945934
1589.8755,802.7183,829.1060098250696
1239.615,351.3292,376.36072383532587
1278.6332,391.54797,417.22203255986096
1736.8878,1068.1155,1187.5278973195288
1757.7084,1248.1941,1242.483440785109
1524.9292,725.88257,725.4868334754063
1033.7826,172.40283,144.43635215430004
1417.6823,542.37964,583.3515987729988
1598.4362,799.9359,845.113574007378
967.14075,67.10311,99.59366456807822
1000.5454,158.66219,116.40882098044392
1480.0656,646.7766,664.6106035369365
1787.8534,1257.2104,1313.9683624098811
1062.81,203.84613,175.25430081068055
1594.1088,852.53204,836.9386653490586
1415.6925,551.4184,580.7818177798805
1544.7162,738.1151,754.3472443363131
1381.2115,509.85312,536.7136701692148
1101.6578,232.19754,221.1719414823536
1662.69,945.01227,987.7055310357033
1061.8378,186.85153,174.15584820130493
1353.5773,489.0486,502.4712781913606
1312.4402,427.6202,454.24679640676584
1240.0017,355.11514,376.7621151726696
1460.4708,622.07825,638.9274407073143
1568.0518,764.36743,791.1324608553455
1178.4161,295.6523,311.28746303277495
1480.4436,677.1234,665.1088964979552
1086.3916,223.42255,202.791557451397
1140.681,260.88727,268.0653331292835
1162.4597,277.56494,293.3488335134916
1682.146,1040.8988,1038.0964056242449
967.11664,93.62612,99.58640851963696
1305.6927,430.27856,446.6824101651274
1633.0051,878.08844,916.8785610643545
1203.6957,330.40775,338.7336725294958
1180.1307,295.83167,313.18518916147076
1280.7467,392.8317,419.4785881300402
962.93085,71.84243,98.44109441209025
1132.8344,253.41281,258.7560547156479
1635.0695,897.0678,921.536093638489
1292.365,412.73627,432.0091151581221
1230.7677,343.6351,367.1704755026758
1422.6417,564.3926,589.7643194776352
1181.8711,289.90567,315.1057044557257
1686.4653,1017.1038,1049.616570196149
1040.1525,172.21126,150.79357093651106
1474.1353,612.49493,656.8099320791086
1404.5839,533.5725,566.4762224861174
1377.3495,512.81165,531.8562052185059
1179.8097,287.9747,312.8303359828554
1580.8774,778.60046,812.9777698249293
1697.2866,1011.7946,1078.8770112262644
1499.0492,673.7659,689.8575810397431
1049.94,190.29488,161.0419200852141
1255.9995,369.4021,393.39121136931936
968.31555,97.364334,99.9562962396003
1709.8867,1268.962,1113.436725236454
1449.7955,590.452,625.014025604859
1565.7415,759.9922,787.3300053266632
1474.4718,619.55676,657.2517813506472
1684.019,1054.3684,1043.0792538905503
1389.0095,508.9211,546.5799071997415
1104.0809,230.65569,224.10461907824634
1474.9104,620.63934,657.8278261911853
1030.2386,179.09174,141.01843014939652
1038.6129,185.29083,149.23295065220884
1106.2203,232.46591,226.69501829561108
1534.0,806.3079,738.4981901709225
1671.7137,1016.2896,1010.7422848757664
1177.7034,306.0887,310.4969704940345
1233.7855,343.77646,370.30747437555027
963.6813,79.053154,98.62960331921977
1237.1038,350.3688,373.75382807148213
965.8675,87.246666,99.2207528962615
1474.7388,629.25586,657.6024338267245
1240.388,350.68314,377.16308611226134
1756.4247,1411.2218,1239.1955924351232
1059.1344,195.65588,171.1211574165344
1664.5336,950.0424,992.3606802796949
1325.2373,444.82773,468.859578613687
1322.226,461.46494,465.38912364032586
1242.046,354.90433,378.884051532232
1073.8004,203.18188,187.90142449132316
1469.6765,610.6244,650.9628263611662
1764.6357,1364.5702,1259.9346658860063
1187.0126,301.45822,320.74608215460285
1159.0742,276.50006,289.47755710360434
1764.6151,1303.8307,1259.8835455431872
964.538,83.38331,98.85382421368172
1732.2545,1092.1085,1174.9393911332977
1223.6033,338.15414,359.7059683968023
1572.4785,970.80054,798.5281117868271
1675.0924,1245.6531,1019.5225985426885
1263.2921,371.15375,401.0139883760809
1608.6202,845.84644,865.0448423036664
1694.9744,1034.0446,1072.5837457403704
1570.1511,765.8085,794.6214610385008
1787.6671,1393.2332,1313.5671101873436
1397.7051,531.64435,557.6612622777775
1245.4747,356.95477,382.443607989426
1761.7618,1438.932,1252.7568775198797
1749.344,1393.5864,1220.7935384644984
1692.4243,1056.8873,1065.6668737827192
1038.4462,179.48602,149.06487229868446
1087.1172,221.7595,203.65906228087266
1695.8716,1139.7034,1075.0233904012593
1740.7563,1241.8905,1197.9603529992742
1707.7595,1051.3391,1107.5795532711072
1345.6772,460.03458,492.9335326457583
1429.9596,569.0493,599.2437182872842
1482.8969,646.37274,668.3464451677365
1129.975,253.21501,255.34201993232898
1740.6167,1279.5436,1197.5852901725466
1210.078,328.15842,345.50518150360125
963.41077,64.11967,98.56079545972011
1188.8578,303.36298,322.7585231702422
1169.8246,291.28058,301.69164404729963
1523.1699,748.53424,723.0005398701798
1011.2726,162.9097,124.39068146762611
964.3257,73.30809,98.79736507244775
1609.8966,887.0662,867.6129827616664
1498.1793,665.5917,688.6884653753503
1614.5062,831.0767,877.0197986873518
1083.1339,215.71243,198.90761022300234
1013.08344,156.85938,125.84605932784984
1266.2798,374.47122,404.14990667169724
1025.4977,168.32344,136.58945337929003
1115.8722,246.81905,238.3761713741269
1705.2207,1121.1898,1100.5981289851652
1674.7251,1242.2224,1018.5642548673385
1383.0059,518.87366,538.9773515156019
1155.9686,277.835,285.90652827387567
1642.8093,963.84863,939.3662093795874
1025.3486,175.19373,136.45293120024166
1046.1807,163.05692,157.04176623668081
1395.6156,526.9653,554.9916741258089
1465.8828,608.80664,645.997752134988
1041.9211,182.92517,152.60441989593426
981.50977,125.87393,105.21952162096625
1622.9133,926.8048,894.7145064049721
1064.6428,207.3259,177.3348686396343
1195.2489,310.72934,329.682991957287
974.4568,119.75962,102.13769192316431
963.98315,75.57771,98.70750957701432
1710.2532,1070.7859,1114.4464202473803
1055.293,169.42575,166.862281169865
1087.3232,219.87932,203.90549848280403
1709.1261,1101.1498,1111.341775339487
1734.6625,1128.3818,1181.4932980233968
1146.6727,260.98117,275.1077851325827
1085.8761,211.21585,202.17575163634
972.07324,97.65588,101.23456403880891
1251.7631,390.91418,388.9790356055273
1678.1376,957.85974,1027.5026291764852
1738.692,1183.146,1192.4031905886932
1106.5127,228.0547,227.04909709857253
1273.3749,380.03378,411.63478606542174
1288.847,387.35175,428.1911003381465
1473.798,650.2371,656.3671183658453
963.95593,47.456326,98.70043525235951
1637.9457,914.95135,928.0944501724036
963.5646,98.8755,98.59980357155155
1663.2625,930.9195,989.1481826794792
1247.4958,392.08902,384.5427892534482
979.25214,127.469666,104.16737577711172
972.70636,104.78439,101.46751882217711
1791.1055,1568.0566,1320.8773778060745
1733.5297,1347.2544,1178.4130332032332
974.5623,130.5375,102.17930303304695
1018.92957,170.89723,130.74381108223588
1564.4382,829.89435,785.2017920014742
1157.9586,266.75403,288.1969322043516
1230.1982,343.51773,366.5780920750107
1136.053,260.374,262.5856932550412
1736.3175,1198.6829,1185.983516656134
1708.8025,1034.9052,1110.4506834870863
1479.1987,652.9747,663.4683459227972
1030.293,162.37244,141.07021854969753
1307.7687,416.26553,448.99966393142324
1484.095,638.5404,669.9298823673073
1248.9043,368.93524,386.006345695267
1651.0658,921.1585,959.0121469886847
1391.0225,524.66675,549.1383089486152
1667.9553,929.88104,1001.0717191399073
1413.6487,536.40485,578.1443705303211
1771.2086,1394.2549,1275.9863075923718
1178.5148,303.59286,311.3968586162981
1156.9183,271.68814,287.0005527665214
1349.8336,476.95444,497.93607191573915
1071.8354,212.39441,185.6121771076912
1182.1172,295.0718,315.3768086155989
1190.135,303.52304,324.147934597361
1782.9661,1301.0573,1303.2530790326473
1510.6344,700.4746,705.5812510996353
1001.268,139.38031,116.91072485054065
1274.5917,391.3581,412.92444454204406
1478.3463,632.80444,662.3458811393879
1658.9236,933.8731,978.2817189494947
1416.0226,560.61237,581.2080005079549
1505.1777,674.7503,698.1372643258642
1711.3575,1269.8376,1117.4895128414403
1007.29266,137.00421,121.29904810587482
1772.5923,1234.2301,1279.2960336223296
1768.1461,1315.9774,1268.573268315723
967.2276,101.098236,99.61986475069818
1138.7919,263.70377,265.83261729215246
973.94385,110.88009,101.93734625212198
1148.2893,269.82715,276.99719394671257
963.074,74.16013,98.47648198856871
1137.47,254.511,264.2669461610113
1020.45197,162.11688,132.06740960562547
1060.0337,192.21405,172.12735682903775
1754.9816,1197.2535,1235.480867872835
1082.3236,202.56082,197.9445296679192
1080.2539,215.51718,195.49053634055826
1100.1426,217.9479,219.3391868011202
1349.8966,479.8121,498.0121636927198
1688.8613,1207.0391,1056.0496956968918
1244.7424,354.0075,381.68322748073484
996.06665,135.4332,113.41881097601129
979.5944,123.2761,104.32294841269754
1683.9277,1042.777,1042.8359024375864
1701.9546,1050.5303,1091.6360480882136
1688.1075,1037.4874,1054.022688109319
1094.1553,224.04091,212.11078490434937
1659.9305,915.29865,980.7894936514226
1152.3408,274.3046,281.7114561002488
1753.8458,1162.2068,1232.5437705801648
967.2366,132.3991,99.62258535844069
1171.9733,284.9554,304.10522413511535
1416.6826,550.5453,582.0602693335937
964.11346,87.617485,98.74151075312807
1423.1675,553.1516,590.4447942007102
1462.8201,614.49994,641.9949451662261
1636.4683,962.8691,924.7156124480189
1085.662,219.96796,201.92011991030887
1138.195,252.95786,265.1259765600212
1035.1,164.97177,145.72915620440062
981.8292,114.32931,105.3733055498858
1175.6932,291.67484,308.2620162519953
1683.1256,1054.2543,1040.6999947485351
1780.2612,1406.3107,1297.1593568949538
962.15875,57.27812,98.25487744306952
968.55145,113.98734,100.03125039418012
1745.5178,1122.4958,1210.682074630582
1332.008,450.39514,476.73474205134096
1131.8087,252.94138,257.53262524598534
1121.4542,243.97693,245.1124796166224
1338.5026,445.52826,484.38189560721787
1209.3267,332.138,344.71075821519037
981.7902,113.848045,105.35446472223202
1352.8712,476.57346,501.61380104525654
1504.7498,684.63934,697.5565450322175
1294.4005,398.57098,434.2282807992043
1379.7871,522.54224,534.9197592652581
1765.3787,1381.9852,1261.7752073820234
1201.753,312.10428,336.66155950686704
1133.0773,253.60458,259.0455729041796
1020.6133,151.8847,132.2088036739765
1674.3414,1011.03094,1017.5641039447705
1058.1335,192.20709,170.00527678365398
1066.753,206.4615,179.745440149964
1028.7379,178.14793,139.59829759608624
1044.8379,188.84209,155.63166790055232
1062.5157,201.05783,174.92139647189754
1556.1259,746.8883,771.9012954162163
1587.6404,808.1817,825.0347112531713
1053.7632,195.81229,165.18477758383847
1553.015,740.4123,767.0386636747197
1351.534,482.19324,499.99257672506803
1539.1877,725.6894,746.100415557511
1310.6162,432.36124,452.1925931046302
1055.7385,176.59216,167.35283316042864
1649.004,1068.7152,954.047136976922
1715.191,1275.9807,1128.059151594831
1391.687,520.88617,549.98380512783
1633.107,885.4165,917.1074802241815
967.9686,83.56317,99.84735461187483
1583.8707,775.17786,818.2662929692951
964.36835,102.05326,98.80866016023299
1316.7798,433.2767,459.1625188821249
1122.0754,249.54916,245.8606850582491
1745.2056,1081.2842,1209.8524199873127
1662.7565,1112.0157,987.8729690230948
1206.4413,328.2448,341.6532174119446
1542.5372,716.9112,751.078077534798
1744.3921,1297.4789,1207.6875034350396
1483.6306,634.4541,669.3159305230567
1554.3055,940.4847,769.0485613030296
1474.1906,625.4571,656.8825391311134
979.82654,139.47531,104.429269603585
1598.7463,872.38605,845.7060210643251
1418.7933,566.54913,584.7872433185778
1395.1752,524.89996,554.4295306523036
1391.2788,522.97906,549.4643645655635
1116.9856,239.69423,239.72146107928245
1398.0013,533.27264,558.0400154435015
1186.289,303.18192,319.9552211812817
1372.0887,505.1117,525.273527977761
974.2938,124.00071,102.07367352523897
1232.5017,355.77084,368.9733551264383
992.2546,121.90122,111.04217511313209
975.44104,135.30515,102.53125271000556
1610.1252,911.5138,868.0746003150823
965.5781,93.12348,99.13892315313194
1631.4735,896.2106,913.4500943460425
1201.9547,313.80203,336.8769479279206
975.70447,109.07885,102.63862049338923
1147.3331,266.57846,275.88019608501963
1044.6328,187.35884,155.41718659424316
1205.914,322.02222,341.0932994898159
1150.1769,265.994,279.1973479726353
1324.5632,451.23767,468.08097816469103
1307.5773,422.41132,448.78564987954223
1249.4607,369.36102,386.58466962485033
1567.1891,762.61774,789.708053946866
1345.055,458.58438,492.18768316411115
1363.9836,507.74255,515.216432429935
1056.1399,183.83434,167.79559895575682
1557.9745,745.91724,774.8197030677885
1109.6995,236.3885,230.90802903937202
1330.9353,444.1998,475.48041941290546
967.9747,130.39294,99.84925664967079
1427.8951,568.73663,596.5676110369445
1702.9106,1202.5056,1094.2566936640974
994.04913,113.3802,112.14135018939953
1326.6257,439.48773,470.46633057289483
1223.9292,333.21683,360.046189571493
1437.5093,572.9686,609.0403837711979
1530.6815,703.7361,733.6987754181731
1264.7416,396.30765,402.53433516396217
1590.3746,828.56134,830.0211447394926
1466.226,623.4089,646.446591687201
1047.1124,192.74275,158.02606144615214
1216.5715,334.201,352.344848994057
1016.2522,165.10469,128.4637350021551
1719.8075,1131.5254,1140.7867328036934
1338.2544,453.02072,484.0879915006596
1092.9614,216.27904,210.6729715527619
1609.6804,854.3937,867.1768721275616
1180.8662,294.61194,313.9975115592677
1306.0692,425.978,447.1020070490477
1469.3264,627.57526,650.5042747066749
1201.0839,316.30063,335.94662502010584
989.701,134.7253,109.53929859732352
1143.5767,259.91946,271.4764653465111
1778.2379,1195.702,1292.5285763616325
1692.7827,1063.1147,1066.6373816814112
1283.96,390.49982,422.9222155871371
1158.6874,277.6805,289.03381626981917
1437.859,617.2044,609.4945252660583
1462.6163,603.6436,641.7287459526228
1429.185,575.6315,598.2394886614285
989.11334,138.68195,109.20375430570925
1368.919,501.46875,521.327725016004
1729.5693,1234.3341,1167.6056223285198
1746.8549,1315.594,1214.2277020660927
1541.7917,737.4512,749.9652857547151
1606.3329,833.5224,860.4821708204718
1246.5841,357.38406,383.5957491574443
1696.55,984.81757,1076.8700578934915
1736.8434,1234.6782,1187.4077170581743
1255.0901,382.6247,392.4432484823469
1417.0764,551.3792,582.5688906278049
1767.2825,1187.4451,1266.4617193984611
987.6826,132.06308,108.40314514770716
1087.101,219.29088,203.63968510486842
1563.7302,756.4412,784.0506811571918
1667.1301,1082.2858,998.9626064964489
1404.6123,566.1982,566.5126932900138
1633.9978,869.40356,919.1130039305806
1207.9164,320.99026,343.21763884725743
1724.753,1211.3956,1154.3979069642164
963.4028,72.9997,98.5587828923907
1689.0284,1041.4949,1056.4994111274455
1401.1183,539.81274,562.0303552347161
1126.1166,248.23885,250.71935478056497
1056.4155,197.16898,168.10002149816916
962.77936,68.07249,98.40393864366933
1196.1586,316.1789,330.66304555299047
1014.117,167.83421,126.69005635165706
1339.5797,454.89978,485.65884761412144
1040.1912,176.74321,150.83299016690034
990.5268,140.88913,110.01736656094477
1428.4553,588.77563,597.2936385145965
1255.168,370.15063,392.52443257390706
1123.7001,242.31818,247.81593360657018
1013.094,144.9993,125.85463392006682
1666.7397,965.9737,997.9666111596259
1522.2806,692.9395,721.7479980321475
1619.9028,874.4649,888.2979078779888
1623.097,870.8441,895.1089519118689
1278.2273,405.40656,416.7893959262739
1152.2233,270.5202,281.5751646324923
1739.9631,1190.7988,1195.827802175604
1434.6576,580.28015,605.3381524525836
1341.0426,456.2187,487.39710440064516
1451.3778,568.99274,627.0740270010086
1134.2311,262.04608,260.41970721812885
1382.8035,513.0405,538.7218116069969
1455.7115,671.05286,632.7198586208119
1359.7386,480.29883,509.99351281599417
1223.914,354.16672,360.03032326289446
1618.0781,855.1193,884.4523886160017
1730.0872,1322.5251,1169.021990013025
966.7689,82.66792,99.48258871634516
1175.3496,289.04663,307.87920689399726
973.2666,79.04037,101.67784955612115
974.1775,109.72064,102.02819843471946
1680.0824,973.0765,1032.63024851551
1007.401,155.12378,121.38121923361416
1748.0919,1440.8932,1217.4964882097784
977.48114,133.15767,103.38502638548948
1589.5615,810.23474,828.5313980219248
1277.7029,396.9597,416.23079785477364
1188.0917,306.95737,321.9237282954591
1146.6814,299.07175,275.1179657893218
1707.2156,1110.6263,1106.0829622154383
1586.2611,826.69104,822.5440270926767
1194.7913,309.8107,329.1894928483839
1713.5798,1025.1993,1123.6161026267284
1627.2831,876.58014,904.1880675946484
1012.8942,150.3998,125.69256969069772
1190.3894,312.6144,324.424343220493
1687.3617,1262.8915,1052.0199651984872
1094.538,224.26395,212.57196565395532
1644.5513,893.15173,943.4582844584756
1484.6469,647.5406,670.6598316792619
1727.7498,1114.8745,1162.623170796162
1087.9836,217.62785,204.69596114309786
1670.4025,926.8107,1007.3566668064186
1066.3075,210.24959,179.23522354251605
1142.8861,259.35922,270.6642082210823
1370.5424,500.66794,523.3466363563489
1782.2433,1633.6738,1301.6358123777618
1763.8282,1291.251,1257.9271806923073
1424.954,577.0987,592.7576040441305
1162.0618,277.36703,292.8950177047944
1089.9672,220.55699,207.07396386849786
1190.6464,308.26178,324.70346213278805
1267.1124,376.40045,405.02537295444495
1532.8639,706.6764,736.8497228653232
1011.2362,165.2882,124.36173460506825
1103.7794,232.34161,223.7396244126462
1607.032,860.7337,861.8713718532406
1072.9209,208.52684,186.87544405195837
1709.2192,1252.4087,1111.598167542596
1717.8816,1163.5305,1135.4783724437912
1456.0281,615.88196,633.1325501356926
1750.2634,1441.2609,1223.2067900911843
1141.2147,266.48672,268.69507211291693
982.81726,106.42405,105.85664637525508
1002.23535,138.07323,117.59095079546023
1652.5492,926.5637,962.6081284527532
1632.38,987.8406,915.4764990485282
1506.5082,734.5471,699.9456345409105
1615.003,901.3724,878.04604389303
1351.7749,475.0695,500.2843868735529
1576.8556,784.1972,805.9883915536691
1733.0972,1206.2036,1177.2356143946647
962.9766,74.54424,98.45237480511003
1681.4258,991.31323,1036.185819253573
1635.4741,1082.5524,922.4538025350066
1100.3739,226.03258,219.61889489284522
1379.3025,512.5657,534.3100676751528
1571.4288,774.41223,796.7610634996436
1175.0903,288.43298,307.59016351663695
1592.3062,820.087,833.5837595619271
1400.8365,531.0868,561.6692628239791
1275.2012,386.15085,413.57115728487014
1745.5394,1216.7935,1210.7394508518075
1653.1692,926.5925,964.116946402874
1246.1257,375.77612,383.11965654702317
1690.2955,1138.4358,1059.9138734635044
1160.8114,275.0569,291.4668565119757
1550.6982,743.94696,763.4555917115349
984.42114,135.28546,106.66571541420024
1386.1105,506.1046,542.9034476727469
1252.0304,358.51004,389.25715685615955
1276.1794,392.12692,414.61010585123165
1507.6151,674.562,701.4532911619737
1552.902,733.1146,766.863155078006
1643.6947,1055.7706,941.442488801311
1628.4391,886.0269,906.7258507257466
1614.7328,843.64124,877.4875879116217
1351.8766,486.80457,500.40761352551453
963.8895,84.767876,98.68321119678512
1419.0984,552.4308,585.1815941937762
994.64136,138.37729,112.51179358707714
1322.2361,439.35144,465.40073067168817
1545.8632,735.58484,756.0782661631563
965.08905,127.90668,99.0031156967732
1116.3806,246.47543,238.9905441580094
977.489,113.66457,103.38841435320546
1587.9032,782.33997,825.5111389776323
1688.6118,990.08136,1055.3784693400682
1206.987,340.5582,342.2322888466128
1077.3027,206.74904,192.0074498680372
1767.6147,1175.7319,1267.275041542595
969.1295,119.70201,100.217930708204
1035.1874,183.72874,145.8153406011071
1694.218,1042.5203,1070.5293592837384
1338.7167,465.65906,484.63552545396306
1480.0835,635.4769,664.6341968029208
963.85913,59.9425,98.6753560734254
979.0213,111.05132,104.06324667188517
1689.4784,1118.1583,1057.711160403746
1621.8079,883.8997,892.3480213980263
1079.0566,215.17995,194.0750672339666
1690.551,974.57855,1060.603278820396
1207.045,318.34604,342.29381295361054
1368.5059,498.04184,520.8146558370418
1522.6195,705.5432,722.2249941284203
1743.4138,1158.0885,1205.0782578983553
1741.7661,1315.0471,1200.6700208685434
1668.9727,1042.3422,1003.6791892176434
1134.0786,251.29753,260.2381912730087
1624.848,860.9428,898.8855290454893
1315.9993,436.17224,458.2754273515497
961.3655,99.52538,98.07175182503806
1235.9142,345.98587,372.5185952080426
1348.3644,463.0453,496.1638060943025
