PitchAngle,Power,PredictedPower
2.7399735,1959.3232,1911.794593739382
2.3985515,1632.9419,1881.8267556641485
7.1291113,2045.3547,2038.0322542730446
0.50441885,1526.2303,1637.7369160056103
0.049499556,1382.7413,1603.5436547971237
0.09299919,1495.0542,1605.6849058567495
3.804062,1847.1373,1968.21694077025
5.1386256,2020.5833,2006.2737635271988
0.4430521,1342.8467,1631.7017002048813
3.2230923,2006.6676,1942.9301925519953
0.21949413,1610.5254,1613.3309903439563
3.707114,2027.0502,1964.6283274971788
0.930544,1584.5248,1688.8857855090093
3.122201,1926.8623,1937.3611911044059
1.1324852,1680.3583,1716.9838671576467
1.3049442,1905.3604,1741.8301359795082
1.4490904,1874.6655,1762.702281151615
2.1506484,1947.8141,1855.4146760308886
0.395976,1672.6133,1627.3484195986332
1.3507289,1727.1057,1748.4690362555566
0.0,1242.184,1601.4179601506496
0.0,1544.5785,1601.4179601506496
0.82105386,1779.3488,1674.4590984356041
0.2779889,1624.169,1617.559005409558
8.36341,2040.0364,2014.9488053955852
0.38797203,1560.0115,1626.6329484642918
0.01949987,1305.4915,1602.2156110740423
3.114927,1962.8214,1936.9425970735742
2.0446708,1889.3682,1842.9515984943364
6.8878465,2005.9153,2037.215842495094
5.133564,2052.5479,2006.1519213026513
5.6977515,1885.2306,2018.9583557871933
3.1744854,1981.9539,1940.301328252165
1.634319,1852.4109,1789.0782969730128
5.8391004,2050.5598,2021.8914261375176
6.541802,2012.4955,2033.86563992589
3.0881968,1757.1372,1935.3837893250989
8.587636,2049.6492,2005.7261644365162
0.0,1513.1033,1601.4179601506496
1.2168633,1903.4641,1729.0879702085906
1.0357734,1773.7856,1703.3340914842263
1.2148458,1673.0625,1728.7970749619915
0.10499959,1543.8524,1606.3201718572016
1.0529835,1433.1864,1705.7407773927168
0.4311595,1545.8387,1630.5788028596494
4.154752,1984.9395,1979.8390666357495
0.5994151,1616.3057,1647.8334042463102
0.33792025,1573.409,1622.3260386278448
2.0429149,1935.2435,1842.739465780266
5.7397084,2040.3705,2019.8422891399014
6.913196,2055.4192,2037.366671739166
0.0,1241.0988,1601.4179601506496
2.0536945,1841.9413,1844.0389206668865
1.4506809,1567.6794,1762.9316599991423
0.52301806,1456.1843,1639.6435476540737
0.24695314,1577.4741,1615.262560424096
0.6244096,1773.7227,1650.6324337578305
4.072565,2034.0,1977.2738942928295
0.024499746,1821.8671,1602.4284713368995
1.2937375,1807.8955,1740.2057537943388
5.145673,1848.0967,2006.4432054446897
5.455941,2039.2837,2013.667707949596
3.9517767,1792.6476,1973.3411224146423
2.1776395,1942.0289,1858.4793997465554
8.112894,2051.6296,2023.5887199855263
