feature_1,feature_2,abs_correlation
Wind speed (m/s),Current L2 / V (A),0.9616737783892889
"Wind speed Sensor 1, Minimum (m/s)","Wind speed Sensor 2, Minimum (m/s)",0.9611045960646867
Voltage L2 / V (V),Voltage L3 / W (V),0.9588347479539985
"Wind speed Sensor 1, Maximum (m/s)","Current L1 / U, max (A)",0.9586930512084801
"Voltage L2 / V, Max (V)","Voltage L3 / W, Max (V)",0.9578600974320621
"Wind speed Sensor 1, Standard deviation (m/s)","Wind speed Sensor 2, Standard deviation (m/s)",0.9567883226186784
Rotor speed (RPM),Apparent power (kVA),0.9547876510298211
"Wind speed, Maximum (m/s)","Current L1 / U, max (A)",0.9547599277029665
Gearbox speed (RPM),Apparent power (kVA),0.9546720209459253
Generator RPM (RPM),Apparent power (kVA),0.9546655136295092
"Wind speed Sensor 2, Maximum (m/s)","Current L1 / U, max (A)",0.9546471971880837
Current L3 / W (A),Rotor speed (RPM),0.9543852184708482
Current L3 / W (A),Generator RPM (RPM),0.9543027075504827
Current L3 / W (A),Gearbox speed (RPM),0.9542994376415692
Current L1 / U (A),Rotor speed (RPM),0.9540599814245356
Grid current (A),Rotor speed (RPM),0.9540554238041411
Current L1 / U (A),Generator RPM (RPM),0.9539769925939
Current L1 / U (A),Gearbox speed (RPM),0.953973218676933
Grid current (A),Generator RPM (RPM),0.9539700463808954
Grid current (A),Gearbox speed (RPM),0.9539673744980445
Current L2 / V (A),Rotor speed (RPM),0.9536503341176917
Current L2 / V (A),Generator RPM (RPM),0.9535656516576568
Current L2 / V (A),Gearbox speed (RPM),0.9535639385262104
Gearbox speed (RPM),"Generator RPM, Max (RPM)",0.953265131426348
Gearbox speed (RPM),"Rotor speed, Max (RPM)",0.9531993716885413
Rotor speed (RPM),"Generator RPM, Max (RPM)",0.9531988766001362
Rotor speed (RPM),"Rotor speed, Max (RPM)",0.9531530787424606
Generator RPM (RPM),"Generator RPM, Max (RPM)",0.9531215753806798
Generator RPM (RPM),"Rotor speed, Max (RPM)",0.9530220717555415
Motor current axis 1 (A),Motor current axis 2 (A),0.9524878074435636
"Wind speed, Minimum (m/s)","Wind speed Sensor 1, Minimum (m/s)",0.9519968352169433
"Reactive power, Min (kvar)","Current L1 / U, max (A)",0.9505427335904537
Wind speed Sensor 1 (m/s),"Wind speed Sensor 1, Maximum (m/s)",0.9503013311459392
"Reactive power, Max (kvar)","Reactive power, Min (kvar)",0.9499361330140884
Wind speed Sensor 1 (m/s),"Wind speed Sensor 2, Maximum (m/s)",0.9498257555560559
"Current L1 / U, min (A)",Apparent power (kVA),0.9495784355959649
Current L2 / V (A),"Current L1 / U, min (A)",0.9494741501149325
Current L3 / W (A),"Current L1 / U, min (A)",0.9494511915244596
Grid current (A),"Current L1 / U, min (A)",0.9494236544177945
Current L1 / U (A),"Current L1 / U, min (A)",0.949353091889637
"Wind speed, Maximum (m/s)",Wind speed Sensor 1 (m/s),0.9485416110621874
"Front bearing temperature, Max (°C)","Front bearing temperature, Min (°C)",0.9477037685490035
"Voltage L1 / U, Min (V)","Voltage L3 / W, Min (V)",0.9473416258220736
Gear oil inlet temperature (°C),Gear oil pump pressure (bar),0.9467276327022037
Wind speed Sensor 2 (m/s),"Wind speed Sensor 2, Maximum (m/s)",0.9462085199075403
Wind speed (m/s),"Wind speed, Maximum (m/s)",0.9460372421729228
Wind direction (°),Nacelle position (°),0.9457409607644519
Wind direction (°),Yaw bearing angle (°),0.9457409169187677
"Wind speed, Maximum (m/s)",Density adjusted wind speed (m/s),0.9446794259974676
Motor current axis 1 (A),Motor current axis 3 (A),0.94309368455155
"Voltage L1 / U, Max (V)","Voltage L3 / W, Max (V)",0.9428417113066603
Wind direction (°),"Nacelle position, Minimum (°)",0.9426875210227361
"Wind speed, Maximum (m/s)",Wind speed Sensor 2 (m/s),0.9420874559171292
Wind speed (m/s),"Wind speed Sensor 2, Maximum (m/s)",0.9419419886929413
Reactive power (kvar),Current L1 / U (A),0.941263201673828
"Wind speed Sensor 1, Maximum (m/s)",Wind speed Sensor 2 (m/s),0.9412265006313323
Reactive power (kvar),Grid current (A),0.9411536588690362
Reactive power (kvar),"Current L1 / U, max (A)",0.9411434400310008
Reactive power (kvar),Current L2 / V (A),0.9410677486175282
Reactive power (kvar),Current L3 / W (A),0.9410672004158116
"Wind speed Sensor 2, Maximum (m/s)",Gearbox speed (RPM),0.9408468678565269
"Wind speed Sensor 2, Maximum (m/s)",Rotor speed (RPM),0.9408386553124639
"Wind speed, Maximum (m/s)",Gearbox speed (RPM),0.940818403960816
"Wind speed, Maximum (m/s)",Rotor speed (RPM),0.9408168511468411
"Wind speed Sensor 2, Maximum (m/s)",Density adjusted wind speed (m/s),0.9405914350732127
"Wind speed Sensor 2, Maximum (m/s)",Generator RPM (RPM),0.9405012665366628
"Wind speed, Maximum (m/s)",Generator RPM (RPM),0.9404782168069244
Reactive power (kvar),Apparent power (kVA),0.9401432929222677
Wind speed (m/s),"Wind speed Sensor 1, Maximum (m/s)",0.9397482207901298
"Front bearing temperature, Standard deviation (°C)","Rear bearing temperature, Standard deviation (°C)",0.9397350992107485
Generator RPM (RPM),"Rotor speed, Min (RPM)",0.9391791983510069
Voltage L1 / U (V),Voltage L3 / W (V),0.9391247215801043
"Wind speed Sensor 1, Maximum (m/s)","Rotor speed, Max (RPM)",0.9391024864492996
Rotor speed (RPM),"Rotor speed, Min (RPM)",0.9389560938234897
Generator RPM (RPM),"Generator RPM, Min (RPM)",0.9389213427436898
"Wind speed Sensor 1, Maximum (m/s)","Generator RPM, Max (RPM)",0.9388919258675198
Gearbox speed (RPM),"Rotor speed, Min (RPM)",0.9388851833712772
Rotor speed (RPM),"Generator RPM, Min (RPM)",0.9386344598909138
Gearbox speed (RPM),"Generator RPM, Min (RPM)",0.9385939327480682
"Wind speed Sensor 1, Maximum (m/s)",Gearbox speed (RPM),0.9385540086781579
"Wind speed Sensor 1, Maximum (m/s)",Rotor speed (RPM),0.9385508809581629
"Wind speed Sensor 1, Maximum (m/s)",Generator RPM (RPM),0.9380456132112809
"Wind speed Sensor 1, Maximum (m/s)",Density adjusted wind speed (m/s),0.9375583647856828
Wind direction (°),"Nacelle position, Maximum (°)",0.9362457870817924
"Wind speed Sensor 2, Maximum (m/s)","Rotor speed, Max (RPM)",0.9358069281930769
"Wind speed Sensor 2, Maximum (m/s)","Generator RPM, Max (RPM)",0.935744973474187
"Wind speed, Maximum (m/s)","Rotor speed, Max (RPM)",0.9356163604568873
"Wind speed, Maximum (m/s)","Generator RPM, Max (RPM)",0.9355464543566167
"Wind speed, Maximum (m/s)",Apparent power (kVA),0.9353307658369303
"Wind speed, Maximum (m/s)",Current L1 / U (A),0.9352689783498155
"Wind speed, Maximum (m/s)",Current L3 / W (A),0.9351948206005649
"Wind speed, Maximum (m/s)",Grid current (A),0.935160871533338
"Wind speed Sensor 2, Maximum (m/s)",Current L1 / U (A),0.9351118951134421
"Wind speed Sensor 2, Maximum (m/s)",Current L3 / W (A),0.9350549652568687
"Wind speed Sensor 2, Maximum (m/s)",Apparent power (kVA),0.9350395564633601
"Wind speed Sensor 2, Maximum (m/s)",Grid current (A),0.9349710291594662
"Wind speed, Maximum (m/s)",Current L2 / V (A),0.934887642130301
"Wind speed Sensor 2, Maximum (m/s)",Current L2 / V (A),0.9347416887384888
Grid voltage (V),"Grid voltage, Min (V)",0.9338967570901042
"Wind speed Sensor 1, Maximum (m/s)",Current L1 / U (A),0.9338063758582168
Density adjusted wind speed (m/s),"Rotor speed, Min (RPM)",0.9337765896464374
"Wind speed Sensor 1, Maximum (m/s)",Apparent power (kVA),0.9337356479106405
"Wind speed Sensor 1, Maximum (m/s)",Current L3 / W (A),0.9337144869128287
"Wind speed Sensor 1, Maximum (m/s)",Grid current (A),0.9336455162745021
Density adjusted wind speed (m/s),"Generator RPM, Min (RPM)",0.9335290079328012
"Wind speed Sensor 1, Maximum (m/s)",Current L2 / V (A),0.9334066141416352
Grid voltage (V),"Grid voltage, Max (V)",0.9324891133592285
"Gear oil temperature, Max (°C)","Gear oil temperature, Min (°C)",0.9322047780884684
Wind speed Sensor 1 (m/s),"Current L1 / U, max (A)",0.9319449375288105
"Wind speed, Standard deviation (m/s)","Wind speed Sensor 1, Standard deviation (m/s)",0.9318999395737461
Wind speed (m/s),"Rotor speed, Min (RPM)",0.931316764700937
Wind speed (m/s),"Generator RPM, Min (RPM)",0.9309423180588544
Wind speed Sensor 2 (m/s),"Rotor speed, Min (RPM)",0.930903605521335
Wind speed Sensor 2 (m/s),"Generator RPM, Min (RPM)",0.930553606061253
"Reactive power, Max (kvar)",Current L1 / U (A),0.9300651698354722
"Reactive power, Max (kvar)",Grid current (A),0.9299925688965008
"Reactive power, Max (kvar)",Current L2 / V (A),0.9299568657041613
Voltage L2 / V (V),"Grid voltage, Min (V)",0.9299276524101021
"Reactive power, Max (kvar)",Current L3 / W (A),0.9299057792219986
"Current L1 / U, max (A)",Rotor speed (RPM),0.9298202540064976
"Rotor speed, Min (RPM)",Apparent power (kVA),0.929734524122019
"Current L1 / U, max (A)",Gearbox speed (RPM),0.9297241466080984
"Current L1 / U, max (A)",Generator RPM (RPM),0.9294168675703893
"Generator RPM, Min (RPM)",Apparent power (kVA),0.929288451106567
Current L3 / W (A),"Rotor speed, Min (RPM)",0.9292295142012137
"Reactive power, Max (kvar)",Apparent power (kVA),0.9290056855342802
Grid current (A),"Rotor speed, Min (RPM)",0.9289480787196297
Current L3 / W (A),"Generator RPM, Min (RPM)",0.9288325271660763
Current L2 / V (A),"Rotor speed, Min (RPM)",0.9287949389917964
Current L1 / U (A),"Rotor speed, Min (RPM)",0.9287731253817048
"Wind speed, Minimum (m/s)","Wind speed Sensor 2, Minimum (m/s)",0.9287356100893599
Grid current (A),"Generator RPM, Min (RPM)",0.9285479886000303
Current L2 / V (A),"Generator RPM, Min (RPM)",0.9283938131973376
Current L1 / U (A),"Generator RPM, Min (RPM)",0.9283740638790231
Gear oil inlet temperature (°C),Gear oil inlet pressure (bar),0.9277593024714023
Density adjusted wind speed (m/s),"Current L1 / U, min (A)",0.9273438113276167
"Reactive power, Min (kvar)",Current L1 / U (A),0.9258382833353968
"Reactive power, Min (kvar)",Grid current (A),0.9256957799977975
"Reactive power, Min (kvar)",Current L3 / W (A),0.9256147438564043
"Reactive power, Min (kvar)",Current L2 / V (A),0.9255487952869798
Wind speed Sensor 2 (m/s),"Current L1 / U, max (A)",0.9251776512937004
Wind speed (m/s),"Current L1 / U, max (A)",0.9249977740350914
"Reactive power, Min (kvar)",Apparent power (kVA),0.9247421498406836
Density adjusted wind speed (m/s),"Current L1 / U, max (A)",0.9243175685945195
Wind speed Sensor 1 (m/s),"Rotor speed, Min (RPM)",0.9242503287553058
Wind speed (m/s),"Current L1 / U, min (A)",0.9239256864990074
Wind speed Sensor 2 (m/s),"Current L1 / U, min (A)",0.923894403927415
Wind speed Sensor 1 (m/s),"Generator RPM, Min (RPM)",0.9236471253398431
Voltage L2 / V (V),"Grid voltage, Max (V)",0.9222376673961511
Voltage L1 / U (V),"Grid voltage, Max (V)",0.9218793048949364
Wind speed Sensor 1 (m/s),"Rotor speed, Max (RPM)",0.920017426060154
Wind speed Sensor 1 (m/s),"Generator RPM, Max (RPM)",0.9197969395293325
"Wind speed Sensor 1, Maximum (m/s)","Reactive power, Min (kvar)",0.9187545287443748
Voltage L1 / U (V),"Grid voltage, Min (V)",0.9184475160436705
Wind speed Sensor 1 (m/s),"Current L1 / U, min (A)",0.9182662558767587
Nacelle ambient temperature (°C),Hub temperature (°C),0.916703320442977
Wind speed Sensor 2 (m/s),"Rotor speed, Max (RPM)",0.9161620164518293
Wind speed Sensor 2 (m/s),"Generator RPM, Max (RPM)",0.9161566706214969
Wind speed (m/s),"Rotor speed, Max (RPM)",0.9160418889087608
Wind speed (m/s),"Generator RPM, Max (RPM)",0.9160268911945616
Current L3 / W (A),Gear oil inlet pressure (bar),0.9155364951266525
Grid current (A),Gear oil inlet pressure (bar),0.9155085034731428
Current L1 / U (A),Gear oil inlet pressure (bar),0.9155015366665097
Current L2 / V (A),Gear oil inlet pressure (bar),0.9154913470475133
Gear oil inlet pressure (bar),Apparent power (kVA),0.9154545523053714
"Current L1 / U, min (A)",Generator RPM (RPM),0.9152605398486843
Density adjusted wind speed (m/s),"Generator RPM, Max (RPM)",0.9151925634776508
Density adjusted wind speed (m/s),"Rotor speed, Max (RPM)",0.9150809614616339
"Current L1 / U, min (A)",Rotor speed (RPM),0.914856902950492
"Current L1 / U, min (A)",Gearbox speed (RPM),0.9147965795519674
"Wind speed, Maximum (m/s)","Reactive power, Min (kvar)",0.9147206493940845
"Wind speed Sensor 2, Maximum (m/s)","Reactive power, Min (kvar)",0.9139337719636396
"Wind speed Sensor 1, Minimum (m/s)",Wind speed Sensor 2 (m/s),0.913572211202877
Voltage L3 / W (V),"Grid voltage, Max (V)",0.9131271630180726
Voltage L3 / W (V),"Grid voltage, Min (V)",0.9129371728339197
Wind speed (m/s),"Wind speed Sensor 1, Minimum (m/s)",0.9128707309221953
"Wind speed Sensor 1, Minimum (m/s)",Density adjusted wind speed (m/s),0.9128610727965356
"Wind speed Sensor 1, Maximum (m/s)",Reactive power (kvar),0.9108440863193094
"Wind speed Sensor 1, Minimum (m/s)","Generator RPM, Min (RPM)",0.9105961803740942
"Wind speed Sensor 1, Minimum (m/s)","Rotor speed, Min (RPM)",0.9103447573253579
Wind speed Sensor 1 (m/s),"Wind speed Sensor 1, Minimum (m/s)",0.9099576165062412
"Wind speed, Maximum (m/s)",Reactive power (kvar),0.909910126576788
"Wind speed Sensor 2, Maximum (m/s)",Reactive power (kvar),0.9089127387157108
"Current L1 / U, max (A)","Rotor speed, Max (RPM)",0.9072410066621157
"Current L1 / U, max (A)","Generator RPM, Max (RPM)",0.9072228794824571
"Front bearing temperature, Max (°C)","Rear bearing temperature, Max (°C)",0.9065417080691746
Rotor bearing temp (°C),Transformer cell temperature (°C),0.9051068877768649
"Reactive power, Max (kvar)","Current L1 / U, max (A)",0.9047614361462544
Hub temperature (°C),Rotor bearing temp (°C),0.9046281916460573
"Rear bearing temperature, Max (°C)","Rear bearing temperature, Min (°C)",0.8996763498189794
"Wind speed, Standard deviation (m/s)","Wind speed Sensor 2, Standard deviation (m/s)",0.8986313461373694
Temp. top box (°C),"Nacelle temperature, Max (°C)",0.8983041341873317
"Wind speed, Minimum (m/s)",Density adjusted wind speed (m/s),0.8973613231722565
"Reactive power, Min (kvar)",Drive train acceleration (mm/ss),0.8969963847171386
Wind speed Sensor 2 (m/s),"Wind speed Sensor 2, Minimum (m/s)",0.8969006494219257
Reactive power (kvar),Generator RPM (RPM),0.896683011495407
Reactive power (kvar),Rotor speed (RPM),0.8965873359196618
Reactive power (kvar),Gearbox speed (RPM),0.8965030653176956
Current L3 / W (A),Gear oil pump pressure (bar),0.8961948333696
Grid current (A),Gear oil pump pressure (bar),0.8961541776590878
Current L1 / U (A),Gear oil pump pressure (bar),0.8961510186969049
Current L2 / V (A),Gear oil pump pressure (bar),0.8961223017260028
Wind speed (m/s),"Wind speed, Minimum (m/s)",0.8961087489227613
Gear oil pump pressure (bar),Apparent power (kVA),0.8960756358108525
"Current L2 / V, max (A)","Current L2 / V, StdDev (A)",0.896008080079727
"Wind speed Sensor 1, Minimum (m/s)","Current L1 / U, min (A)",0.8959287848690018
Reactive power (kvar),Drive train acceleration (mm/ss),0.8958291619143002
"Current L3 / W, max (A)","Current L2 / V, StdDev (A)",0.8955810376151913
"Wind speed, Minimum (m/s)","Generator RPM, Min (RPM)",0.8954310278271711
Front bearing temperature (°C),Rear bearing temperature (°C),0.89537248837672
"Current L2 / V, max (A)","Current L3 / W, StdDev (A)",0.8952352222845817
"Wind speed, Minimum (m/s)","Rotor speed, Min (RPM)",0.8949449243449138
"Wind speed Sensor 2, Minimum (m/s)","Generator RPM, Min (RPM)",0.894922556604243
"Current L3 / W, max (A)","Current L3 / W, StdDev (A)",0.894877859937913
Ambient temperature (converter) (°C),Rotor bearing temp (°C),0.8946999942594971
"Wind speed Sensor 2, Minimum (m/s)","Rotor speed, Min (RPM)",0.8944570110432842
"Reactive power, Max (kvar)","Current L1 / U, min (A)",0.8943207033741134
Rear bearing temperature (°C),"Front bearing temperature, Max (°C)",0.8931544263798437
"Wind speed Sensor 2, Minimum (m/s)",Density adjusted wind speed (m/s),0.8922293088751923
Wind speed (m/s),"Wind speed Sensor 2, Minimum (m/s)",0.8910167618243582
Wind speed Sensor 1 (m/s),Reactive power (kvar),0.8906962353059669
Hub temperature (°C),Transformer cell temperature (°C),0.8906605206189184
"Current L1 / U, min (A)",Gear oil inlet pressure (bar),0.8904911698155031
"Wind speed, Minimum (m/s)",Wind speed Sensor 2 (m/s),0.8895326236062026
Density adjusted wind speed (m/s),Reactive power (kvar),0.8876597283140313
Hub temperature (°C),Ambient temperature (converter) (°C),0.8872357660470648
"Reactive power, Max (kvar)",Generator RPM (RPM),0.8867032953632092
"Reactive power, Max (kvar)",Rotor speed (RPM),0.886336573529052
"Reactive power, Max (kvar)",Gearbox speed (RPM),0.8862593211966442
Wind speed (m/s),Reactive power (kvar),0.8861667083804572
Wind speed Sensor 2 (m/s),Reactive power (kvar),0.8860950800041859
"Current L1 / U, max (A)","Current L1 / U, StdDev (A)",0.8853451473655088
Wind speed Sensor 1 (m/s),"Wind speed Sensor 2, Minimum (m/s)",0.8843098743600557
Nacelle temperature (°C),Temp. top box (°C),0.8842689022294723
"Wind direction, Maximum (°)","Nacelle position, Maximum (°)",0.8841247595664126
"Reactive power, Min (kvar)",Rotor speed (RPM),0.8837198465349415
"Reactive power, Min (kvar)",Gearbox speed (RPM),0.8836321810364335
"Reactive power, Min (kvar)",Generator RPM (RPM),0.8835783679252981
Nacelle ambient temperature (°C),Rotor bearing temp (°C),0.8821032021845164
